record_id,timestamp,hour,zone_id,zone_name,road_name,latitude,longitude,dashcam_detection_confidence,pothole_depth_cm,pothole_width_cm,surface_area_sqm,road_roughness_iri,vehicle_vibration_g,approaching_speed_kmh,weather,lighting,severity,repair_urgency,community_reports_count,verified_status,synthetic_label
POT-001461,2026-01-17 14:16:00,14,BLR-YESHW-12,Yeshwanthpur TTMC Circle,Tumkur Road / Subedarchatram Rd,13.027331,77.552985,0.866,9.3,31.2,0.029,4.07,2.8,57.3,CLEAR,DAYLIGHT,CRITICAL,EMERGENCY_IMMEDIATE,2,1,SYNTHETIC_DASHCAM_HAZARD
POT-001462,2026-02-01 00:09:00,0,BLR-ECITY-02,Electronic City Toll,Hosur Elevated Expressway,12.844701,77.664758,0.88,12.6,47.9,0.06,3.77,0.59,21.2,CLEAR,NIGHT_UNLIT,CRITICAL,EMERGENCY_IMMEDIATE,1,0,SYNTHETIC_DASHCAM_HAZARD
POT-001463,2026-02-26 12:56:00,12,BLR-WFIELD-07,Whitefield ITPL Main Gate,ITPL Main Road,12.982535,77.726767,0.836,8.8,25.0,0.022,9.55,1.8,20.7,CLEAR,DAYLIGHT,HIGH,URGENT_24H,5,1,SYNTHETIC_DASHCAM_HAZARD
POT-001464,2026-01-05 18:43:00,18,BLR-ECITY-02,Electronic City Toll,Hosur Elevated Expressway,12.846291,77.662369,0.823,15.8,30.1,0.048,6.12,1.74,53.4,CLEAR,DAYLIGHT,CRITICAL,EMERGENCY_IMMEDIATE,1,0,SYNTHETIC_DASHCAM_HAZARD
POT-001465,2026-01-29 09:57:00,9,BLR-BELLAN-06,Bellandur EcoSpace,Outer Ring Road IT Corridor,12.922034,77.672581,0.849,9.5,66.6,0.063,2.57,2.4,28.0,FOG,DAYLIGHT,CRITICAL,EMERGENCY_IMMEDIATE,2,1,SYNTHETIC_DASHCAM_HAZARD
POT-001466,2026-03-18 10:22:00,10,BLR-YESHW-12,Yeshwanthpur TTMC Circle,Tumkur Road / Subedarchatram Rd,13.018913,77.554237,0.839,5.8,18.4,0.011,5.81,0.23,63.9,CLEAR,DAYLIGHT,MEDIUM,PRIORITY_3D,1,0,SYNTHETIC_DASHCAM_HAZARD
POT-001467,2026-03-02 02:34:00,2,BLR-INDIRA-10,Indiranagar 100ft Road,100ft Road CMH Junction,12.967047,77.638016,0.903,7.1,15.7,0.011,3.67,1.95,49.9,CLEAR,NIGHT_LIT,HIGH,URGENT_24H,2,1,SYNTHETIC_DASHCAM_HAZARD
POT-001468,2026-01-12 20:47:00,20,BLR-HEBBL-04,Hebbal Flyover,Airport Road / Bellary Road,13.038714,77.593812,0.97,13.8,87.2,0.12,9.94,0.91,28.4,CLEAR,NIGHT_LIT,CRITICAL,EMERGENCY_IMMEDIATE,1,0,SYNTHETIC_DASHCAM_HAZARD
POT-001469,2026-02-02 16:22:00,16,BLR-ECITY-02,Electronic City Toll,Hosur Elevated Expressway,12.845428,77.656948,0.975,7.8,42.2,0.033,6.46,0.3,50.1,CLEAR,DAYLIGHT,HIGH,URGENT_24H,1,0,SYNTHETIC_DASHCAM_HAZARD
POT-001470,2026-03-26 10:02:00,10,BLR-INDIRA-10,Indiranagar 100ft Road,100ft Road CMH Junction,12.970865,77.646161,0.968,2.5,51.8,0.013,3.95,2.96,39.5,CLOUDY,DAYLIGHT,CRITICAL,EMERGENCY_IMMEDIATE,2,1,SYNTHETIC_DASHCAM_HAZARD
POT-001471,2026-02-06 13:11:00,13,BLR-HEBBL-04,Hebbal Flyover,Airport Road / Bellary Road,13.040045,77.598538,0.89,13.2,21.0,0.028,5.65,1.21,25.8,CLEAR,DAYLIGHT,CRITICAL,EMERGENCY_IMMEDIATE,1,0,SYNTHETIC_DASHCAM_HAZARD
POT-001472,2026-02-21 07:02:00,7,BLR-YESHW-12,Yeshwanthpur TTMC Circle,Tumkur Road / Subedarchatram Rd,13.027529,77.548605,0.868,4.2,42.3,0.018,6.17,0.38,47.3,CLEAR,DAYLIGHT,HIGH,URGENT_24H,2,1,SYNTHETIC_DASHCAM_HAZARD
POT-001473,2026-03-12 16:54:00,16,BLR-ORR-08,Outer Ring Road Sarjapur Jn,Sarjapur-ORR Junction,12.916829,77.648764,0.913,9.4,87.2,0.082,6.92,2.51,20.2,RAIN,DAYLIGHT,CRITICAL,EMERGENCY_IMMEDIATE,1,0,SYNTHETIC_DASHCAM_HAZARD
POT-001474,2026-02-13 12:49:00,12,BLR-SILK-01,Silk Board Junction,Hosur Road / Outer Ring Road,12.917753,77.626366,0.897,13.6,24.6,0.033,6.7,2.35,58.4,CLEAR,DAYLIGHT,CRITICAL,EMERGENCY_IMMEDIATE,3,1,SYNTHETIC_DASHCAM_HAZARD
POT-001475,2026-03-18 05:21:00,5,BLR-WFIELD-07,Whitefield ITPL Main Gate,ITPL Main Road,12.983061,77.734529,0.862,17.7,108.4,0.192,5.32,2.95,43.1,RAIN,NIGHT_UNLIT,CRITICAL,EMERGENCY_IMMEDIATE,5,1,SYNTHETIC_DASHCAM_HAZARD
POT-001476,2026-03-04 07:36:00,7,BLR-MGROAD-11,MG Road Brigade Jn,Mahatma Gandhi Road,12.97752,77.607662,0.797,5.6,88.1,0.049,9.05,0.36,22.4,HEAVY_RAIN,DAYLIGHT,CRITICAL,EMERGENCY_IMMEDIATE,2,1,SYNTHETIC_DASHCAM_HAZARD
POT-001477,2026-02-12 06:57:00,6,BLR-YESHW-12,Yeshwanthpur TTMC Circle,Tumkur Road / Subedarchatram Rd,13.022499,77.551097,0.973,12.0,19.8,0.024,4.06,3.32,36.9,CLEAR,DAYLIGHT,CRITICAL,EMERGENCY_IMMEDIATE,2,1,SYNTHETIC_DASHCAM_HAZARD
POT-001478,2026-02-19 12:44:00,12,BLR-WFIELD-07,Whitefield ITPL Main Gate,ITPL Main Road,12.986018,77.735493,0.792,12.3,24.5,0.03,9.59,2.25,22.9,CLOUDY,DAYLIGHT,CRITICAL,EMERGENCY_IMMEDIATE,2,1,SYNTHETIC_DASHCAM_HAZARD
POT-001479,2026-02-23 17:03:00,17,BLR-MARATH-05,Marathahalli Bridge,Outer Ring Road,12.957445,77.700732,0.822,11.2,76.9,0.086,4.52,2.3,63.4,CLEAR,DAYLIGHT,CRITICAL,EMERGENCY_IMMEDIATE,4,1,SYNTHETIC_DASHCAM_HAZARD
POT-001480,2026-01-30 12:37:00,12,BLR-BELLAN-06,Bellandur EcoSpace,Outer Ring Road IT Corridor,12.922913,77.674809,0.881,7.6,37.0,0.028,8.22,2.26,40.3,RAIN,DAYLIGHT,CRITICAL,EMERGENCY_IMMEDIATE,1,0,SYNTHETIC_DASHCAM_HAZARD
POT-001481,2026-01-25 05:28:00,5,BLR-KRPUR-03,KR Puram Hanging Bridge,Old Madras Road / ORR,13.001821,77.693911,0.85,13.2,79.8,0.105,8.35,0.57,48.0,CLEAR,NIGHT_LIT,CRITICAL,EMERGENCY_IMMEDIATE,1,0,SYNTHETIC_DASHCAM_HAZARD
POT-001482,2026-02-26 07:32:00,7,BLR-YESHW-12,Yeshwanthpur TTMC Circle,Tumkur Road / Subedarchatram Rd,13.02833,77.550174,0.952,17.6,29.6,0.052,8.04,0.83,16.8,CLEAR,DAYLIGHT,CRITICAL,EMERGENCY_IMMEDIATE,1,0,SYNTHETIC_DASHCAM_HAZARD
POT-001483,2026-03-31 11:54:00,11,BLR-KRPUR-03,KR Puram Hanging Bridge,Old Madras Road / ORR,12.998674,77.694899,0.819,13.8,52.2,0.072,4.99,0.35,40.8,CLEAR,DAYLIGHT,CRITICAL,EMERGENCY_IMMEDIATE,2,1,SYNTHETIC_DASHCAM_HAZARD
POT-001484,2026-02-16 22:22:00,22,BLR-KORAM-09,Koramangala Sony World Jn,100 Feet Intermediate Ring Road,12.930845,77.623598,0.903,10.4,60.3,0.063,10.73,1.87,61.7,FOG,NIGHT_LIT,CRITICAL,EMERGENCY_IMMEDIATE,1,0,SYNTHETIC_DASHCAM_HAZARD
POT-001485,2026-02-23 05:04:00,5,BLR-SILK-01,Silk Board Junction,Hosur Road / Outer Ring Road,12.917472,77.620989,0.955,18.3,77.2,0.141,7.48,2.55,48.7,RAIN,NIGHT_LIT,CRITICAL,EMERGENCY_IMMEDIATE,5,1,SYNTHETIC_DASHCAM_HAZARD
POT-001486,2026-01-25 20:14:00,20,BLR-HEBBL-04,Hebbal Flyover,Airport Road / Bellary Road,13.032716,77.59685,0.813,14.0,76.8,0.108,7.07,0.94,17.1,CLEAR,NIGHT_LIT,CRITICAL,EMERGENCY_IMMEDIATE,3,1,SYNTHETIC_DASHCAM_HAZARD
POT-001487,2026-01-12 18:28:00,18,BLR-INDIRA-10,Indiranagar 100ft Road,100ft Road CMH Junction,12.973314,77.646137,0.914,14.0,107.3,0.15,8.88,3.25,63.5,CLEAR,DAYLIGHT,CRITICAL,EMERGENCY_IMMEDIATE,1,0,SYNTHETIC_DASHCAM_HAZARD
POT-001488,2026-03-11 03:33:00,3,BLR-YESHW-12,Yeshwanthpur TTMC Circle,Tumkur Road / Subedarchatram Rd,13.024066,77.552921,0.93,10.0,72.2,0.072,8.97,2.86,34.0,CLOUDY,NIGHT_UNLIT,CRITICAL,EMERGENCY_IMMEDIATE,2,1,SYNTHETIC_DASHCAM_HAZARD
POT-001489,2026-01-03 17:40:00,17,BLR-ECITY-02,Electronic City Toll,Hosur Elevated Expressway,12.840819,77.658181,0.977,2.3,26.7,0.006,10.58,0.53,25.2,CLEAR,DAYLIGHT,LOW,ROUTINE,2,1,SYNTHETIC_DASHCAM_HAZARD
POT-001490,2026-01-19 23:43:00,23,BLR-WFIELD-07,Whitefield ITPL Main Gate,ITPL Main Road,12.987882,77.735566,0.849,8.0,54.7,0.044,10.64,3.01,43.6,CLEAR,NIGHT_UNLIT,CRITICAL,EMERGENCY_IMMEDIATE,1,0,SYNTHETIC_DASHCAM_HAZARD
POT-001491,2026-03-11 22:22:00,22,BLR-ORR-08,Outer Ring Road Sarjapur Jn,Sarjapur-ORR Junction,12.917111,77.648181,0.957,8.0,69.5,0.056,5.79,2.69,47.1,CLEAR,NIGHT_LIT,CRITICAL,EMERGENCY_IMMEDIATE,3,1,SYNTHETIC_DASHCAM_HAZARD
POT-001492,2026-02-24 15:05:00,15,BLR-ECITY-02,Electronic City Toll,Hosur Elevated Expressway,12.841507,77.657531,0.877,14.6,22.0,0.032,10.28,1.59,29.7,CLOUDY,DAYLIGHT,CRITICAL,EMERGENCY_IMMEDIATE,1,0,SYNTHETIC_DASHCAM_HAZARD
POT-001493,2026-02-25 10:57:00,10,BLR-KRPUR-03,KR Puram Hanging Bridge,Old Madras Road / ORR,12.99621,77.689971,0.899,8.9,60.0,0.053,5.88,1.56,49.8,CLEAR,DAYLIGHT,HIGH,URGENT_24H,2,1,SYNTHETIC_DASHCAM_HAZARD
POT-001494,2026-03-03 21:49:00,21,BLR-MARATH-05,Marathahalli Bridge,Outer Ring Road,12.960348,77.70569,0.889,11.0,105.9,0.116,6.7,1.65,37.0,HEAVY_RAIN,NIGHT_UNLIT,CRITICAL,EMERGENCY_IMMEDIATE,2,1,SYNTHETIC_DASHCAM_HAZARD
POT-001495,2026-02-27 02:34:00,2,BLR-ORR-08,Outer Ring Road Sarjapur Jn,Sarjapur-ORR Junction,12.922723,77.648728,0.836,12.3,18.2,0.022,8.21,3.48,23.8,CLEAR,NIGHT_LIT,CRITICAL,EMERGENCY_IMMEDIATE,1,0,SYNTHETIC_DASHCAM_HAZARD
POT-001496,2026-03-22 09:44:00,9,BLR-WFIELD-07,Whitefield ITPL Main Gate,ITPL Main Road,12.989065,77.730038,0.904,18.3,66.3,0.121,4.1,1.29,58.0,CLOUDY,DAYLIGHT,CRITICAL,EMERGENCY_IMMEDIATE,2,1,SYNTHETIC_DASHCAM_HAZARD
POT-001497,2026-01-16 02:51:00,2,BLR-MGROAD-11,MG Road Brigade Jn,Mahatma Gandhi Road,12.97088,77.604592,0.965,4.6,75.3,0.035,7.23,1.67,41.7,CLEAR,NIGHT_LIT,CRITICAL,EMERGENCY_IMMEDIATE,1,0,SYNTHETIC_DASHCAM_HAZARD
POT-001498,2026-03-11 03:41:00,3,BLR-MARATH-05,Marathahalli Bridge,Outer Ring Road,12.957499,77.701419,0.851,12.5,49.9,0.062,6.78,2.32,54.5,CLOUDY,NIGHT_LIT,CRITICAL,EMERGENCY_IMMEDIATE,1,0,SYNTHETIC_DASHCAM_HAZARD
POT-001499,2026-02-20 22:37:00,22,BLR-ORR-08,Outer Ring Road Sarjapur Jn,Sarjapur-ORR Junction,12.923537,77.647184,0.959,2.3,28.7,0.007,5.33,2.92,47.9,RAIN,NIGHT_UNLIT,CRITICAL,EMERGENCY_IMMEDIATE,1,0,SYNTHETIC_DASHCAM_HAZARD
POT-001500,2026-03-07 02:33:00,2,BLR-ECITY-02,Electronic City Toll,Hosur Elevated Expressway,12.840908,77.664681,0.942,8.8,84.4,0.074,10.51,0.58,35.1,CLEAR,NIGHT_LIT,CRITICAL,EMERGENCY_IMMEDIATE,2,1,SYNTHETIC_DASHCAM_HAZARD
POT-001501,2026-03-01 20:42:00,20,BLR-ORR-08,Outer Ring Road Sarjapur Jn,Sarjapur-ORR Junction,12.915603,77.648689,0.942,9.8,105.2,0.103,8.7,3.16,20.3,CLEAR,NIGHT_LIT,CRITICAL,EMERGENCY_IMMEDIATE,3,1,SYNTHETIC_DASHCAM_HAZARD
POT-001502,2026-03-01 16:08:00,16,BLR-ECITY-02,Electronic City Toll,Hosur Elevated Expressway,12.842299,77.657102,0.902,4.8,45.3,0.022,3.29,0.28,57.1,CLEAR,DAYLIGHT,HIGH,URGENT_24H,1,0,SYNTHETIC_DASHCAM_HAZARD
POT-001503,2026-01-17 05:32:00,5,BLR-BELLAN-06,Bellandur EcoSpace,Outer Ring Road IT Corridor,12.9246,77.67191,0.934,11.1,69.8,0.077,7.85,1.22,48.3,RAIN,NIGHT_UNLIT,CRITICAL,EMERGENCY_IMMEDIATE,1,0,SYNTHETIC_DASHCAM_HAZARD
POT-001504,2026-03-16 10:48:00,10,BLR-YESHW-12,Yeshwanthpur TTMC Circle,Tumkur Road / Subedarchatram Rd,13.020242,77.55451,0.797,3.2,97.6,0.031,6.52,1.26,33.0,CLEAR,DAYLIGHT,CRITICAL,EMERGENCY_IMMEDIATE,2,1,SYNTHETIC_DASHCAM_HAZARD
POT-001505,2026-01-15 18:50:00,18,BLR-SILK-01,Silk Board Junction,Hosur Road / Outer Ring Road,12.917503,77.620044,0.862,14.5,98.3,0.143,9.49,2.66,62.8,CLOUDY,DAYLIGHT,CRITICAL,EMERGENCY_IMMEDIATE,5,1,SYNTHETIC_DASHCAM_HAZARD
POT-001506,2026-02-19 18:38:00,18,BLR-YESHW-12,Yeshwanthpur TTMC Circle,Tumkur Road / Subedarchatram Rd,13.019536,77.552775,0.798,9.0,28.3,0.025,6.18,1.74,57.7,CLEAR,DAYLIGHT,HIGH,URGENT_24H,1,0,SYNTHETIC_DASHCAM_HAZARD
POT-001507,2026-02-06 14:42:00,14,BLR-ORR-08,Outer Ring Road Sarjapur Jn,Sarjapur-ORR Junction,12.917494,77.643191,0.967,15.4,23.5,0.036,6.37,1.97,56.9,CLEAR,DAYLIGHT,CRITICAL,EMERGENCY_IMMEDIATE,3,1,SYNTHETIC_DASHCAM_HAZARD
POT-001508,2026-02-18 09:47:00,9,BLR-SILK-01,Silk Board Junction,Hosur Road / Outer Ring Road,12.913973,77.625363,0.892,11.4,42.7,0.049,9.06,1.34,58.3,RAIN,DAYLIGHT,CRITICAL,EMERGENCY_IMMEDIATE,2,1,SYNTHETIC_DASHCAM_HAZARD
POT-001509,2026-01-21 23:44:00,23,BLR-ECITY-02,Electronic City Toll,Hosur Elevated Expressway,12.841034,77.662838,0.855,11.4,26.5,0.03,4.73,2.57,61.2,CLOUDY,NIGHT_LIT,CRITICAL,EMERGENCY_IMMEDIATE,1,0,SYNTHETIC_DASHCAM_HAZARD
POT-001510,2026-03-13 02:07:00,2,BLR-HEBBL-04,Hebbal Flyover,Airport Road / Bellary Road,13.032405,77.597999,0.795,15.6,52.3,0.082,2.99,1.36,36.2,CLOUDY,NIGHT_LIT,CRITICAL,EMERGENCY_IMMEDIATE,2,1,SYNTHETIC_DASHCAM_HAZARD
POT-001511,2026-03-22 00:38:00,0,BLR-KRPUR-03,KR Puram Hanging Bridge,Old Madras Road / ORR,12.997453,77.690021,0.806,10.4,72.6,0.076,7.57,0.97,46.2,CLEAR,NIGHT_LIT,CRITICAL,EMERGENCY_IMMEDIATE,2,1,SYNTHETIC_DASHCAM_HAZARD
POT-001512,2026-01-21 23:19:00,23,BLR-WFIELD-07,Whitefield ITPL Main Gate,ITPL Main Road,12.99115,77.732338,0.837,11.1,61.9,0.069,3.45,3.41,29.1,CLEAR,NIGHT_UNLIT,CRITICAL,EMERGENCY_IMMEDIATE,4,1,SYNTHETIC_DASHCAM_HAZARD
POT-001513,2026-01-22 12:22:00,12,BLR-MGROAD-11,MG Road Brigade Jn,Mahatma Gandhi Road,12.973543,77.606205,0.817,16.9,74.0,0.125,5.26,1.56,18.8,RAIN,DAYLIGHT,CRITICAL,EMERGENCY_IMMEDIATE,2,1,SYNTHETIC_DASHCAM_HAZARD
POT-001514,2026-03-26 22:03:00,22,BLR-HEBBL-04,Hebbal Flyover,Airport Road / Bellary Road,13.036818,77.598668,0.913,16.1,41.0,0.066,3.68,2.22,38.8,CLEAR,NIGHT_LIT,CRITICAL,EMERGENCY_IMMEDIATE,1,0,SYNTHETIC_DASHCAM_HAZARD
POT-001515,2026-01-10 15:24:00,15,BLR-KORAM-09,Koramangala Sony World Jn,100 Feet Intermediate Ring Road,12.934595,77.624798,0.804,7.5,51.9,0.039,9.06,2.1,62.1,CLEAR,DAYLIGHT,HIGH,URGENT_24H,1,0,SYNTHETIC_DASHCAM_HAZARD
POT-001516,2026-03-23 03:16:00,3,BLR-WFIELD-07,Whitefield ITPL Main Gate,ITPL Main Road,12.987406,77.729635,0.867,10.1,105.0,0.106,6.31,2.8,59.0,CLEAR,NIGHT_UNLIT,CRITICAL,EMERGENCY_IMMEDIATE,1,0,SYNTHETIC_DASHCAM_HAZARD
POT-001517,2026-01-31 19:58:00,19,BLR-BELLAN-06,Bellandur EcoSpace,Outer Ring Road IT Corridor,12.926105,77.675992,0.951,13.0,93.3,0.121,3.31,2.56,45.6,CLEAR,NIGHT_LIT,CRITICAL,EMERGENCY_IMMEDIATE,1,0,SYNTHETIC_DASHCAM_HAZARD
POT-001518,2026-01-12 23:45:00,23,BLR-WFIELD-07,Whitefield ITPL Main Gate,ITPL Main Road,12.987718,77.733765,0.936,14.3,107.5,0.154,8.81,2.67,53.9,CLOUDY,NIGHT_UNLIT,CRITICAL,EMERGENCY_IMMEDIATE,2,1,SYNTHETIC_DASHCAM_HAZARD
POT-001519,2026-03-04 23:49:00,23,BLR-ORR-08,Outer Ring Road Sarjapur Jn,Sarjapur-ORR Junction,12.923312,77.643749,0.831,17.3,57.6,0.1,4.06,3.33,53.4,CLEAR,NIGHT_LIT,CRITICAL,EMERGENCY_IMMEDIATE,1,0,SYNTHETIC_DASHCAM_HAZARD
POT-001520,2026-01-13 11:59:00,11,BLR-KRPUR-03,KR Puram Hanging Bridge,Old Madras Road / ORR,12.99515,77.696645,0.79,17.7,39.8,0.07,3.51,3.49,47.2,CLEAR,DAYLIGHT,CRITICAL,EMERGENCY_IMMEDIATE,1,0,SYNTHETIC_DASHCAM_HAZARD
POT-001521,2026-02-12 09:42:00,9,BLR-KRPUR-03,KR Puram Hanging Bridge,Old Madras Road / ORR,12.994164,77.692507,0.846,16.4,22.4,0.037,4.82,2.06,38.1,CLEAR,DAYLIGHT,CRITICAL,EMERGENCY_IMMEDIATE,1,0,SYNTHETIC_DASHCAM_HAZARD
POT-001522,2026-02-01 06:49:00,6,BLR-KRPUR-03,KR Puram Hanging Bridge,Old Madras Road / ORR,12.995672,77.693239,0.966,13.0,42.4,0.055,9.39,3.13,31.5,CLEAR,DAYLIGHT,CRITICAL,EMERGENCY_IMMEDIATE,3,1,SYNTHETIC_DASHCAM_HAZARD
POT-001523,2026-01-20 01:05:00,1,BLR-MARATH-05,Marathahalli Bridge,Outer Ring Road,12.961172,77.700349,0.827,10.8,48.8,0.053,8.03,2.22,43.1,CLEAR,NIGHT_LIT,CRITICAL,EMERGENCY_IMMEDIATE,1,0,SYNTHETIC_DASHCAM_HAZARD
POT-001524,2026-03-30 10:27:00,10,BLR-INDIRA-10,Indiranagar 100ft Road,100ft Road CMH Junction,12.975396,77.641181,0.85,5.2,76.2,0.04,10.73,2.45,17.7,RAIN,DAYLIGHT,CRITICAL,EMERGENCY_IMMEDIATE,3,1,SYNTHETIC_DASHCAM_HAZARD
POT-001525,2026-02-08 17:38:00,17,BLR-INDIRA-10,Indiranagar 100ft Road,100ft Road CMH Junction,12.969161,77.641365,0.838,18.0,94.8,0.171,4.78,0.83,37.4,CLEAR,DAYLIGHT,CRITICAL,EMERGENCY_IMMEDIATE,1,0,SYNTHETIC_DASHCAM_HAZARD
POT-001526,2026-03-27 03:53:00,3,BLR-YESHW-12,Yeshwanthpur TTMC Circle,Tumkur Road / Subedarchatram Rd,13.02787,77.551183,0.8,18.2,54.5,0.099,7.36,3.36,23.1,CLEAR,NIGHT_LIT,CRITICAL,EMERGENCY_IMMEDIATE,2,1,SYNTHETIC_DASHCAM_HAZARD
POT-001527,2026-01-22 09:07:00,9,BLR-ORR-08,Outer Ring Road Sarjapur Jn,Sarjapur-ORR Junction,12.92382,77.643612,0.831,8.0,89.0,0.071,2.7,2.87,25.9,HEAVY_RAIN,DAYLIGHT,CRITICAL,EMERGENCY_IMMEDIATE,2,1,SYNTHETIC_DASHCAM_HAZARD
POT-001528,2026-03-22 02:33:00,2,BLR-ECITY-02,Electronic City Toll,Hosur Elevated Expressway,12.842066,77.664547,0.894,7.9,42.2,0.033,3.03,1.96,47.7,FOG,NIGHT_LIT,HIGH,URGENT_24H,2,1,SYNTHETIC_DASHCAM_HAZARD
POT-001529,2026-01-07 08:38:00,8,BLR-MARATH-05,Marathahalli Bridge,Outer Ring Road,12.957224,77.702016,0.917,17.3,81.6,0.141,7.62,0.46,53.4,RAIN,DAYLIGHT,CRITICAL,EMERGENCY_IMMEDIATE,1,0,SYNTHETIC_DASHCAM_HAZARD
POT-001530,2026-01-07 01:18:00,1,BLR-WFIELD-07,Whitefield ITPL Main Gate,ITPL Main Road,12.986144,77.730905,0.985,14.3,30.0,0.043,3.49,0.63,57.6,CLEAR,NIGHT_LIT,CRITICAL,EMERGENCY_IMMEDIATE,1,0,SYNTHETIC_DASHCAM_HAZARD
POT-001531,2026-02-27 00:52:00,0,BLR-MGROAD-11,MG Road Brigade Jn,Mahatma Gandhi Road,12.976684,77.6101,0.836,16.0,28.3,0.045,3.29,2.49,42.0,CLOUDY,NIGHT_LIT,CRITICAL,EMERGENCY_IMMEDIATE,1,0,SYNTHETIC_DASHCAM_HAZARD
POT-001532,2026-02-23 07:16:00,7,BLR-YESHW-12,Yeshwanthpur TTMC Circle,Tumkur Road / Subedarchatram Rd,13.020627,77.557013,0.838,6.6,63.4,0.042,2.62,3.18,55.9,RAIN,DAYLIGHT,CRITICAL,EMERGENCY_IMMEDIATE,3,1,SYNTHETIC_DASHCAM_HAZARD
POT-001533,2026-01-31 14:37:00,14,BLR-MGROAD-11,MG Road Brigade Jn,Mahatma Gandhi Road,12.975374,77.611169,0.97,13.9,108.7,0.151,3.14,0.9,64.8,RAIN,DAYLIGHT,CRITICAL,EMERGENCY_IMMEDIATE,1,0,SYNTHETIC_DASHCAM_HAZARD
POT-001534,2026-02-08 11:09:00,11,BLR-ORR-08,Outer Ring Road Sarjapur Jn,Sarjapur-ORR Junction,12.923305,77.651592,0.814,10.9,93.3,0.102,9.05,2.51,24.5,CLEAR,DAYLIGHT,CRITICAL,EMERGENCY_IMMEDIATE,1,0,SYNTHETIC_DASHCAM_HAZARD
POT-001535,2026-02-18 15:07:00,15,BLR-YESHW-12,Yeshwanthpur TTMC Circle,Tumkur Road / Subedarchatram Rd,13.026461,77.557461,0.875,4.5,38.2,0.017,8.06,2.45,36.9,CLEAR,DAYLIGHT,CRITICAL,EMERGENCY_IMMEDIATE,4,1,SYNTHETIC_DASHCAM_HAZARD
POT-001536,2026-01-07 20:53:00,20,BLR-ORR-08,Outer Ring Road Sarjapur Jn,Sarjapur-ORR Junction,12.915406,77.645529,0.85,13.5,64.4,0.087,7.4,3.21,38.6,CLEAR,NIGHT_LIT,CRITICAL,EMERGENCY_IMMEDIATE,2,1,SYNTHETIC_DASHCAM_HAZARD
POT-001537,2026-03-24 13:21:00,13,BLR-KRPUR-03,KR Puram Hanging Bridge,Old Madras Road / ORR,12.998311,77.694852,0.813,14.2,26.9,0.038,8.84,0.86,26.2,CLEAR,DAYLIGHT,CRITICAL,EMERGENCY_IMMEDIATE,4,1,SYNTHETIC_DASHCAM_HAZARD
POT-001538,2026-01-04 20:44:00,20,BLR-YESHW-12,Yeshwanthpur TTMC Circle,Tumkur Road / Subedarchatram Rd,13.02131,77.550093,0.969,7.7,39.7,0.031,6.03,2.72,43.3,CLEAR,NIGHT_LIT,CRITICAL,EMERGENCY_IMMEDIATE,1,0,SYNTHETIC_DASHCAM_HAZARD
POT-001539,2026-02-10 13:58:00,13,BLR-INDIRA-10,Indiranagar 100ft Road,100ft Road CMH Junction,12.976101,77.638775,0.972,8.3,102.2,0.085,4.9,2.43,34.1,CLOUDY,DAYLIGHT,CRITICAL,EMERGENCY_IMMEDIATE,2,1,SYNTHETIC_DASHCAM_HAZARD
POT-001540,2026-01-15 21:10:00,21,BLR-HEBBL-04,Hebbal Flyover,Airport Road / Bellary Road,13.036847,77.597567,0.835,14.9,74.9,0.112,10.72,1.79,29.2,CLEAR,NIGHT_LIT,CRITICAL,EMERGENCY_IMMEDIATE,3,1,SYNTHETIC_DASHCAM_HAZARD
POT-001541,2026-02-09 23:04:00,23,BLR-MGROAD-11,MG Road Brigade Jn,Mahatma Gandhi Road,12.976936,77.608151,0.86,10.1,42.8,0.043,8.88,3.43,26.1,CLEAR,NIGHT_LIT,CRITICAL,EMERGENCY_IMMEDIATE,1,0,SYNTHETIC_DASHCAM_HAZARD
POT-001542,2026-03-09 04:59:00,4,BLR-HEBBL-04,Hebbal Flyover,Airport Road / Bellary Road,13.038968,77.600975,0.932,16.9,19.9,0.034,4.14,1.26,57.7,CLEAR,NIGHT_LIT,CRITICAL,EMERGENCY_IMMEDIATE,1,0,SYNTHETIC_DASHCAM_HAZARD
POT-001543,2026-02-07 15:25:00,15,BLR-KRPUR-03,KR Puram Hanging Bridge,Old Madras Road / ORR,13.001665,77.689025,0.827,12.5,67.1,0.084,7.17,0.37,58.7,CLEAR,DAYLIGHT,CRITICAL,EMERGENCY_IMMEDIATE,1,0,SYNTHETIC_DASHCAM_HAZARD
POT-001544,2026-02-25 01:44:00,1,BLR-ORR-08,Outer Ring Road Sarjapur Jn,Sarjapur-ORR Junction,12.918762,77.64942,0.958,3.4,59.6,0.02,3.65,2.79,17.9,CLEAR,NIGHT_UNLIT,CRITICAL,EMERGENCY_IMMEDIATE,3,1,SYNTHETIC_DASHCAM_HAZARD
POT-001545,2026-01-17 08:46:00,8,BLR-BELLAN-06,Bellandur EcoSpace,Outer Ring Road IT Corridor,12.927702,77.679065,0.861,17.6,78.8,0.139,4.78,0.69,45.1,CLEAR,DAYLIGHT,CRITICAL,EMERGENCY_IMMEDIATE,1,0,SYNTHETIC_DASHCAM_HAZARD
