incident_id,vehicle_id,vehicle_speed_kmh,deceleration_mps2,jerk_mps3,heading_change_deg,airbag_trigger,impact_sensor_indicator,collision_distance_m,braking_status,nearby_vehicle_count,vehicle_density,road_condition,weather_condition,visibility_km,calculated_collision_probability,road_blockage_probability,emergency_required,severity,accident_detected_label,telemetry_source
ACC-REC-001645,VEH-116,52.4,0.21,3.11,0.9,0,0.081,65.2,NONE,11,0.55,POOR,CLOUDY,2.0,0.032,0.05,0,NONE,NO_ACCIDENT,SIMULATED V2V TELEMETRY
ACC-REC-001646,VEH-159,22.1,3.03,2.88,3.8,0,0.063,170.8,NORMAL,12,0.9,FAIR,RAIN,5.0,0.098,0.13,0,NONE,NO_ACCIDENT,SIMULATED V2V TELEMETRY
ACC-REC-001647,VEH-140,43.9,2.89,2.59,3.7,0,0.068,40.3,NONE,4,0.25,POOR,CLEAR,10.0,0.114,0.03,0,NONE,NO_ACCIDENT,SIMULATED V2V TELEMETRY
ACC-REC-001648,VEH-146,81.2,0.84,3.65,7.8,0,0.129,55.1,LIGHT,7,0.31,GOOD,RAIN,5.0,0.059,0.02,0,NONE,NO_ACCIDENT,SIMULATED V2V TELEMETRY
ACC-REC-001649,VEH-178,77.8,0.69,2.62,6.2,0,0.022,85.5,NONE,13,0.83,UNDER_CONSTRUCTION,FOG,2.0,0.03,0.12,0,NONE,NO_ACCIDENT,SIMULATED V2V TELEMETRY
ACC-REC-001650,VEH-025,61.0,0.1,1.63,5.4,0,0.043,154.3,LIGHT,12,0.77,POOR,HEAVY_RAIN,2.0,0.017,0.05,0,NONE,NO_ACCIDENT,SIMULATED V2V TELEMETRY
ACC-REC-001651,VEH-042,35.3,7.93,12.44,2.0,0,0.457,27.2,HARD_BRAKING,9,0.53,UNDER_CONSTRUCTION,RAIN,5.0,0.377,0.59,0,LOW,POSSIBLE_COLLISION,SIMULATED V2V TELEMETRY
ACC-REC-001652,VEH-121,46.8,1.97,3.06,3.1,0,0.013,234.8,NONE,7,0.26,POOR,FOG,2.0,0.062,0.05,0,NONE,NO_ACCIDENT,SIMULATED V2V TELEMETRY
ACC-REC-001653,VEH-185,35.2,6.01,14.87,29.3,0,0.345,12.5,HARD_BRAKING,13,0.81,FAIR,RAIN,5.0,0.344,0.5,0,MEDIUM,POSSIBLE_COLLISION,SIMULATED V2V TELEMETRY
ACC-REC-001654,VEH-052,39.2,0.44,3.01,2.0,0,0.122,133.5,NORMAL,12,0.6,POOR,CLOUDY,2.0,0.045,0.04,0,NONE,NO_ACCIDENT,SIMULATED V2V TELEMETRY
ACC-REC-001655,VEH-181,22.1,1.72,2.53,1.8,0,0.099,154.9,LIGHT,9,0.69,GOOD,CLEAR,10.0,0.071,0.15,0,NONE,NO_ACCIDENT,SIMULATED V2V TELEMETRY
ACC-REC-001656,VEH-001,58.1,3.29,0.75,3.8,0,0.049,64.6,NORMAL,9,0.39,POOR,CLEAR,10.0,0.095,0.04,0,NONE,NO_ACCIDENT,SIMULATED V2V TELEMETRY
ACC-REC-001657,VEH-178,28.2,1.2,3.58,0.2,0,0.111,75.4,LIGHT,13,0.86,GOOD,FOG,2.0,0.064,0.04,0,NONE,NO_ACCIDENT,SIMULATED V2V TELEMETRY
ACC-REC-001658,VEH-114,63.6,11.73,49.96,52.9,1,0.81,5.1,CRASH_STOP,9,0.41,UNDER_CONSTRUCTION,RAIN,5.0,0.712,0.98,1,CRITICAL,ACCIDENT,SIMULATED V2V TELEMETRY
ACC-REC-001659,VEH-185,35.3,3.37,0.82,8.6,0,0.096,77.4,NONE,15,0.8,POOR,RAIN,5.0,0.106,0.13,0,NONE,NO_ACCIDENT,SIMULATED V2V TELEMETRY
ACC-REC-001660,VEH-146,47.5,3.33,2.43,3.7,0,0.091,49.3,NONE,11,0.72,UNDER_CONSTRUCTION,HEAVY_RAIN,2.0,0.111,0.08,0,NONE,NO_ACCIDENT,SIMULATED V2V TELEMETRY
ACC-REC-001661,VEH-141,41.9,1.57,1.22,2.7,0,0.075,124.6,NONE,10,0.5,FAIR,FOG,2.0,0.058,0.1,0,NONE,NO_ACCIDENT,SIMULATED V2V TELEMETRY
ACC-REC-001662,VEH-044,62.7,0.54,0.6,3.0,0,0.045,86.5,NONE,13,0.72,POOR,CLOUDY,2.0,0.025,0.11,0,NONE,NO_ACCIDENT,SIMULATED V2V TELEMETRY
ACC-REC-001663,VEH-097,15.2,1.4,0.75,2.5,0,0.092,165.6,NONE,13,0.84,FAIR,CLOUDY,2.0,0.056,0.02,0,NONE,NO_ACCIDENT,SIMULATED V2V TELEMETRY
ACC-REC-001664,VEH-034,79.3,0.24,3.93,9.0,0,0.046,43.6,NORMAL,14,0.82,UNDER_CONSTRUCTION,CLOUDY,2.0,0.041,0.08,0,NONE,NO_ACCIDENT,SIMULATED V2V TELEMETRY
ACC-REC-001665,VEH-121,92.1,3.29,3.07,3.4,0,0.09,93.7,NORMAL,15,0.87,GOOD,CLEAR,10.0,0.11,0.01,0,NONE,NO_ACCIDENT,SIMULATED V2V TELEMETRY
ACC-REC-001666,VEH-182,80.3,0.8,2.47,3.4,0,0.076,160.1,NORMAL,6,0.37,UNDER_CONSTRUCTION,HEAVY_RAIN,2.0,0.043,0.09,0,NONE,NO_ACCIDENT,SIMULATED V2V TELEMETRY
ACC-REC-001667,VEH-055,17.2,2.89,0.54,1.0,0,0.089,194.7,NORMAL,5,0.34,POOR,HEAVY_RAIN,2.0,0.092,0.02,0,NONE,NO_ACCIDENT,SIMULATED V2V TELEMETRY
ACC-REC-001668,VEH-024,60.9,0.19,1.2,4.7,0,0.141,235.8,NONE,13,0.66,UNDER_CONSTRUCTION,CLOUDY,2.0,0.037,0.09,0,NONE,NO_ACCIDENT,SIMULATED V2V TELEMETRY
ACC-REC-001669,VEH-082,56.5,1.78,2.01,10.9,0,0.02,220.0,NONE,7,0.46,GOOD,CLEAR,10.0,0.055,0.07,0,NONE,NO_ACCIDENT,SIMULATED V2V TELEMETRY
ACC-REC-001670,VEH-049,14.1,2.37,3.13,4.9,0,0.114,182.7,NORMAL,11,0.52,UNDER_CONSTRUCTION,CLEAR,10.0,0.092,0.12,0,NONE,NO_ACCIDENT,SIMULATED V2V TELEMETRY
ACC-REC-001671,VEH-058,76.2,0.59,0.88,9.7,0,0.097,78.3,LIGHT,17,0.94,FAIR,RAIN,5.0,0.037,0.04,0,NONE,NO_ACCIDENT,SIMULATED V2V TELEMETRY
ACC-REC-001672,VEH-198,42.2,2.88,3.63,0.2,0,0.092,116.1,LIGHT,14,0.77,POOR,CLOUDY,2.0,0.103,0.01,0,NONE,NO_ACCIDENT,SIMULATED V2V TELEMETRY
ACC-REC-001673,VEH-111,18.2,1.18,3.1,4.7,0,0.013,196.6,NONE,15,0.92,GOOD,FOG,2.0,0.042,0.05,0,NONE,NO_ACCIDENT,SIMULATED V2V TELEMETRY
ACC-REC-001674,VEH-158,35.8,1.1,0.84,3.8,0,0.113,119.7,NONE,12,0.66,FAIR,FOG,2.0,0.053,0.13,0,NONE,NO_ACCIDENT,SIMULATED V2V TELEMETRY
ACC-REC-001675,VEH-189,81.8,3.37,1.1,2.1,0,0.097,98.9,NONE,13,0.67,POOR,HEAVY_RAIN,2.0,0.107,0.04,0,NONE,NO_ACCIDENT,SIMULATED V2V TELEMETRY
ACC-REC-001676,VEH-091,11.2,6.76,15.35,10.9,0,0.384,16.5,HARD_BRAKING,6,0.33,GOOD,CLEAR,10.0,0.364,0.61,0,MEDIUM,POSSIBLE_COLLISION,SIMULATED V2V TELEMETRY
ACC-REC-001677,VEH-113,40.5,0.29,0.44,1.0,0,0.011,228.1,NORMAL,8,0.35,POOR,CLEAR,10.0,0.011,0.08,0,NONE,NO_ACCIDENT,SIMULATED V2V TELEMETRY
ACC-REC-001678,VEH-077,34.7,1.36,3.59,0.1,0,0.092,165.2,NONE,13,0.65,POOR,HEAVY_RAIN,2.0,0.064,0.11,0,NONE,NO_ACCIDENT,SIMULATED V2V TELEMETRY
ACC-REC-001679,VEH-044,20.6,0.55,1.09,4.4,0,0.017,42.7,NORMAL,12,0.87,POOR,CLOUDY,2.0,0.035,0.03,0,NONE,NO_ACCIDENT,SIMULATED V2V TELEMETRY
ACC-REC-001680,VEH-030,24.1,2.55,2.28,0.0,0,0.084,187.6,LIGHT,8,0.44,POOR,HEAVY_RAIN,2.0,0.088,0.15,0,NONE,NO_ACCIDENT,SIMULATED V2V TELEMETRY
ACC-REC-001681,VEH-022,86.6,1.66,2.8,7.2,0,0.136,79.7,NONE,11,0.72,POOR,FOG,2.0,0.078,0.12,0,NONE,NO_ACCIDENT,SIMULATED V2V TELEMETRY
ACC-REC-001682,VEH-158,38.4,3.07,3.14,2.9,0,0.116,105.4,NORMAL,7,0.38,FAIR,CLEAR,10.0,0.11,0.14,0,NONE,NO_ACCIDENT,SIMULATED V2V TELEMETRY
ACC-REC-001683,VEH-020,33.5,3.72,3.92,7.1,0,0.035,61.5,LIGHT,10,0.75,POOR,RAIN,5.0,0.113,0.11,0,NONE,NO_ACCIDENT,SIMULATED V2V TELEMETRY
ACC-REC-001684,VEH-155,24.5,3.21,2.93,1.1,0,0.07,97.6,NONE,10,0.5,POOR,CLEAR,10.0,0.104,0.11,0,NONE,NO_ACCIDENT,SIMULATED V2V TELEMETRY
ACC-REC-001685,VEH-094,81.4,1.25,0.96,1.5,0,0.13,248.2,LIGHT,10,0.73,UNDER_CONSTRUCTION,FOG,2.0,0.06,0.07,0,NONE,NO_ACCIDENT,SIMULATED V2V TELEMETRY
ACC-REC-001686,VEH-149,70.7,6.46,9.63,40.5,0,0.374,6.4,HARD_BRAKING,9,0.49,UNDER_CONSTRUCTION,HEAVY_RAIN,2.0,0.356,0.61,0,MEDIUM,POSSIBLE_COLLISION,SIMULATED V2V TELEMETRY
ACC-REC-001687,VEH-113,72.5,2.72,0.49,3.1,0,0.073,53.8,NONE,15,0.86,UNDER_CONSTRUCTION,CLOUDY,2.0,0.084,0.01,0,NONE,NO_ACCIDENT,SIMULATED V2V TELEMETRY
ACC-REC-001688,VEH-068,87.2,1.7,0.67,3.6,0,0.056,118.2,NORMAL,13,0.74,GOOD,HEAVY_RAIN,2.0,0.056,0.05,0,NONE,NO_ACCIDENT,SIMULATED V2V TELEMETRY
ACC-REC-001689,VEH-157,52.2,2.85,2.17,1.7,0,0.05,39.3,NONE,10,0.67,UNDER_CONSTRUCTION,HEAVY_RAIN,2.0,0.11,0.03,0,NONE,NO_ACCIDENT,SIMULATED V2V TELEMETRY
ACC-REC-001690,VEH-194,71.5,0.19,2.48,0.8,0,0.13,140.7,NORMAL,7,0.26,UNDER_CONSTRUCTION,CLOUDY,2.0,0.039,0.04,0,NONE,NO_ACCIDENT,SIMULATED V2V TELEMETRY
ACC-REC-001691,VEH-058,91.6,3.44,3.71,2.8,0,0.034,58.1,LIGHT,5,0.31,UNDER_CONSTRUCTION,RAIN,5.0,0.105,0.14,0,NONE,NO_ACCIDENT,SIMULATED V2V TELEMETRY
ACC-REC-001692,VEH-198,48.7,0.32,2.73,3.4,0,0.081,72.5,NORMAL,13,0.79,FAIR,CLEAR,10.0,0.033,0.09,0,NONE,NO_ACCIDENT,SIMULATED V2V TELEMETRY
ACC-REC-001693,VEH-199,22.6,1.78,1.23,7.7,0,0.086,170.7,LIGHT,12,0.82,POOR,HEAVY_RAIN,2.0,0.066,0.1,0,NONE,NO_ACCIDENT,SIMULATED V2V TELEMETRY
ACC-REC-001694,VEH-086,88.7,1.32,2.02,2.8,0,0.032,114.5,NONE,13,0.91,UNDER_CONSTRUCTION,CLOUDY,2.0,0.046,0.06,0,NONE,NO_ACCIDENT,SIMULATED V2V TELEMETRY
ACC-REC-001695,VEH-022,79.5,0.75,0.95,4.3,0,0.043,43.5,LIGHT,15,0.83,POOR,FOG,2.0,0.044,0.1,0,NONE,NO_ACCIDENT,SIMULATED V2V TELEMETRY
ACC-REC-001696,VEH-061,60.0,2.16,2.8,9.6,0,0.073,128.9,LIGHT,9,0.69,FAIR,CLOUDY,2.0,0.078,0.05,0,NONE,NO_ACCIDENT,SIMULATED V2V TELEMETRY
ACC-REC-001697,VEH-023,91.0,2.4,0.44,7.0,0,0.05,151.6,LIGHT,16,0.94,GOOD,CLEAR,10.0,0.071,0.15,0,NONE,NO_ACCIDENT,SIMULATED V2V TELEMETRY
ACC-REC-001698,VEH-102,79.9,0.4,3.96,0.7,0,0.112,94.1,NORMAL,14,0.81,FAIR,RAIN,5.0,0.046,0.11,0,NONE,NO_ACCIDENT,SIMULATED V2V TELEMETRY
ACC-REC-001699,VEH-071,93.3,1.7,1.39,3.1,0,0.052,242.7,LIGHT,14,0.81,POOR,CLOUDY,2.0,0.058,0.03,0,NONE,NO_ACCIDENT,SIMULATED V2V TELEMETRY
ACC-REC-001700,VEH-118,37.2,1.07,1.14,1.9,0,0.116,202.9,NONE,12,0.74,POOR,CLEAR,10.0,0.054,0.07,0,NONE,NO_ACCIDENT,SIMULATED V2V TELEMETRY
ACC-REC-001701,VEH-104,53.1,15.45,60.46,178.0,1,0.747,5.9,CRASH_STOP,7,0.48,POOR,CLOUDY,2.0,0.825,0.77,1,HIGH,ACCIDENT,SIMULATED V2V TELEMETRY
ACC-REC-001702,VEH-021,22.5,0.29,0.85,7.6,0,0.057,37.4,NORMAL,13,0.91,POOR,HEAVY_RAIN,2.0,0.047,0.13,0,NONE,NO_ACCIDENT,SIMULATED V2V TELEMETRY
ACC-REC-001703,VEH-161,94.0,3.2,1.0,6.0,0,0.075,51.5,NONE,13,0.73,POOR,FOG,2.0,0.098,0.1,0,NONE,NO_ACCIDENT,SIMULATED V2V TELEMETRY
ACC-REC-001704,VEH-082,25.2,0.03,2.5,9.9,0,0.14,61.0,NORMAL,7,0.42,POOR,FOG,2.0,0.037,0.05,0,NONE,NO_ACCIDENT,SIMULATED V2V TELEMETRY
ACC-REC-001705,VEH-040,67.8,6.68,9.47,28.8,0,0.43,16.0,HARD_BRAKING,11,0.71,POOR,FOG,2.0,0.353,0.6,0,MEDIUM,POSSIBLE_COLLISION,SIMULATED V2V TELEMETRY
ACC-REC-001706,VEH-018,23.6,0.4,0.52,4.6,0,0.016,147.4,NONE,6,0.41,POOR,FOG,2.0,0.015,0.08,0,NONE,NO_ACCIDENT,SIMULATED V2V TELEMETRY
ACC-REC-001707,VEH-045,10.8,1.15,2.69,8.4,0,0.095,217.6,LIGHT,7,0.53,POOR,RAIN,5.0,0.057,0.09,0,NONE,NO_ACCIDENT,SIMULATED V2V TELEMETRY
ACC-REC-001708,VEH-050,11.4,3.05,3.81,2.3,0,0.043,111.8,NONE,10,0.49,GOOD,CLEAR,10.0,0.098,0.05,0,NONE,NO_ACCIDENT,SIMULATED V2V TELEMETRY
ACC-REC-001709,VEH-169,79.2,0.23,0.22,4.2,0,0.147,99.9,NORMAL,6,0.36,POOR,RAIN,5.0,0.036,0.05,0,NONE,NO_ACCIDENT,SIMULATED V2V TELEMETRY
ACC-REC-001710,VEH-176,31.1,1.97,0.91,0.4,0,0.131,102.6,LIGHT,11,0.58,POOR,HEAVY_RAIN,2.0,0.078,0.09,0,NONE,NO_ACCIDENT,SIMULATED V2V TELEMETRY
ACC-REC-001711,VEH-179,94.6,2.94,0.51,16.6,0,0.067,96.0,NONE,12,0.77,FAIR,CLOUDY,2.0,0.089,0.03,0,NONE,NO_ACCIDENT,SIMULATED V2V TELEMETRY
ACC-REC-001712,VEH-075,86.5,10.09,27.18,108.4,1,0.934,3.6,CRASH_STOP,11,0.68,GOOD,FOG,2.0,0.622,0.95,1,HIGH,ACCIDENT,SIMULATED V2V TELEMETRY
ACC-REC-001713,VEH-152,60.2,0.72,0.85,7.4,0,0.092,48.3,NONE,14,0.74,FAIR,CLEAR,10.0,0.043,0.15,0,NONE,NO_ACCIDENT,SIMULATED V2V TELEMETRY
ACC-REC-001714,VEH-141,60.2,2.21,0.15,3.2,0,0.006,158.6,NORMAL,8,0.55,UNDER_CONSTRUCTION,CLEAR,10.0,0.057,0.02,0,NONE,NO_ACCIDENT,SIMULATED V2V TELEMETRY
ACC-REC-001715,VEH-074,93.1,1.99,1.63,3.9,0,0.05,241.7,LIGHT,7,0.37,UNDER_CONSTRUCTION,CLEAR,10.0,0.065,0.02,0,NONE,NO_ACCIDENT,SIMULATED V2V TELEMETRY
ACC-REC-001716,VEH-097,44.4,11.1,70.37,154.3,0,0.762,3.8,CRASH_STOP,11,0.63,FAIR,CLEAR,10.0,0.757,0.84,1,HIGH,ACCIDENT,SIMULATED V2V TELEMETRY
ACC-REC-001717,VEH-049,82.5,1.04,3.99,0.7,0,0.016,239.1,LIGHT,10,0.45,FAIR,FOG,2.0,0.043,0.02,0,NONE,NO_ACCIDENT,SIMULATED V2V TELEMETRY
ACC-REC-001718,VEH-063,92.6,3.62,3.69,2.3,0,0.101,120.2,NONE,6,0.46,POOR,CLOUDY,2.0,0.123,0.02,0,NONE,NO_ACCIDENT,SIMULATED V2V TELEMETRY
ACC-REC-001719,VEH-017,80.7,1.17,3.15,1.4,0,0.018,106.5,LIGHT,13,0.8,FAIR,FOG,2.0,0.043,0.0,0,NONE,NO_ACCIDENT,SIMULATED V2V TELEMETRY
ACC-REC-001720,VEH-190,37.8,3.61,1.13,6.0,0,0.132,72.1,NORMAL,15,0.91,POOR,HEAVY_RAIN,2.0,0.12,0.11,0,NONE,NO_ACCIDENT,SIMULATED V2V TELEMETRY
ACC-REC-001721,VEH-092,51.4,8.13,7.45,12.0,0,0.318,7.4,HARD_BRAKING,7,0.48,FAIR,HEAVY_RAIN,2.0,0.377,0.54,0,MEDIUM,POSSIBLE_COLLISION,SIMULATED V2V TELEMETRY
ACC-REC-001722,VEH-099,45.6,1.4,1.68,1.0,0,0.074,155.1,NONE,8,0.31,UNDER_CONSTRUCTION,FOG,2.0,0.055,0.12,0,NONE,NO_ACCIDENT,SIMULATED V2V TELEMETRY
ACC-REC-001723,VEH-057,48.3,0.6,3.07,1.8,0,0.067,116.6,LIGHT,10,0.47,UNDER_CONSTRUCTION,FOG,2.0,0.039,0.04,0,NONE,NO_ACCIDENT,SIMULATED V2V TELEMETRY
ACC-REC-001724,VEH-112,76.2,1.21,0.4,10.3,0,0.059,130.2,NORMAL,9,0.58,UNDER_CONSTRUCTION,CLOUDY,2.0,0.043,0.15,0,NONE,NO_ACCIDENT,SIMULATED V2V TELEMETRY
ACC-REC-001725,VEH-135,91.9,2.23,3.16,3.3,0,0.101,120.4,LIGHT,9,0.53,POOR,RAIN,5.0,0.086,0.08,0,NONE,NO_ACCIDENT,SIMULATED V2V TELEMETRY
ACC-REC-001726,VEH-120,53.0,1.8,0.97,2.6,0,0.049,145.0,LIGHT,12,0.92,POOR,HEAVY_RAIN,2.0,0.058,0.1,0,NONE,NO_ACCIDENT,SIMULATED V2V TELEMETRY
ACC-REC-001727,VEH-106,47.9,3.49,3.67,15.3,0,0.071,235.7,NONE,9,0.36,GOOD,HEAVY_RAIN,2.0,0.114,0.06,0,NONE,NO_ACCIDENT,SIMULATED V2V TELEMETRY
ACC-REC-001728,VEH-028,33.3,3.58,0.46,4.1,0,0.108,140.1,NORMAL,10,0.59,GOOD,RAIN,5.0,0.113,0.11,0,NONE,NO_ACCIDENT,SIMULATED V2V TELEMETRY
ACC-REC-001729,VEH-140,74.4,15.08,60.32,86.0,0,0.746,2.2,CRASH_STOP,11,0.78,GOOD,FOG,2.0,0.823,0.9,1,MEDIUM,ACCIDENT,SIMULATED V2V TELEMETRY
ACC-REC-001730,VEH-085,12.7,2.3,3.17,7.6,0,0.071,166.3,LIGHT,10,0.78,GOOD,HEAVY_RAIN,2.0,0.082,0.15,0,NONE,NO_ACCIDENT,SIMULATED V2V TELEMETRY
ACC-REC-001731,VEH-071,56.7,12.57,23.86,132.4,1,0.88,1.4,CRASH_STOP,8,0.63,GOOD,RAIN,5.0,0.667,0.82,1,HIGH,ACCIDENT,SIMULATED V2V TELEMETRY
ACC-REC-001732,VEH-012,94.9,6.37,15.11,15.6,0,0.239,15.1,HARD_BRAKING,11,0.66,GOOD,RAIN,5.0,0.327,0.41,0,MEDIUM,POSSIBLE_COLLISION,SIMULATED V2V TELEMETRY
ACC-REC-001733,VEH-130,58.7,6.39,9.3,21.0,0,0.243,18.6,HARD_BRAKING,7,0.48,UNDER_CONSTRUCTION,CLOUDY,2.0,0.302,0.48,0,LOW,POSSIBLE_COLLISION,SIMULATED V2V TELEMETRY
ACC-REC-001734,VEH-034,53.8,3.64,3.24,2.4,0,0.073,105.7,NONE,9,0.39,UNDER_CONSTRUCTION,CLEAR,10.0,0.116,0.03,0,NONE,NO_ACCIDENT,SIMULATED V2V TELEMETRY
ACC-REC-001735,VEH-098,31.0,1.65,0.95,4.8,0,0.076,139.7,NONE,8,0.34,FAIR,HEAVY_RAIN,2.0,0.06,0.13,0,NONE,NO_ACCIDENT,SIMULATED V2V TELEMETRY
ACC-REC-001736,VEH-065,37.6,9.38,74.2,80.0,0,0.957,2.1,CRASH_STOP,7,0.46,UNDER_CONSTRUCTION,FOG,2.0,0.769,0.81,1,MEDIUM,ACCIDENT,SIMULATED V2V TELEMETRY
ACC-REC-001737,VEH-189,70.9,0.53,2.72,5.8,0,0.131,52.8,LIGHT,8,0.46,UNDER_CONSTRUCTION,CLOUDY,2.0,0.049,0.02,0,NONE,NO_ACCIDENT,SIMULATED V2V TELEMETRY
ACC-REC-001738,VEH-072,52.7,7.33,16.84,7.7,0,0.537,29.5,HARD_BRAKING,13,0.92,UNDER_CONSTRUCTION,FOG,2.0,0.388,0.5,0,MEDIUM,POSSIBLE_COLLISION,SIMULATED V2V TELEMETRY
ACC-REC-001739,VEH-169,85.1,5.84,12.05,63.1,0,0.201,26.5,HARD_BRAKING,11,0.75,POOR,FOG,2.0,0.273,0.38,0,LOW,POSSIBLE_COLLISION,SIMULATED V2V TELEMETRY
ACC-REC-001740,VEH-020,64.9,1.45,3.15,1.5,0,0.002,216.4,LIGHT,11,0.8,GOOD,FOG,2.0,0.047,0.07,0,NONE,NO_ACCIDENT,SIMULATED V2V TELEMETRY
ACC-REC-001741,VEH-122,20.3,0.33,1.17,11.0,0,0.063,91.0,LIGHT,7,0.47,UNDER_CONSTRUCTION,HEAVY_RAIN,2.0,0.025,0.06,0,NONE,NO_ACCIDENT,SIMULATED V2V TELEMETRY
ACC-REC-001742,VEH-070,69.8,2.62,2.32,9.7,0,0.103,212.9,NORMAL,17,0.94,FAIR,FOG,2.0,0.094,0.14,0,NONE,NO_ACCIDENT,SIMULATED V2V TELEMETRY
ACC-REC-001743,VEH-042,17.5,2.13,3.35,3.2,0,0.105,165.9,NONE,14,0.85,UNDER_CONSTRUCTION,CLEAR,10.0,0.085,0.1,0,NONE,NO_ACCIDENT,SIMULATED V2V TELEMETRY
ACC-REC-001744,VEH-008,83.4,14.69,54.25,110.5,1,0.974,2.5,CRASH_STOP,7,0.42,GOOD,FOG,2.0,0.838,0.93,1,HIGH,ACCIDENT,SIMULATED V2V TELEMETRY
ACC-REC-001745,VEH-033,18.2,2.86,2.31,0.7,0,0.149,143.7,LIGHT,9,0.65,FAIR,CLOUDY,2.0,0.109,0.02,0,NONE,NO_ACCIDENT,SIMULATED V2V TELEMETRY
ACC-REC-001746,VEH-018,20.8,1.67,3.69,2.1,0,0.132,56.4,NORMAL,9,0.44,GOOD,CLOUDY,2.0,0.08,0.14,0,NONE,NO_ACCIDENT,SIMULATED V2V TELEMETRY
ACC-REC-001747,VEH-159,64.9,1.61,3.62,2.4,0,0.102,158.0,NONE,10,0.72,UNDER_CONSTRUCTION,CLEAR,10.0,0.073,0.01,0,NONE,NO_ACCIDENT,SIMULATED V2V TELEMETRY
ACC-REC-001748,VEH-064,90.6,3.63,3.94,0.9,0,0.028,75.5,NORMAL,16,0.9,UNDER_CONSTRUCTION,RAIN,5.0,0.109,0.09,0,NONE,NO_ACCIDENT,SIMULATED V2V TELEMETRY
ACC-REC-001749,VEH-103,76.8,0.66,2.17,11.9,0,0.138,212.8,LIGHT,12,0.84,FAIR,HEAVY_RAIN,2.0,0.051,0.03,0,NONE,NO_ACCIDENT,SIMULATED V2V TELEMETRY
ACC-REC-001750,VEH-015,21.8,2.94,3.77,3.0,0,0.06,205.8,NONE,8,0.35,POOR,RAIN,5.0,0.098,0.08,0,NONE,NO_ACCIDENT,SIMULATED V2V TELEMETRY
ACC-REC-001751,VEH-074,40.3,0.88,1.6,8.7,0,0.048,70.6,NORMAL,8,0.54,UNDER_CONSTRUCTION,FOG,2.0,0.037,0.02,0,NONE,NO_ACCIDENT,SIMULATED V2V TELEMETRY
ACC-REC-001752,VEH-198,90.5,0.37,1.65,7.4,0,0.027,60.2,LIGHT,7,0.25,FAIR,FOG,2.0,0.02,0.07,0,NONE,NO_ACCIDENT,SIMULATED V2V TELEMETRY
ACC-REC-001753,VEH-051,31.9,1.93,2.69,0.8,0,0.025,159.4,NONE,10,0.5,POOR,RAIN,5.0,0.062,0.0,0,NONE,NO_ACCIDENT,SIMULATED V2V TELEMETRY
ACC-REC-001754,VEH-183,41.3,5.28,17.18,10.0,0,0.267,26.5,HARD_BRAKING,13,0.65,GOOD,RAIN,5.0,0.29,0.55,0,LOW,POSSIBLE_COLLISION,SIMULATED V2V TELEMETRY
ACC-REC-001755,VEH-116,64.4,2.93,0.14,3.2,0,0.08,248.0,LIGHT,6,0.37,FAIR,HEAVY_RAIN,2.0,0.09,0.14,0,NONE,NO_ACCIDENT,SIMULATED V2V TELEMETRY
ACC-REC-001756,VEH-024,91.7,7.38,17.37,37.6,0,0.401,26.0,HARD_BRAKING,14,0.74,POOR,HEAVY_RAIN,2.0,0.371,0.6,0,MEDIUM,POSSIBLE_COLLISION,SIMULATED V2V TELEMETRY
ACC-REC-001757,VEH-110,68.6,0.82,0.41,1.4,0,0.028,200.7,NONE,4,0.33,POOR,CLOUDY,2.0,0.027,0.11,0,NONE,NO_ACCIDENT,SIMULATED V2V TELEMETRY
ACC-REC-001758,VEH-051,74.3,17.3,46.06,152.9,1,0.972,4.9,CRASH_STOP,8,0.58,GOOD,FOG,2.0,0.871,0.83,1,HIGH,ACCIDENT,SIMULATED V2V TELEMETRY
ACC-REC-001759,VEH-120,86.1,15.98,36.91,84.7,1,0.852,0.6,CRASH_STOP,11,0.83,UNDER_CONSTRUCTION,RAIN,5.0,0.792,0.92,1,CRITICAL,ACCIDENT,SIMULATED V2V TELEMETRY
ACC-REC-001760,VEH-018,37.5,1.3,3.73,8.5,0,0.026,212.8,LIGHT,12,0.65,POOR,CLEAR,10.0,0.05,0.13,0,NONE,NO_ACCIDENT,SIMULATED V2V TELEMETRY
ACC-REC-001761,VEH-167,48.2,0.34,3.89,9.0,0,0.148,171.4,NONE,11,0.69,POOR,FOG,2.0,0.051,0.03,0,NONE,NO_ACCIDENT,SIMULATED V2V TELEMETRY
ACC-REC-001762,VEH-187,14.0,2.81,3.64,2.4,0,0.14,117.9,NORMAL,10,0.58,UNDER_CONSTRUCTION,RAIN,5.0,0.11,0.11,0,NONE,NO_ACCIDENT,SIMULATED V2V TELEMETRY
ACC-REC-001763,VEH-170,19.4,5.53,6.4,1.9,0,0.442,23.0,HARD_BRAKING,5,0.42,FAIR,RAIN,5.0,0.302,0.64,0,MEDIUM,POSSIBLE_COLLISION,SIMULATED V2V TELEMETRY
ACC-REC-001764,VEH-098,69.3,2.04,2.9,2.8,0,0.091,244.1,NONE,11,0.85,UNDER_CONSTRUCTION,CLOUDY,2.0,0.079,0.01,0,NONE,NO_ACCIDENT,SIMULATED V2V TELEMETRY
