record_id,pedestrian_id,zone,pedestrian_count,distance_to_curb_m,is_crossing,vehicle_distance_m,vehicle_speed_kmh,time_to_crossing_sec,traffic_signal_state,pedestrian_signal_state,road_width_m,hour,weather,visibility_km,conflict_detected,pedestrian_risk_score,recommended_action,pedestrian_risk_label,data_type
PED-REC-003837,PED-280,Silk Board Junction,11,8.5,0,74.9,13.7,19.68,RED,WALK,32.0,14,CLEAR,2.7,0,0.494,ADAPTIVE_CROSSING_ALERT,MEDIUM_RISK,SYNTHETIC PEDESTRIAN TELEMETRY
PED-REC-003838,PED-249,Bellandur EcoSpace,5,6.5,0,97.5,72.3,4.85,RED,WALK,24.0,15,CLEAR,6.0,0,0.139,STANDARD_SIGNAL_PHASING,LOW_RISK,SYNTHETIC PEDESTRIAN TELEMETRY
PED-REC-003839,PED-008,KR Puram Hanging Bridge,1,8.4,0,20.4,73.8,1.0,GREEN,DONT_WALK,16.0,0,HEAVY_RAIN,2.6,0,0.31,STANDARD_SIGNAL_PHASING,LOW_RISK,SYNTHETIC PEDESTRIAN TELEMETRY
PED-REC-003840,PED-054,Yeshwanthpur TTMC Circle,11,8.4,0,101.4,60.0,6.08,GREEN,DONT_WALK,32.0,1,FOG,8.2,0,0.366,ADAPTIVE_CROSSING_ALERT,MEDIUM_RISK,SYNTHETIC PEDESTRIAN TELEMETRY
PED-REC-003841,PED-038,Koramangala Sony World Jn,7,4.1,0,76.8,67.4,4.1,YELLOW,DONT_WALK,12.0,17,CLEAR,7.9,0,0.078,STANDARD_SIGNAL_PHASING,LOW_RISK,SYNTHETIC PEDESTRIAN TELEMETRY
PED-REC-003842,PED-140,Yeshwanthpur TTMC Circle,17,7.3,0,48.1,42.4,4.08,YELLOW,DONT_WALK,12.0,17,CLEAR,2.8,0,0.598,ADAPTIVE_CROSSING_ALERT,MEDIUM_RISK,SYNTHETIC PEDESTRIAN TELEMETRY
PED-REC-003843,PED-159,MG Road Brigade Jn,8,0.7,0,15.3,52.6,1.05,RED,WALK,32.0,18,RAIN,9.5,0,0.489,ADAPTIVE_CROSSING_ALERT,MEDIUM_RISK,SYNTHETIC PEDESTRIAN TELEMETRY
PED-REC-003844,PED-092,Indiranagar 100ft Road,4,2.5,0,102.4,19.9,18.52,RED,WALK,24.0,0,FOG,6.3,0,0.279,STANDARD_SIGNAL_PHASING,LOW_RISK,SYNTHETIC PEDESTRIAN TELEMETRY
PED-REC-003845,PED-018,Bellandur EcoSpace,15,10.9,0,11.8,72.8,0.58,RED,WALK,24.0,3,FOG,4.0,0,0.461,ADAPTIVE_CROSSING_ALERT,MEDIUM_RISK,SYNTHETIC PEDESTRIAN TELEMETRY
PED-REC-003846,PED-287,Hebbal Flyover,25,3.5,0,110.9,45.6,8.76,RED,WALK,12.0,15,CLOUDY,7.2,0,0.455,ADAPTIVE_CROSSING_ALERT,MEDIUM_RISK,SYNTHETIC PEDESTRIAN TELEMETRY
PED-REC-003847,PED-280,Indiranagar 100ft Road,20,7.1,0,25.4,52.3,1.75,RED,WALK,24.0,9,CLOUDY,5.2,0,0.524,ADAPTIVE_CROSSING_ALERT,MEDIUM_RISK,SYNTHETIC PEDESTRIAN TELEMETRY
PED-REC-003848,PED-255,Hebbal Flyover,9,5.4,0,48.9,25.8,6.82,YELLOW,DONT_WALK,24.0,19,RAIN,7.6,0,0.267,STANDARD_SIGNAL_PHASING,LOW_RISK,SYNTHETIC PEDESTRIAN TELEMETRY
PED-REC-003849,PED-297,Silk Board Junction,1,1.1,1,98.3,62.5,5.66,RED,WALK,32.0,19,CLEAR,3.5,0,0.757,EXTEND_PEDESTRIAN_CROSSING_PHASE,HIGH_RISK,SYNTHETIC PEDESTRIAN TELEMETRY
PED-REC-003850,PED-072,MG Road Brigade Jn,16,2.4,1,27.8,35.8,2.8,YELLOW,DONT_WALK,32.0,17,HEAVY_RAIN,6.6,1,0.837,EXTEND_PEDESTRIAN_CROSSING_PHASE,HIGH_RISK,SYNTHETIC PEDESTRIAN TELEMETRY
PED-REC-003851,PED-226,MG Road Brigade Jn,28,0.4,0,48.8,11.3,15.55,YELLOW,DONT_WALK,16.0,18,CLEAR,2.6,0,0.425,ADAPTIVE_CROSSING_ALERT,MEDIUM_RISK,SYNTHETIC PEDESTRIAN TELEMETRY
PED-REC-003852,PED-100,MG Road Brigade Jn,11,2.9,1,78.6,71.6,3.95,GREEN,DONT_WALK,24.0,22,CLOUDY,4.8,1,0.916,EMERGENCY_VEHICLE_STOP_AND_HOLD_CROSSING,CRITICAL_RISK,SYNTHETIC PEDESTRIAN TELEMETRY
PED-REC-003853,PED-047,Yeshwanthpur TTMC Circle,16,0.1,1,28.6,30.2,3.41,RED,WALK,12.0,17,CLEAR,5.2,1,0.798,EXTEND_PEDESTRIAN_CROSSING_PHASE,HIGH_RISK,SYNTHETIC PEDESTRIAN TELEMETRY
PED-REC-003854,PED-177,Koramangala Sony World Jn,22,10.2,0,39.9,57.5,2.5,GREEN,DONT_WALK,16.0,2,RAIN,8.9,0,0.447,ADAPTIVE_CROSSING_ALERT,MEDIUM_RISK,SYNTHETIC PEDESTRIAN TELEMETRY
PED-REC-003855,PED-197,Koramangala Sony World Jn,7,9.1,0,98.7,55.8,6.37,GREEN,DONT_WALK,24.0,19,FOG,7.2,0,0.274,STANDARD_SIGNAL_PHASING,LOW_RISK,SYNTHETIC PEDESTRIAN TELEMETRY
PED-REC-003856,PED-084,Marathahalli Bridge,16,6.9,0,34.2,14.6,8.43,YELLOW,DONT_WALK,12.0,1,CLEAR,4.2,0,0.571,ADAPTIVE_CROSSING_ALERT,MEDIUM_RISK,SYNTHETIC PEDESTRIAN TELEMETRY
PED-REC-003857,PED-217,Outer Ring Road Sarjapur Jn,8,3.4,1,107.5,39.4,9.82,RED,WALK,12.0,8,HEAVY_RAIN,4.0,0,0.064,STANDARD_SIGNAL_PHASING,LOW_RISK,SYNTHETIC PEDESTRIAN TELEMETRY
PED-REC-003858,PED-055,KR Puram Hanging Bridge,26,8.5,0,14.6,25.2,2.09,RED,WALK,12.0,5,HEAVY_RAIN,5.2,0,0.578,ADAPTIVE_CROSSING_ALERT,MEDIUM_RISK,SYNTHETIC PEDESTRIAN TELEMETRY
PED-REC-003859,PED-125,Silk Board Junction,4,10.5,0,71.9,61.2,4.23,RED,WALK,24.0,7,FOG,9.8,0,0.213,STANDARD_SIGNAL_PHASING,LOW_RISK,SYNTHETIC PEDESTRIAN TELEMETRY
PED-REC-003860,PED-141,Silk Board Junction,16,4.6,0,80.7,12.1,24.01,RED,WALK,32.0,2,CLOUDY,6.2,0,0.568,ADAPTIVE_CROSSING_ALERT,MEDIUM_RISK,SYNTHETIC PEDESTRIAN TELEMETRY
PED-REC-003861,PED-088,Indiranagar 100ft Road,10,11.4,0,30.3,24.8,4.4,GREEN,DONT_WALK,24.0,17,CLEAR,3.5,0,0.139,STANDARD_SIGNAL_PHASING,LOW_RISK,SYNTHETIC PEDESTRIAN TELEMETRY
PED-REC-003862,PED-116,Electronic City Toll,21,9.8,0,20.8,37.1,2.02,RED,WALK,24.0,14,FOG,3.3,0,0.354,ADAPTIVE_CROSSING_ALERT,MEDIUM_RISK,SYNTHETIC PEDESTRIAN TELEMETRY
PED-REC-003863,PED-208,Hebbal Flyover,16,10.9,0,90.4,16.1,20.21,GREEN,DONT_WALK,24.0,16,HEAVY_RAIN,4.2,0,0.584,ADAPTIVE_CROSSING_ALERT,MEDIUM_RISK,SYNTHETIC PEDESTRIAN TELEMETRY
PED-REC-003864,PED-252,Outer Ring Road Sarjapur Jn,20,6.3,0,114.3,70.5,5.84,RED,WALK,32.0,1,HEAVY_RAIN,6.4,0,0.399,ADAPTIVE_CROSSING_ALERT,MEDIUM_RISK,SYNTHETIC PEDESTRIAN TELEMETRY
PED-REC-003865,PED-179,Bellandur EcoSpace,15,0.7,0,25.6,16.9,5.45,GREEN,DONT_WALK,24.0,23,CLOUDY,7.9,0,0.356,ADAPTIVE_CROSSING_ALERT,MEDIUM_RISK,SYNTHETIC PEDESTRIAN TELEMETRY
PED-REC-003866,PED-058,KR Puram Hanging Bridge,18,4.2,0,35.5,25.5,5.01,GREEN,DONT_WALK,32.0,19,FOG,4.1,0,0.46,ADAPTIVE_CROSSING_ALERT,MEDIUM_RISK,SYNTHETIC PEDESTRIAN TELEMETRY
PED-REC-003867,PED-179,Koramangala Sony World Jn,6,8.9,0,33.7,21.6,5.62,RED,WALK,24.0,4,CLOUDY,9.1,0,0.306,STANDARD_SIGNAL_PHASING,LOW_RISK,SYNTHETIC PEDESTRIAN TELEMETRY
PED-REC-003868,PED-271,Outer Ring Road Sarjapur Jn,14,6.2,0,28.0,42.2,2.39,GREEN,DONT_WALK,16.0,7,CLOUDY,6.4,0,0.414,ADAPTIVE_CROSSING_ALERT,MEDIUM_RISK,SYNTHETIC PEDESTRIAN TELEMETRY
PED-REC-003869,PED-079,Koramangala Sony World Jn,26,8.4,0,63.5,64.9,3.52,GREEN,DONT_WALK,32.0,6,HEAVY_RAIN,9.0,0,0.557,ADAPTIVE_CROSSING_ALERT,MEDIUM_RISK,SYNTHETIC PEDESTRIAN TELEMETRY
PED-REC-003870,PED-124,KR Puram Hanging Bridge,15,1.3,1,69.9,63.0,3.99,GREEN,DONT_WALK,12.0,11,CLOUDY,6.2,1,0.91,EMERGENCY_VEHICLE_STOP_AND_HOLD_CROSSING,CRITICAL_RISK,SYNTHETIC PEDESTRIAN TELEMETRY
PED-REC-003871,PED-249,Electronic City Toll,18,8.0,0,78.2,38.1,7.39,RED,WALK,24.0,9,CLEAR,4.0,0,0.534,ADAPTIVE_CROSSING_ALERT,MEDIUM_RISK,SYNTHETIC PEDESTRIAN TELEMETRY
PED-REC-003872,PED-186,Koramangala Sony World Jn,4,6.9,0,36.4,26.6,4.93,GREEN,DONT_WALK,16.0,10,CLOUDY,9.8,0,0.161,STANDARD_SIGNAL_PHASING,LOW_RISK,SYNTHETIC PEDESTRIAN TELEMETRY
PED-REC-003873,PED-114,MG Road Brigade Jn,13,4.5,0,11.6,57.7,0.72,RED,WALK,16.0,11,RAIN,3.7,0,0.497,ADAPTIVE_CROSSING_ALERT,MEDIUM_RISK,SYNTHETIC PEDESTRIAN TELEMETRY
PED-REC-003874,PED-197,Whitefield ITPL Main Gate,5,1.9,1,26.6,34.7,2.76,GREEN,DONT_WALK,24.0,9,CLOUDY,5.0,1,0.788,EXTEND_PEDESTRIAN_CROSSING_PHASE,HIGH_RISK,SYNTHETIC PEDESTRIAN TELEMETRY
PED-REC-003875,PED-114,Hebbal Flyover,14,1.8,1,113.0,47.2,8.62,GREEN,DONT_WALK,24.0,13,RAIN,9.2,0,0.69,EXTEND_PEDESTRIAN_CROSSING_PHASE,HIGH_RISK,SYNTHETIC PEDESTRIAN TELEMETRY
PED-REC-003876,PED-216,Indiranagar 100ft Road,17,10.8,0,53.3,36.2,5.3,GREEN,DONT_WALK,24.0,9,CLEAR,3.1,0,0.417,ADAPTIVE_CROSSING_ALERT,MEDIUM_RISK,SYNTHETIC PEDESTRIAN TELEMETRY
PED-REC-003877,PED-192,Indiranagar 100ft Road,17,0.2,1,52.2,43.2,4.35,GREEN,DONT_WALK,32.0,1,FOG,2.8,0,0.77,EXTEND_PEDESTRIAN_CROSSING_PHASE,HIGH_RISK,SYNTHETIC PEDESTRIAN TELEMETRY
PED-REC-003878,PED-254,Whitefield ITPL Main Gate,13,10.1,0,114.1,63.1,6.51,YELLOW,DONT_WALK,32.0,7,CLOUDY,5.9,0,0.479,ADAPTIVE_CROSSING_ALERT,MEDIUM_RISK,SYNTHETIC PEDESTRIAN TELEMETRY
PED-REC-003879,PED-069,Hebbal Flyover,11,11.5,0,118.9,29.7,14.41,GREEN,DONT_WALK,24.0,18,CLEAR,3.3,0,0.588,ADAPTIVE_CROSSING_ALERT,MEDIUM_RISK,SYNTHETIC PEDESTRIAN TELEMETRY
PED-REC-003880,PED-216,Bellandur EcoSpace,16,0.8,1,66.8,62.5,3.85,RED,WALK,24.0,13,CLEAR,3.1,1,0.877,EMERGENCY_VEHICLE_STOP_AND_HOLD_CROSSING,CRITICAL_RISK,SYNTHETIC PEDESTRIAN TELEMETRY
PED-REC-003881,PED-140,Yeshwanthpur TTMC Circle,22,9.4,0,92.3,22.9,14.51,RED,WALK,12.0,23,RAIN,7.0,0,0.426,ADAPTIVE_CROSSING_ALERT,MEDIUM_RISK,SYNTHETIC PEDESTRIAN TELEMETRY
PED-REC-003882,PED-268,Outer Ring Road Sarjapur Jn,9,2.1,0,87.3,49.8,6.31,RED,WALK,12.0,1,FOG,3.6,0,0.259,STANDARD_SIGNAL_PHASING,LOW_RISK,SYNTHETIC PEDESTRIAN TELEMETRY
PED-REC-003883,PED-286,Whitefield ITPL Main Gate,7,0.4,1,8.8,56.5,0.56,YELLOW,DONT_WALK,32.0,4,FOG,5.7,1,0.908,EMERGENCY_VEHICLE_STOP_AND_HOLD_CROSSING,CRITICAL_RISK,SYNTHETIC PEDESTRIAN TELEMETRY
PED-REC-003884,PED-024,Electronic City Toll,13,3.9,0,96.9,51.5,6.77,RED,WALK,16.0,14,CLOUDY,2.4,0,0.404,ADAPTIVE_CROSSING_ALERT,MEDIUM_RISK,SYNTHETIC PEDESTRIAN TELEMETRY
PED-REC-003885,PED-219,Yeshwanthpur TTMC Circle,14,7.9,0,67.8,20.3,12.02,YELLOW,DONT_WALK,12.0,14,CLOUDY,8.2,0,0.503,ADAPTIVE_CROSSING_ALERT,MEDIUM_RISK,SYNTHETIC PEDESTRIAN TELEMETRY
PED-REC-003886,PED-022,Koramangala Sony World Jn,15,5.3,0,96.6,14.2,24.49,GREEN,DONT_WALK,12.0,22,CLEAR,2.4,0,0.47,ADAPTIVE_CROSSING_ALERT,MEDIUM_RISK,SYNTHETIC PEDESTRIAN TELEMETRY
PED-REC-003887,PED-245,KR Puram Hanging Bridge,5,2.4,1,47.2,53.7,3.16,YELLOW,DONT_WALK,32.0,14,CLOUDY,8.6,1,0.891,EMERGENCY_VEHICLE_STOP_AND_HOLD_CROSSING,CRITICAL_RISK,SYNTHETIC PEDESTRIAN TELEMETRY
PED-REC-003888,PED-042,Hebbal Flyover,18,0.9,1,25.6,62.0,1.49,YELLOW,DONT_WALK,12.0,22,HEAVY_RAIN,8.1,1,0.953,EMERGENCY_VEHICLE_STOP_AND_HOLD_CROSSING,CRITICAL_RISK,SYNTHETIC PEDESTRIAN TELEMETRY
PED-REC-003889,PED-162,Yeshwanthpur TTMC Circle,10,7.5,0,50.3,37.6,4.82,GREEN,DONT_WALK,24.0,2,HEAVY_RAIN,7.3,0,0.112,STANDARD_SIGNAL_PHASING,LOW_RISK,SYNTHETIC PEDESTRIAN TELEMETRY
PED-REC-003890,PED-218,Indiranagar 100ft Road,25,0.7,1,86.5,61.2,5.09,GREEN,DONT_WALK,12.0,2,RAIN,6.7,0,0.711,EXTEND_PEDESTRIAN_CROSSING_PHASE,HIGH_RISK,SYNTHETIC PEDESTRIAN TELEMETRY
PED-REC-003891,PED-189,Outer Ring Road Sarjapur Jn,6,9.0,0,32.0,28.2,4.09,RED,WALK,24.0,21,CLOUDY,5.7,0,0.215,STANDARD_SIGNAL_PHASING,LOW_RISK,SYNTHETIC PEDESTRIAN TELEMETRY
PED-REC-003892,PED-077,Bellandur EcoSpace,20,6.2,0,30.7,61.8,1.79,GREEN,DONT_WALK,12.0,16,CLEAR,8.4,0,0.564,ADAPTIVE_CROSSING_ALERT,MEDIUM_RISK,SYNTHETIC PEDESTRIAN TELEMETRY
PED-REC-003893,PED-003,Koramangala Sony World Jn,5,8.7,0,74.8,40.2,6.7,RED,WALK,12.0,21,CLEAR,7.8,0,0.278,STANDARD_SIGNAL_PHASING,LOW_RISK,SYNTHETIC PEDESTRIAN TELEMETRY
PED-REC-003894,PED-036,Outer Ring Road Sarjapur Jn,22,4.1,0,21.5,58.5,1.32,RED,WALK,16.0,10,CLEAR,5.4,0,0.625,ADAPTIVE_CROSSING_ALERT,MEDIUM_RISK,SYNTHETIC PEDESTRIAN TELEMETRY
PED-REC-003895,PED-040,Yeshwanthpur TTMC Circle,16,2.6,0,115.0,50.0,8.28,RED,WALK,16.0,11,FOG,6.5,0,0.591,ADAPTIVE_CROSSING_ALERT,MEDIUM_RISK,SYNTHETIC PEDESTRIAN TELEMETRY
PED-REC-003896,PED-055,Outer Ring Road Sarjapur Jn,7,0.5,1,15.8,36.3,1.57,RED,WALK,16.0,20,FOG,9.2,1,0.701,EXTEND_PEDESTRIAN_CROSSING_PHASE,HIGH_RISK,SYNTHETIC PEDESTRIAN TELEMETRY
PED-REC-003897,PED-020,Marathahalli Bridge,7,6.0,0,64.7,11.1,20.98,GREEN,DONT_WALK,12.0,9,RAIN,7.1,0,0.315,STANDARD_SIGNAL_PHASING,LOW_RISK,SYNTHETIC PEDESTRIAN TELEMETRY
PED-REC-003898,PED-259,Bellandur EcoSpace,17,7.1,0,13.2,19.4,2.45,YELLOW,DONT_WALK,24.0,11,CLEAR,7.9,0,0.604,ADAPTIVE_CROSSING_ALERT,MEDIUM_RISK,SYNTHETIC PEDESTRIAN TELEMETRY
PED-REC-003899,PED-024,Yeshwanthpur TTMC Circle,12,4.7,0,108.2,56.8,6.86,RED,WALK,24.0,11,FOG,7.9,0,0.555,ADAPTIVE_CROSSING_ALERT,MEDIUM_RISK,SYNTHETIC PEDESTRIAN TELEMETRY
PED-REC-003900,PED-096,Bellandur EcoSpace,7,0.6,1,83.6,45.2,6.66,YELLOW,DONT_WALK,12.0,8,HEAVY_RAIN,8.7,0,0.713,EXTEND_PEDESTRIAN_CROSSING_PHASE,HIGH_RISK,SYNTHETIC PEDESTRIAN TELEMETRY
PED-REC-003901,PED-005,Koramangala Sony World Jn,27,2.7,1,80.6,22.3,13.01,RED,WALK,12.0,18,HEAVY_RAIN,7.1,0,0.486,ADAPTIVE_CROSSING_ALERT,MEDIUM_RISK,SYNTHETIC PEDESTRIAN TELEMETRY
PED-REC-003902,PED-273,Marathahalli Bridge,8,6.6,0,96.5,57.8,6.01,RED,WALK,32.0,7,HEAVY_RAIN,6.9,0,0.202,STANDARD_SIGNAL_PHASING,LOW_RISK,SYNTHETIC PEDESTRIAN TELEMETRY
PED-REC-003903,PED-069,Outer Ring Road Sarjapur Jn,8,10.2,0,97.0,72.5,4.82,RED,WALK,24.0,18,FOG,6.7,0,0.191,STANDARD_SIGNAL_PHASING,LOW_RISK,SYNTHETIC PEDESTRIAN TELEMETRY
PED-REC-003904,PED-066,Indiranagar 100ft Road,15,7.8,0,41.4,67.2,2.22,RED,WALK,16.0,22,HEAVY_RAIN,7.1,0,0.52,ADAPTIVE_CROSSING_ALERT,MEDIUM_RISK,SYNTHETIC PEDESTRIAN TELEMETRY
PED-REC-003905,PED-209,Koramangala Sony World Jn,22,2.9,1,62.7,49.6,4.55,YELLOW,DONT_WALK,12.0,12,CLEAR,5.8,0,0.778,EXTEND_PEDESTRIAN_CROSSING_PHASE,HIGH_RISK,SYNTHETIC PEDESTRIAN TELEMETRY
PED-REC-003906,PED-257,KR Puram Hanging Bridge,12,1.0,1,15.0,26.1,2.07,YELLOW,DONT_WALK,16.0,21,FOG,8.4,1,0.66,EXTEND_PEDESTRIAN_CROSSING_PHASE,HIGH_RISK,SYNTHETIC PEDESTRIAN TELEMETRY
PED-REC-003907,PED-268,Electronic City Toll,12,2.6,1,38.6,17.3,8.03,YELLOW,DONT_WALK,12.0,22,RAIN,7.3,0,0.433,ADAPTIVE_CROSSING_ALERT,MEDIUM_RISK,SYNTHETIC PEDESTRIAN TELEMETRY
PED-REC-003908,PED-271,Hebbal Flyover,10,4.9,0,108.8,52.4,7.47,GREEN,DONT_WALK,12.0,2,CLOUDY,5.9,0,0.308,STANDARD_SIGNAL_PHASING,LOW_RISK,SYNTHETIC PEDESTRIAN TELEMETRY
PED-REC-003909,PED-185,Indiranagar 100ft Road,7,7.2,0,34.2,71.8,1.71,GREEN,DONT_WALK,24.0,9,CLOUDY,4.9,0,0.328,STANDARD_SIGNAL_PHASING,LOW_RISK,SYNTHETIC PEDESTRIAN TELEMETRY
PED-REC-003910,PED-091,Bellandur EcoSpace,11,7.7,0,115.2,50.0,8.29,RED,WALK,12.0,21,HEAVY_RAIN,9.2,0,0.426,ADAPTIVE_CROSSING_ALERT,MEDIUM_RISK,SYNTHETIC PEDESTRIAN TELEMETRY
PED-REC-003911,PED-034,KR Puram Hanging Bridge,22,11.9,0,18.9,42.4,1.6,YELLOW,DONT_WALK,16.0,11,FOG,9.6,0,0.558,ADAPTIVE_CROSSING_ALERT,MEDIUM_RISK,SYNTHETIC PEDESTRIAN TELEMETRY
PED-REC-003912,PED-215,Outer Ring Road Sarjapur Jn,15,4.7,0,113.8,54.8,7.48,GREEN,DONT_WALK,24.0,19,HEAVY_RAIN,9.6,0,0.519,ADAPTIVE_CROSSING_ALERT,MEDIUM_RISK,SYNTHETIC PEDESTRIAN TELEMETRY
PED-REC-003913,PED-222,Hebbal Flyover,14,7.1,0,109.8,30.0,13.18,RED,WALK,12.0,17,CLOUDY,8.0,0,0.429,ADAPTIVE_CROSSING_ALERT,MEDIUM_RISK,SYNTHETIC PEDESTRIAN TELEMETRY
PED-REC-003914,PED-108,MG Road Brigade Jn,14,6.1,0,110.5,65.7,6.05,YELLOW,DONT_WALK,16.0,12,CLOUDY,4.5,0,0.604,ADAPTIVE_CROSSING_ALERT,MEDIUM_RISK,SYNTHETIC PEDESTRIAN TELEMETRY
PED-REC-003915,PED-114,Whitefield ITPL Main Gate,14,11.9,0,37.2,52.3,2.56,YELLOW,DONT_WALK,16.0,5,RAIN,5.8,0,0.375,ADAPTIVE_CROSSING_ALERT,MEDIUM_RISK,SYNTHETIC PEDESTRIAN TELEMETRY
PED-REC-003916,PED-132,Bellandur EcoSpace,21,2.8,1,31.3,61.1,1.84,YELLOW,DONT_WALK,24.0,4,CLOUDY,5.2,1,0.937,EMERGENCY_VEHICLE_STOP_AND_HOLD_CROSSING,CRITICAL_RISK,SYNTHETIC PEDESTRIAN TELEMETRY
PED-REC-003917,PED-283,Koramangala Sony World Jn,28,5.4,0,41.6,49.6,3.02,YELLOW,DONT_WALK,24.0,1,CLOUDY,3.6,0,0.538,ADAPTIVE_CROSSING_ALERT,MEDIUM_RISK,SYNTHETIC PEDESTRIAN TELEMETRY
PED-REC-003918,PED-146,Hebbal Flyover,13,0.2,1,60.6,64.0,3.41,RED,WALK,16.0,4,CLOUDY,9.3,1,0.985,EMERGENCY_VEHICLE_STOP_AND_HOLD_CROSSING,CRITICAL_RISK,SYNTHETIC PEDESTRIAN TELEMETRY
PED-REC-003919,PED-222,Indiranagar 100ft Road,28,5.7,0,17.9,64.6,1.0,RED,WALK,16.0,3,RAIN,3.4,0,0.545,ADAPTIVE_CROSSING_ALERT,MEDIUM_RISK,SYNTHETIC PEDESTRIAN TELEMETRY
PED-REC-003920,PED-230,Koramangala Sony World Jn,4,2.7,1,53.2,41.2,4.65,GREEN,DONT_WALK,12.0,15,CLEAR,5.7,0,0.688,EXTEND_PEDESTRIAN_CROSSING_PHASE,HIGH_RISK,SYNTHETIC PEDESTRIAN TELEMETRY
PED-REC-003921,PED-042,MG Road Brigade Jn,22,11.5,0,85.8,71.1,4.34,RED,WALK,24.0,22,HEAVY_RAIN,5.5,0,0.382,ADAPTIVE_CROSSING_ALERT,MEDIUM_RISK,SYNTHETIC PEDESTRIAN TELEMETRY
PED-REC-003922,PED-234,Hebbal Flyover,1,0.8,1,52.7,30.2,6.28,YELLOW,DONT_WALK,12.0,7,HEAVY_RAIN,8.9,0,0.687,EXTEND_PEDESTRIAN_CROSSING_PHASE,HIGH_RISK,SYNTHETIC PEDESTRIAN TELEMETRY
PED-REC-003923,PED-107,Electronic City Toll,12,9.3,0,10.8,15.9,2.45,YELLOW,DONT_WALK,32.0,12,FOG,9.0,0,0.403,ADAPTIVE_CROSSING_ALERT,MEDIUM_RISK,SYNTHETIC PEDESTRIAN TELEMETRY
PED-REC-003924,PED-258,Yeshwanthpur TTMC Circle,24,10.6,0,113.2,68.3,5.97,RED,WALK,24.0,6,FOG,4.8,0,0.557,ADAPTIVE_CROSSING_ALERT,MEDIUM_RISK,SYNTHETIC PEDESTRIAN TELEMETRY
PED-REC-003925,PED-138,KR Puram Hanging Bridge,3,2.0,1,72.2,21.0,12.38,YELLOW,DONT_WALK,32.0,2,HEAVY_RAIN,8.8,0,0.327,STANDARD_SIGNAL_PHASING,LOW_RISK,SYNTHETIC PEDESTRIAN TELEMETRY
PED-REC-003926,PED-082,Indiranagar 100ft Road,22,0.9,0,65.9,16.4,14.47,GREEN,DONT_WALK,16.0,19,CLEAR,6.1,0,0.57,ADAPTIVE_CROSSING_ALERT,MEDIUM_RISK,SYNTHETIC PEDESTRIAN TELEMETRY
PED-REC-003927,PED-174,Marathahalli Bridge,13,0.2,1,15.9,16.3,3.51,YELLOW,DONT_WALK,16.0,12,CLEAR,5.3,1,0.757,EXTEND_PEDESTRIAN_CROSSING_PHASE,HIGH_RISK,SYNTHETIC PEDESTRIAN TELEMETRY
PED-REC-003928,PED-083,Indiranagar 100ft Road,17,8.2,0,38.6,20.7,6.71,YELLOW,DONT_WALK,32.0,23,CLOUDY,6.1,0,0.575,ADAPTIVE_CROSSING_ALERT,MEDIUM_RISK,SYNTHETIC PEDESTRIAN TELEMETRY
PED-REC-003929,PED-202,Whitefield ITPL Main Gate,13,0.4,1,27.6,13.0,7.64,RED,WALK,12.0,7,HEAVY_RAIN,4.7,0,0.727,EXTEND_PEDESTRIAN_CROSSING_PHASE,HIGH_RISK,SYNTHETIC PEDESTRIAN TELEMETRY
PED-REC-003930,PED-132,Electronic City Toll,22,5.1,0,92.8,33.9,9.85,GREEN,DONT_WALK,32.0,21,CLOUDY,5.7,0,0.473,ADAPTIVE_CROSSING_ALERT,MEDIUM_RISK,SYNTHETIC PEDESTRIAN TELEMETRY
PED-REC-003931,PED-145,Electronic City Toll,26,8.0,0,47.9,20.0,8.62,GREEN,DONT_WALK,24.0,0,CLOUDY,7.1,0,0.605,ADAPTIVE_CROSSING_ALERT,MEDIUM_RISK,SYNTHETIC PEDESTRIAN TELEMETRY
PED-REC-003932,PED-291,Outer Ring Road Sarjapur Jn,20,10.1,0,77.1,59.8,4.64,YELLOW,DONT_WALK,24.0,4,CLEAR,9.5,0,0.407,ADAPTIVE_CROSSING_ALERT,MEDIUM_RISK,SYNTHETIC PEDESTRIAN TELEMETRY
PED-REC-003933,PED-038,Koramangala Sony World Jn,22,8.6,0,54.4,58.4,3.35,GREEN,DONT_WALK,32.0,18,HEAVY_RAIN,8.7,0,0.63,ADAPTIVE_CROSSING_ALERT,MEDIUM_RISK,SYNTHETIC PEDESTRIAN TELEMETRY
PED-REC-003934,PED-223,Electronic City Toll,25,3.3,1,82.4,37.7,7.87,GREEN,DONT_WALK,16.0,2,HEAVY_RAIN,3.9,0,0.788,EXTEND_PEDESTRIAN_CROSSING_PHASE,HIGH_RISK,SYNTHETIC PEDESTRIAN TELEMETRY
PED-REC-003935,PED-003,Electronic City Toll,28,5.6,0,85.0,56.5,5.42,GREEN,DONT_WALK,32.0,15,RAIN,6.2,0,0.456,ADAPTIVE_CROSSING_ALERT,MEDIUM_RISK,SYNTHETIC PEDESTRIAN TELEMETRY
PED-REC-003936,PED-141,Marathahalli Bridge,18,8.0,0,94.6,67.8,5.02,RED,WALK,16.0,2,CLEAR,2.0,0,0.409,ADAPTIVE_CROSSING_ALERT,MEDIUM_RISK,SYNTHETIC PEDESTRIAN TELEMETRY
