zone,ward,ward_name,street_id,street_name,landmark,segment_id,total_length_m,contractor_name,contractor_registration_no,contractor_phone,work_name,sanctioned_amount,sanctioned_year,work_year,work_type,other_work_type,job_work_code,work_order_no,work_order_date,inspection_date,source_pdf
YELAHANKA,10,Dodda Bommasandra,W0263,,VENUGOPALASWAMY TEMPLE,10/S-W0263/S034157,92.59,"SRI. K. RAMESH KUMAR, 1438, NAGAPPA BLK, 1ST MAIN, BANGALORE",,8888888888.0,PROVIDING CC ROADS AT G KRISHNA MURTHY HOUSE ROAD OPP VENUGOPALASWAMY TEMPLE IN WARD NO 10,1362000.0,2014.0,2013 - 2014,Road,,010-14-000013,EE/BTP/BBMP/E-PMT/515/2013-,24/02/2014,,78a0ebe6-9822-49b5-bbe1-49134a0a8a27.txt
YELAHANKA,10,Dodda Bommasandra,"W0273, W0178, W0263",,VENUGOPALASWAMY TEMPLE,10/C-W0273/S035547,108.42,"SRI. K. RAMESH KUMAR, 1438, NAGAPPA BLK, 1ST MAIN, BANGALORE",,8888888888.0,PROVIDING CC ROADS AT G KRISHNA MURTHY HOUSE ROAD OPP VENUGOPALASWAMY TEMPLE IN WARD NO 10,1362000.0,2014.0,2013 - 2014,Road,,010-14-000013,EE/BTP/BBMP/E-PMT/515/2013-,24/02/2014,,78a0ebe6-9822-49b5-bbe1-49134a0a8a27.txt
YELAHANKA,10,Dodda Bommasandra,"W0006, W0003, W0107,","NA, Subhash Chandra Bose",Doddabommasandra,10/C-W0006/S031736,75.5,B S THYAGARAJ,,9886368484.0,Construction of Culverts at Ramachandrapura Doddabommasandra Chomundeshwari layout and Nanjjiappa layout in ward no 10 Doddabommasandra Vidyaranayapur,1000000.0,2014.0,2014 - 2015,Others,Culverts,010-15-000047,EE/BTP/ BBMP/E-,16/02/2015,,78a0ebe6-9822-49b5-bbe1-49134a0a8a27.txt
YELAHANKA,10,Dodda Bommasandra,"W0148, W0318, W0397,","NA, 1st Crs, V S T Opposite,",Basavanna temple surroundings,10/S-W0148/S084312,156.57,K V SUBBAREDDY,,9980915550.0,Estimate for Providing cc roads at Basavanna temple surroundings Doddabommasandra old village in ward no 10 Doddabommasandra Vidyaranayapura Sub-Di,1500000.0,2015.0,2015 - 2016,Asphalting,,010-16-000005,EE/BTP/BBMP/E-,05/02/2016,,78a0ebe6-9822-49b5-bbe1-49134a0a8a27.txt
YELAHANKA,10,Dodda Bommasandra,"W0318, W0393, W0320","1st Crs, NA, Chikkanna Lyt",Medical Ramesh House Road,10/C-W0318/S083524,18.52,KARIYALLAPPA BETAGERI,,9741014589.0,Construction of RCC drain in Raja Beedi and Medical Ramesh House Road in ward no 10 Doddabommasandra Vidyaranayapura Sub- Division Yelahanka zone,600000.0,2016.0,2016 - 2017,Asphalting,,010-16-000027,BBMP/EE/BTP/WO/43/2016-17,27/05/2016,,78a0ebe6-9822-49b5-bbe1-49134a0a8a27.txt
YELAHANKA,10,Dodda Bommasandra,"W0252, W0313, W0309,",,Gangamma Gudi area,10/C-W0252/S080802,298.44,KRIDL,,9449863065.0,Improvements to Roads and Drains at Gangamma Gudi area in ward no 10 Doddabommasandra Vidyaranayapura Sub- Division Yelahanka zone,2500000.0,2016.0,2016 - 2017,Asphalting,,010-17-000001,BBMP/EE/BTP/WO/108/2016-17,19/08/2016,,78a0ebe6-9822-49b5-bbe1-49134a0a8a27.txt
YELAHANKA,10,Dodda Bommasandra,"W0107, W0084, W0033,","Subhash Chandra Bose Lyt,",1st main and 4th Cross Nanjappa,10/C-W0107/S082452,305.4,KRIDL,,9449863065.0,Improvements to Roads and Drains at 1st main and 4th Cross Nanjappa Layout area in ward no 10 Doddabommasandra Vidyaranayapura Sub- Division Yelahan,2500000.0,2016.0,2016 - 2017,Asphalting,,010-17-000002,BBMP/EE/BTP/WO/107/2016-17,19/08/2016,,78a0ebe6-9822-49b5-bbe1-49134a0a8a27.txt
YELAHANKA,10,Dodda Bommasandra,W0028,,1st A main Nanjappa Layout,10/S-W0028/S083344,373.13,KRIDL,,9449863065.0,Improvements to Roads and Drains at 1st A main Nanjappa Layout area in ward no 10 Doddabommasandra Vidyaranayapura Sub- Division Yelahanka zone,2500000.0,2016.0,2016 - 2017,Asphalting,,010-17-000003,BBMP/EE/BTP/WO/106/2016-17,19/08/2016,,78a0ebe6-9822-49b5-bbe1-49134a0a8a27.txt
YELAHANKA,10,Dodda Bommasandra,"W0312, W0393, W0397,","Chikkanna Lyt 3rd Crs, NA, V",Raja Beedi and,10/S-W0312/S084521,340.34,KRIDL,,9449863065.0,Improvements to Roads at Raja Beedi and Doddabommasandra in ward no 10 Doddabommasandra Vidyaranayapura Sub- Division Yelahanka zone,2400000.0,2016.0,2016 - 2017,Asphalting,,010-17-000004,BBMP/EE/BTP/WO/109/2016-17,19/08/2016,,78a0ebe6-9822-49b5-bbe1-49134a0a8a27.txt
YELAHANKA,10,Dodda Bommasandra,"W0146, I0163, W0165, W0155,","NA, 3rd Crs, 1st Crs, 2nd Crs",Maheshwara Temple to,10/C-W0146/S035516,193.19,VINOD KUMAR,,9886368484.0,Asphalting to Road from Maheshwara Temple to Ramachandrapura Circle in ward no 10 Doddabommasandra Vidyaranayapura Sub- Division Yelahanka zone,1500000.0,2014.0,2014 - 2015,Asphalting,,010-16-000015,BBMP/EE/BTP/WO/310/2014-15,16/02/2016,,78a0ebe6-9822-49b5-bbe1-49134a0a8a27.txt
YELAHANKA,10,Dodda Bommasandra,"W0327, W0274, I0246, W0331",Lakshmi Sagar Lyt North,Byrappa Garden,10/C-W0327/S105511,97.72,KRIDL,,9449863065.0,Improvements to Roads and Drains at Byrappa Garden in ward no 10 Doddabommasandra Vidyaranayapura Sub- Division Yelahanka zone,900000.0,2016.0,2016 - 2017,Asphalting,,010-16-000038,BBMP/EE/BTP/WO/94/2016-17,05/08/2016,,78a0ebe6-9822-49b5-bbe1-49134a0a8a27.txt
YELAHANKA,10,Dodda Bommasandra,"W0255, W0247, W0245,","Mahadevapura Village Rd,",somanna matta road,10/C-W0255/S121104,173.31,N.M SHIVAKUMAR,,9448956136.0,Ward no 10 (Doddabommasandra),1500000.0,2015.0,2015 - 2016,Asphalting,,010-16-000013,EE/BTP/BBMP/E-PMT/304/2015-,23/03/2016,,78a0ebe6-9822-49b5-bbe1-49134a0a8a27.txt
YELAHANKA,10,Dodda Bommasandra,"W0054, W0091, W0058,","NA, Om Shakthi Lyt 3rd Crs,",chamundswari and nanjappa,10/S-W0054/S091316,843.55,K.V SUBBAREDDY,,9980915550.0,Construction of missing covering slab in chamundswari layout and nanjappa layout in ward no 10 Doddabommasandra Vidyaranayapura Sub- Division Yelaha,2000000.0,2015.0,2015 - 2016,Road,,010-16-000017,EE/BTP/BBMP/E-PMT/227/2015-,26/02/2016,,78a0ebe6-9822-49b5-bbe1-49134a0a8a27.txt
YELAHANKA,10,Dodda Bommasandra,"W0081, W0071, W0091,","14th Crs, NA, Om Shakthi Lyt",bloomfield and bluemoon garden,10/C-W0081/S114448,202.39,P.VIJAYA BABU,,9845025446.0,Asphalting to roads in bloomfield and bluemoon garden in ward no 10 Doddabommasandra Vidyaranayapura Sub- Division Yelahanka zone,1950000.0,2014.0,2014 - 2015,Asphalting,,010-12-000036,EE/BTP/BBMP/E-PMT/288/2014-,03/02/2015,,78a0ebe6-9822-49b5-bbe1-49134a0a8a27.txt
YELAHANKA,10,Dodda Bommasandra,"W0107, W0104, W0113,","Subhash Chandra Bose Lyt,",SHBG House at,10/C-W0107/S104911,132.37,ASWATHNARAYANA,,9448034435.0,Improvements to Roads Drain and Covering Slabs at SHBG House at Chamundeshwari layout in ward no 10 Doddabommasandra Vidyaranayapura Sub- Division Ye,1500000.0,2015.0,2015 - 2016,Asphalting,,010-16-000021,EE/BTP/BBMP/E-,24/03/2016,,78a0ebe6-9822-49b5-bbe1-49134a0a8a27.txt
YELAHANKA,10,Dodda Bommasandra,W0070,,RAMANNA GARDEN,10/S-W0070/S013212,93.78,"SRI. K. B. ALANKAR, #47/3,A BLOCK, 13TH CROSS, BACK SAID CANARA BANK, SAHAKAR NAGAR, BANGALORE",,8888888888.0,"CONSTRUCTION OF RCC DRAIN, COVERING SLAB AND IMPROVEMENTS TO ROADS AT RAMMANNA GARDEN 1ST AND 2ND CROSS ROADS IN WARD NO-10",1990000.0,2013.0,2013 - 2014,Others,CONSTRUCTION OF RCC,010-13-000008,EE/BTP/BBMP/E-TND/74/2013-,17/07/2013,,78a0ebe6-9822-49b5-bbe1-49134a0a8a27.txt
YELAHANKA,10,Dodda Bommasandra,W0103,,RAMANNA GARDEN,10/S-W0103/S014451,107.54,"SRI. K. B. ALANKAR, #47/3,A BLOCK, 13TH CROSS, BACK SAID CANARA BANK, SAHAKAR NAGAR, BANGALORE",,8888888888.0,"CONSTRUCTION OF RCC DRAIN, COVERING SLAB AND IMPROVEMENTS TO ROADS AT RAMMANNA GARDEN 1ST AND 2ND CROSS ROADS IN WARD NO-10",1990000.0,2013.0,2013 - 2014,Others,CONSTRUCTION OF RCC,010-13-000008,EE/BTP/BBMP/E-TND/74/2013-,17/07/2013,,78a0ebe6-9822-49b5-bbe1-49134a0a8a27.txt
YELAHANKA,10,Dodda Bommasandra,"W0074, W0070, W0097,","NA, 16th Crs",RAMANNA GARDEN,10/C-W0074/S014800,151.71,"SRI. K. B. ALANKAR, #47/3,A BLOCK, 13TH CROSS, BACK SAID CANARA BANK, SAHAKAR NAGAR, BANGALORE",,8888888888.0,"CONSTRUCTION OF RCC DRAIN, COVERING SLAB AND IMPROVEMENTS TO ROADS AT RAMMANNA GARDEN 1ST AND 2ND CROSS ROADS IN WARD NO-10",1990000.0,2013.0,2013 - 2014,Others,CONSTRUCTION OF RCC,010-13-000008,EE/BTP/BBMP/E-TND/74/2013-,17/07/2013,,78a0ebe6-9822-49b5-bbe1-49134a0a8a27.txt
YELAHANKA,10,Dodda Bommasandra,W0093,15th Crs,RAMANNA GARDEN,10/S-W0093/S015118,163.72,"SRI. K. B. ALANKAR, #47/3,A BLOCK, 13TH CROSS, BACK SAID CANARA BANK, SAHAKAR NAGAR, BANGALORE",,8888888888.0,"CONSTRUCTION OF RCC DRAIN, COVERING SLAB AND IMPROVEMENTS TO ROADS AT RAMMANNA GARDEN 1ST AND 2ND CROSS ROADS IN WARD NO-10",1990000.0,2013.0,2013 - 2014,Others,CONSTRUCTION OF RCC,010-13-000008,EE/BTP/BBMP/E-TND/74/2013-,17/07/2013,,78a0ebe6-9822-49b5-bbe1-49134a0a8a27.txt
YELAHANKA,10,Dodda Bommasandra,W0087,,RAMANNA GARDEN,10/S-W0087/S015456,166.8,"SRI. K. B. ALANKAR, #47/3,A BLOCK, 13TH CROSS, BACK SAID CANARA BANK, SAHAKAR NAGAR, BANGALORE",,8888888888.0,"CONSTRUCTION OF RCC DRAIN, COVERING SLAB AND IMPROVEMENTS TO ROADS AT RAMMANNA GARDEN 1ST AND 2ND CROSS ROADS IN WARD NO-10",1990000.0,2013.0,2013 - 2014,Others,CONSTRUCTION OF RCC,010-13-000008,EE/BTP/BBMP/E-TND/74/2013-,17/07/2013,,78a0ebe6-9822-49b5-bbe1-49134a0a8a27.txt
YELAHANKA,10,Dodda Bommasandra,"W0239, W0235, W0178",,DODDABOMMASANDRA,10/S-W0239/S122613,278.9,K SHANKARREDDY,,9887659908.0,PROVIDING COVERING SLABS TO MISSING LENGTHS AT DODDABOMMASANDRA AREA,3000000.0,2015.0,2014 - 2015,Others,,010-15-000040,EE/BTP/BBMP/E-PMT\342/2014-,10/03/2015,27/07/2016,78a0ebe6-9822-49b5-bbe1-49134a0a8a27.txt
YELAHANKA,10,Dodda Bommasandra,"W0174, W0203, W0172,",,AK COLONY,10/C-W0174/S123450,194.09,K SHANKAR REDDY,,9851066543.0,IMPROVEMENTS TO ROADS IN AK COLONY DODDABOMMASANDRA,2000000.0,2015.0,2014 - 2015,Road,,010-15-000041,EE/BTP/BBMP/E-PMT/240/2014-,24/01/2015,27/07/2016,78a0ebe6-9822-49b5-bbe1-49134a0a8a27.txt
YELAHANKA,10,Dodda Bommasandra,"W0174, W0203, W0172,",,AK COLONY,10/C-W0174/S031547,197.46,K SHANKAR REDDY,,9851066543.0,IMPROVEMENTS TO ROADS IN AK COLONY DODDABOMMASANDRA,2000000.0,2015.0,2014 - 2015,Road,,010-15-000041,EE/BTP/BBMP/E-PMT/240/2014-,24/01/2015,27/07/2016,78a0ebe6-9822-49b5-bbe1-49134a0a8a27.txt
SOUTH,183,Chikkalsandra,"W0150, W0179, W0185,","NA, 2nd Crs",Near SWD,183/C-W0150/S043355,239.12,C.R. Ravi,,9535326585.0,Improvements to drain and providing B.S Covering slabs to 2nd C Cross road and cross road at 9th cross of ittamadu in ward no. 183,1655000.0,2013.0,2013 - 2014,Drain Maintenance,,183-14-000009,EE/PN/AE/Wo No/281/13-14,18/02/2014,,cdca9174-ac83-4834-b869-1d2b275fbf49.txt
SOUTH,183,Chikkalsandra,"W0149, W0092, W0157",,Maramma temple,183/C-W0149/S092738,80.39,Harish. N,,9740808031.0,Improvements to drain and Providing BS Covering slabs to 7th A cross road between 7th to 8th cross of Bhuvaneshwarinagar in Ward no. 183,670000.0,2014.0,2014 - 2015,Drain Maintenance,,183-15-000005,EE/PN/AE/Wo No/127/14-15,07/01/2015,,cdca9174-ac83-4834-b869-1d2b275fbf49.txt
SOUTH,183,Chikkalsandra,"W0149, W0094, W0157",,Maramma temple,183/C-W0149/S094808,76.3,Harisha. N,,9740808031.0,Improvements to drain and Providing BS Covering slabs to 7th B cross road between 7th to 8th cross of Bhuvaneshwarinagar in Ward No. 183,875000.0,2014.0,2014 - 2015,Others,drain and culvert,183-15-000006,EE/PN/AE/Wo No/126/14-15,07/01/2015,,cdca9174-ac83-4834-b869-1d2b275fbf49.txt
SOUTH,183,Chikkalsandra,"W0050, W0048, W0043,","8th Main Rd, 7th Main Rd,",Kumarswamy loyuot,183/S-W0050/S69856,138.0,"Sri.D Anand Naidu,",,,Providing Flagging course and Covering Slab to Road side drains to 1st and 7th main Road Rangappa layout.,970000.0,2011.0,2011 - 2012,Drain Maintenance,,183-11-000029,EE/PN/JE/WO NO/160/11-12,,,cdca9174-ac83-4834-b869-1d2b275fbf49.txt
SOUTH,183,Chikkalsandra,"W0037, W0008","NA, 1st Main Rd",Kumarswamy layout,183/S-W0037/S69857,69.0,Sri.D Anand Naidu,,,Providing Flagging course and Covering Slab to Road side drains to 1st and 7th main Road Rangappa layout.,970000.0,2011.0,2011 - 2012,Drain Maintenance,,181-11-000029,EE/PN/JE/WO NO/160/11-12,13/10/2011,11/02/2015,cdca9174-ac83-4834-b869-1d2b275fbf49.txt
SOUTH,183,Chikkalsandra,"W0010, W0043, W0041","2nd Main Rd, 7th Crs",Kumarswamy loyuot,183/S-W0010/S69858,99.0,"Sri .Harshitha Construction,",,,Providing Flagging course and Covering Slab to Road side drains to 2nd main and 7th A cross road of Rangappa layout bhuvaneswari nagar,990000.0,2011.0,2011 - 2012,Drain Maintenance,,183-11-000030,EE/PN/JE/WO NO/232/11-12,23/12/2011,,cdca9174-ac83-4834-b869-1d2b275fbf49.txt
SOUTH,183,Chikkalsandra,"W0022, W0010, W0041,",4th Main Rd Bhuvaneshwari,Kumarswamy loyuot,183/S-W0022/S69861,77.0,Sri .Harshitha Construction,,,Providing Flagging course and Covering Slab to Road side drains to 2nd main and 7th A cross road of Rangappa layout bhuvaneswari nagar,990000.0,2011.0,2011 - 2012,Drain Maintenance,,183-11-000030,EE/PN/JE/WO NO/232/11-12,23/12/2011,,cdca9174-ac83-4834-b869-1d2b275fbf49.txt
SOUTH,183,Chikkalsandra,"W0188, W0051, W0194","2nd Main Rd, 4th C Crs, 3rd",Kumar swamy Layuot,183/S-W0188/S69863,110.0,"Sri Keshavmurthy,",,,"Construction of RCC Culvert, improvements to Road side Drains and Providing covering slabs to 4th cross road of Bhuvaneswarinagar.",800000.0,2011.0,2011 - 2012,Drain Maintenance,,183-11-000043,EE/PN/JE/WO NO/140/11-12,13/09/2011,,cdca9174-ac83-4834-b869-1d2b275fbf49.txt
SOUTH,183,Chikkalsandra,"W0019, W0033, W0026,","NA, 2nd Main Rd K E B Rd,",Kumar Swamy layout,183/S-W0019/S69868,125.0,Sri.H.N Manjegowda,,,"Construction of RCC Culvert, improvements to Road side Drains and Providing covering slabs to 3rd cross road of Ittamadu BDA layout",930000.0,2011.0,2011 - 2012,Drain Maintenance,,183-11-000039,EE/PN/JE/WO NO/104/11-12,08/08/2011,,cdca9174-ac83-4834-b869-1d2b275fbf49.txt
SOUTH,183,Chikkalsandra,W0136,10th C Crs,Ittamadu,183/S-W0136/S69901,90.0,Sri T srinivas,,,Improvement to drains and Providing covering slabs to 10th cross of Kuvempunagar in Ittamadu,800000.0,2012.0,2011 - 2012,Drain Maintenance,,183-12-000008,EE/PN/JE/WO NO/236/11-12,24/12/2011,29/10/2014,cdca9174-ac83-4834-b869-1d2b275fbf49.txt
SOUTH,183,Chikkalsandra,"W0127, W0104, W0137,","2nd Main Rd Ittmadu, 8th A",Padmanabhanagar,183/S-W0127/S71086,165.0,Sri C.krishnaiah,,,Construction of RCC deck culverts and improvements to drain and providing covering slabs to 18th Cross road of Ittamadu BDA layout,1075000.0,2011.0,2011 - 2012,Drain Maintenance,,183-11-000047,EE/PN/JE/WO NO/51/11-12,23/07/2011,,cdca9174-ac83-4834-b869-1d2b275fbf49.txt
SOUTH,183,Chikkalsandra,"W0192, W0073, W0186,","2nd A Main, 1st A Crs",Chikkalasandra,183/C-W0192/S115927,101.55,Sri D Ananda naidu,,,Providing flagging course and covering slabs to road side drain to 1stB cross road in Krishnaiah layput Bhuvaneswari nagar,970000.0,2011.0,2011 - 2012,Drain Maintenance,,183-11-000026,EE/PN/JE/WO NO/161/11-12,13/10/2011,,cdca9174-ac83-4834-b869-1d2b275fbf49.txt
SOUTH,183,Chikkalsandra,"W0171, W0073, W0075,",1st C Crs Banashankari 3rd,Chikkalasandra,183/C-W0171/S031800,118.9,Sri Gowthami Constructions,,,Providing flagging course and covering slabs to road side drain to 3rd main and Balance cross road of Krishnaiah layput in Bhuvaneswari nagar,950000.0,2011.0,2011 - 2012,Drain Maintenance,,183-11-000031,EE/PN/JE/WO NO/235/11-12,23/12/2011,,cdca9174-ac83-4834-b869-1d2b275fbf49.txt
SOUTH,183,Chikkalsandra,W0142,11th Crs,Chikkalasandra,183/S-W0142/S033245,161.74,Sri.Harshitha Construction,,,Improvement of Drain and providing covering slabs to 11th cross road of Kuvempunagar in Ittamadu,1150000.0,2012.0,2011 - 2012,Drain Maintenance,,183-12-000009,EE/PN/JE/WO NO/212/11-12,15/11/2011,31/10/2014,cdca9174-ac83-4834-b869-1d2b275fbf49.txt
SOUTH,183,Chikkalsandra,"W0046, W0309, W0307, M0191","4th Crs, 2nd Crs, 7th Crs,",Govt School,183/S-W0046/S63998,119.0,N S Constructions,,,"Construction of RCC desk Slabs Culvert, improvements to road side drain and providing B.S slabs to 7th cross road N/S of 50 feet main road Thimmarayag",1550000.0,2011.0,2011 - 2012,Drain Maintenance,,161-11-000032,EE(PN)WO/60/11-12,27/07/2011,,cdca9174-ac83-4834-b869-1d2b275fbf49.txt
SOUTH,183,Chikkalsandra,"W0056, W0190, W0309, M0191","4th Crs, 6th Crs, 2nd Crs,",Thimmarayagowda Layout,183/S-W0056/S64090,138.0,Teacnical Manager,,,"Construction of RCC desk Slabs Culvert, improvements to drains and covering slab to 6th and 7th cross road at S/side of 50 ft main road Thimmarayagowd",1605000.0,2011.0,2010 - 2011,Drain Maintenance,,161-11-000017,EE(PN)WO/16/10-11,24/02/2011,,cdca9174-ac83-4834-b869-1d2b275fbf49.txt
SOUTH,183,Chikkalsandra,"W0046, W0309, W0307, M0191","4th Crs, 2nd Crs, 7th Crs,",Thimmarayagowda Layout,183/S-W0046/S64096,133.0,Teacnical Manager,,,"Construction of RCC desk Slabs Culvert, improvements to drains and covering slab to 6th and 7th cross road at S/side of 50 ft main road Thimmarayagowd",1605000.0,2011.0,2010 - 2011,Drain Maintenance,,161-11-000017,EE(PN)WO/16/10-11,24/02/2011,,cdca9174-ac83-4834-b869-1d2b275fbf49.txt
SOUTH,183,Chikkalsandra,"W0002, W0090, M0191, W0148","NA, 1st Crs Aanjeneya Hbcs,",Hoskerehalli,183/S-W0002/S67568,121.0,Sri.S.Innasappa,,,"Construction of RCC desk Slabs Culvert, improvements to Road side drains and providing covering Slabs to 5th main road of Anjaneyanagara",1000000.0,2011.0,2011 - 2012,Drain Maintenance,,161-11-000061,EE/PN/JE/WO NO/292/11-12,13/01/2012,,cdca9174-ac83-4834-b869-1d2b275fbf49.txt
SOUTH,183,Chikkalsandra,"W0164, W0199, W0135,","NA, 3rd Crs, Vinayaka Lyt 3rd",Kakathi ngar,183/C-W0164/S023141,1047.88,KRIDL,,9986697126.0,"Construction of culverts and improvements to drains with providing covering slabs to Kakathinagar 2nd main 3rd main, 5th main and 3rd to 6th cross in",8055000.0,2014.0,2014 - 2015,Others,Drain and Culvert,183-14-000026,EE/PN/AE/WoNo/36/14-15,05/11/2014,,cdca9174-ac83-4834-b869-1d2b275fbf49.txt
SOUTH,183,Chikkalsandra,"W0138, W0127, W0133,","9th Crs, 2nd Main Rd",Chikkalasandra,183/C-W0138/S113444,196.58,"M/S Sai construction,",,,Construction of RCC culvert and improvements to drain providing Covering Slab to 9 th of Ittamadu BDA Layout Ward no 183,900000.0,2011.0,2011 - 2012,Drain Maintenance,,183-11-000048,EE/PN/JE/WO NO/43/11-12,22/07/2011,,cdca9174-ac83-4834-b869-1d2b275fbf49.txt
SOUTH,183,Chikkalsandra,"W0127, W0096, W0098,","2nd Main Rd Ittmadu, NA,",Chikkalasandra,183/C-W0127/S115232,183.6,Sri A.N Narasimhaiah,,,Providing Flagging course and covering Slabs to road side drains 7th cross of ittamadu BDA Layout,900000.0,2011.0,2011 - 2012,Drain Maintenance,,183-11-000034,EE/PN/JE/WO NO/239/11-12,27/12/2011,31/10/2014,cdca9174-ac83-4834-b869-1d2b275fbf49.txt
SOUTH,183,Chikkalsandra,W0075,1st Crs Banashankari 3rd,Chikkalasandra,183/S-W0075/S120845,73.05,Sri.Ananda Naidu,,,Providing Flagging course and covering Slabs to road side drains 1st cross road in Krishnaiah Layout and 2nd main road of Bhuvaneswara nagar,990000.0,2011.0,2011 - 2012,Drain Maintenance,,,EE/PN/JE/WO NO/163/11-12,13/10/2011,,cdca9174-ac83-4834-b869-1d2b275fbf49.txt
SOUTH,183,Chikkalsandra,"W0192, W0073, W0075,","2nd A Main, 1st A Crs",Chikkalasandra,183/C-W0192/S122233,43.97,Sri.Ananda Naidu,,,Providing Flagging course and covering Slabs to road side drains 1st cross road in Krishnaiah Layout and 2nd main road of Bhuvaneswara nagar,990000.0,2011.0,2011 - 2012,Drain Maintenance,,,EE/PN/JE/WO NO/163/11-12,13/10/2011,,cdca9174-ac83-4834-b869-1d2b275fbf49.txt
SOUTH,183,Chikkalsandra,W0059,4th A Crs,Chikkalasandra,183/S-W0059/S012411,55.73,M/S Vijay Associates,,,Constrictions of RCC Culvert and Improvements and providing Covering Slabs 4th A and 4th B Cross road of Bhuvaneswarinagar,1600000.0,2011.0,2011 - 2012,Drain Maintenance,,,EE/PN/JE/WO NO/47/11-12,23/07/2011,,cdca9174-ac83-4834-b869-1d2b275fbf49.txt
SOUTH,183,Chikkalsandra,W0055,4th B Crs,Chikkalasandra,183/S-W0055/S015255,58.42,M/S Vijay Associates,,,Constrictions of RCC Culvert and Improvements and providing Covering Slabs 4th A and 4th B Cross road of Bhuvaneswarinagar,1600000.0,2011.0,2011 - 2012,Drain Maintenance,,,EE/PN/JE/WO NO/47/11-12,23/07/2011,,cdca9174-ac83-4834-b869-1d2b275fbf49.txt
SOUTH,183,Chikkalsandra,W0073,1st A Crs Banashankari 3rd,Chikkalasandra,183/S-W0073/S033019,141.55,Sri A.N Narasimhaiah,,,Providing Flagging course and covering Slabs to road side drains to 1st A cross road of Krishnaiah Layout in Bhuvaneswara nagar,970000.0,2011.0,2011 - 2012,Drain Maintenance,,183-11-000025,EE/PN/JE/WO NO/237//11-12,24/12/2011,,cdca9174-ac83-4834-b869-1d2b275fbf49.txt
SOUTH,183,Chikkalsandra,W0056,4th Crs,Chikkalasandra,183/S-W0056/S034043,184.79,"Technical Manager (west),",,,"Construction of RCC deck slab culvert, Improvements to drain and providing Covering Slabs to 4th and 5th cross road of Sriram nagar Ittamadu",1997000.0,2011.0,2010 - 2011,Drain Maintenance,,183-11-000020,EE/PN/JE/WO NO/13/10-11,23/02/2011,,cdca9174-ac83-4834-b869-1d2b275fbf49.txt
SOUTH,183,Chikkalsandra,"W0119, W0066, M0191, W0113","6th Main Rd, 5th Crs, Ittmadu",Chikkalasandra,183/C-W0119/S035027,149.89,Technical Manager (west),,,"Construction of RCC deck slab culvert, Improvements to drain and providing Covering Slabs to 4th and 5th cross road of Sriram nagar Ittamadu",1997000.0,2011.0,2010 - 2011,Drain Maintenance,,183-11-000020,EE/PN/JE/WO NO/13/10-11,23/02/2011,,cdca9174-ac83-4834-b869-1d2b275fbf49.txt
SOUTH,183,Chikkalsandra,"W0127, W0056, W0066,","2nd Main Rd Ittmadu, 4th",Chikkalasandra,183/C-W0127/S035623,13.36,Technical Manager (west),,,"Construction of RCC deck slab culvert, Improvements to drain and providing Covering Slabs to 4th and 5th cross road of Sriram nagar Ittamadu",1997000.0,2011.0,2010 - 2011,Drain Maintenance,,183-11-000020,EE/PN/JE/WO NO/13/10-11,23/02/2011,,cdca9174-ac83-4834-b869-1d2b275fbf49.txt
SOUTH,183,Chikkalsandra,"W0109, W0115, W0119,","NA, 8th Main Rd, 6th Main",Chikkalasandra,183/C-W0109/S041207,121.65,Technical Manager (west),,,"Construction of RCC deck slab culvert, Improvements to drain and providing Covering Slabs 7th main and 7th cross road Sriramanagar Ittamadu",1851000.0,2011.0,2010 - 2011,Drain Maintenance,,183-11-000018,EE/PN/JE/WO NO/14/10-11,23/02/2011,,cdca9174-ac83-4834-b869-1d2b275fbf49.txt
SOUTH,183,Chikkalsandra,W0117,7th Main Rd,Chikkalasandra,183/S-W0117/S041734,52.28,Technical Manager (west),,,"Construction of RCC deck slab culvert, Improvements to drain and providing Covering Slabs 7th main and 7th cross road Sriramanagar Ittamadu",1851000.0,2011.0,2010 - 2011,Drain Maintenance,,183-11-000018,EE/PN/JE/WO NO/14/10-11,23/02/2011,,cdca9174-ac83-4834-b869-1d2b275fbf49.txt
SOUTH,183,Chikkalsandra,W0158,14th Crs,Chikkalasandra,183/S-W0158/S115809,130.48,Sri Harish Construction,,,Improvements to drain and Providing covering slab to 14th and 15th cross road of Kuvempunagar in Ittamadu in ward No-183,1500000.0,2012.0,2011 - 2012,Drain Maintenance,,183-12-000012,EE/PN/JE/WO NO/227/10-11,22/11/2011,,cdca9174-ac83-4834-b869-1d2b275fbf49.txt
SOUTH,183,Chikkalsandra,W0172,15th Crs,Chikkalasandra,183/S-W0172/S120240,146.68,Sri Harish Construction,,,Improvements to drain and Providing covering slab to 14th and 15th cross road of Kuvempunagar in Ittamadu in ward No-183,1500000.0,2012.0,2011 - 2012,Drain Maintenance,,183-12-000012,EE/PN/JE/WO NO/227/10-11,22/11/2011,,cdca9174-ac83-4834-b869-1d2b275fbf49.txt
