record_id,timestamp,hour,day_of_week,is_weekend,zone_id,zone_name,latitude,longitude,road_name,road_condition_score,vehicle_density,vehicle_count,average_speed_kmh,congestion_level,queue_length_meters,traffic_signal_state,weather_condition,visibility_km,accident_present,construction_present,pedestrian_density,noise_level_db,emergency_vehicle_present,data_source_type
TRF-002761,2026-01-12 04:47:00,4,0,0,BLR-KRPUR-03,KR Puram Hanging Bridge,12.999346204792,77.69066784559216,Old Madras Road / ORR,0.57,0.431,127,9.3,CRITICAL,1126.4,RED,HEAVY_RAIN,3.0,0,0,0.27,88.8,0,SYNTHETIC / SIMULATION DATA
TRF-002762,2026-01-23 06:06:00,6,4,0,BLR-KRPUR-03,KR Puram Hanging Bridge,12.997724219523194,77.69112115296916,Old Madras Road / ORR,0.6,0.321,91,16.7,HIGH,699.2,GREEN,CLEAR,10.0,0,0,0.33,83.6,0,SYNTHETIC / SIMULATION DATA
TRF-002763,2026-03-21 19:26:00,19,5,1,BLR-WFIELD-07,Whitefield ITPL Main Gate,12.985023489247492,77.73069541626764,ITPL Main Road,0.72,0.99,265,6.0,CRITICAL,1078.5,RED,CLEAR,10.0,0,0,0.89,90.0,0,SYNTHETIC / SIMULATION DATA
TRF-002764,2026-03-20 22:57:00,22,4,0,BLR-MGROAD-11,MG Road Brigade Jn,12.97396388992764,77.6069870164547,Mahatma Gandhi Road,0.85,0.182,55,22.6,LOW,33.7,RED,CLEAR,10.0,0,1,0.33,82.6,0,SYNTHETIC / SIMULATION DATA
TRF-002765,2026-03-20 18:53:00,18,4,0,BLR-MARATH-05,Marathahalli Bridge,12.95635784577872,77.70188443258145,Outer Ring Road,0.71,0.99,289,7.3,CRITICAL,1597.6,RED,CLEAR,10.0,0,0,0.86,92.1,0,SYNTHETIC / SIMULATION DATA
TRF-002766,2026-02-20 04:34:00,4,4,0,BLR-SILK-01,Silk Board Junction,12.917284851739765,77.6231018344037,Hosur Road / Outer Ring Road,0.61,0.514,134,12.0,HIGH,705.0,RED,CLEAR,10.0,0,0,0.22,94.0,0,SYNTHETIC / SIMULATION DATA
TRF-002767,2026-01-29 10:14:00,10,3,0,BLR-INDIRA-10,Indiranagar 100ft Road,12.970017272901288,77.64078322389254,100ft Road CMH Junction,0.82,0.99,277,8.0,CRITICAL,1666.3,RED,CLEAR,10.0,0,0,0.75,87.8,0,SYNTHETIC / SIMULATION DATA
TRF-002768,2026-03-20 17:30:00,17,4,0,BLR-INDIRA-10,Indiranagar 100ft Road,12.970855438591137,77.64145385990888,100ft Road CMH Junction,0.82,0.99,266,6.8,CRITICAL,700.1,RED,RAIN,6.0,0,0,0.85,90.4,0,SYNTHETIC / SIMULATION DATA
TRF-002769,2026-02-04 22:37:00,22,2,0,BLR-HEBBL-04,Hebbal Flyover,13.03601048254664,77.59540788666581,Airport Road / Bellary Road,0.78,0.214,75,27.3,LOW,40.6,RED,CLOUDY,10.0,0,0,0.31,80.1,1,SYNTHETIC / SIMULATION DATA
TRF-002770,2026-02-04 07:59:00,7,2,0,BLR-ORR-08,Outer Ring Road Sarjapur Jn,12.920474152399096,77.64961608850912,Sarjapur-ORR Junction,0.65,0.24,61,16.4,HIGH,446.5,RED,CLEAR,10.0,0,1,0.46,82.2,0,SYNTHETIC / SIMULATION DATA
TRF-002771,2026-03-18 15:40:00,15,2,0,BLR-BELLAN-06,Bellandur EcoSpace,12.924085026149168,77.67505443553833,Outer Ring Road IT Corridor,0.63,0.823,237,9.2,CRITICAL,1127.4,GREEN,CLEAR,10.0,0,1,0.56,95.9,0,SYNTHETIC / SIMULATION DATA
TRF-002772,2026-02-04 03:51:00,3,2,0,BLR-BELLAN-06,Bellandur EcoSpace,12.924479937282776,77.67813249928184,Outer Ring Road IT Corridor,0.69,0.476,147,12.6,HIGH,512.4,RED,CLEAR,10.0,0,0,0.53,87.3,0,SYNTHETIC / SIMULATION DATA
TRF-002773,2026-01-15 16:50:00,16,3,0,BLR-WFIELD-07,Whitefield ITPL Main Gate,12.986809178219614,77.73053509672854,ITPL Main Road,0.72,0.676,194,12.0,HIGH,358.4,RED,RAIN,6.0,0,0,0.62,86.1,0,SYNTHETIC / SIMULATION DATA
TRF-002774,2026-02-24 23:40:00,23,1,0,BLR-MGROAD-11,MG Road Brigade Jn,12.976981265967185,77.60838280256854,Mahatma Gandhi Road,0.95,0.235,78,24.4,LOW,80.0,GREEN,CLEAR,10.0,0,0,0.2,79.2,1,SYNTHETIC / SIMULATION DATA
TRF-002775,2026-01-08 07:29:00,7,3,0,BLR-SILK-01,Silk Board Junction,12.918584843387277,77.62225999046225,Hosur Road / Outer Ring Road,0.69,0.276,83,11.7,CRITICAL,1012.7,RED,RAIN,6.0,0,0,0.44,90.1,0,SYNTHETIC / SIMULATION DATA
TRF-002776,2026-03-27 03:51:00,3,4,0,BLR-ORR-08,Outer Ring Road Sarjapur Jn,12.917473857992293,77.64770611654875,Sarjapur-ORR Junction,0.67,0.439,110,10.3,CRITICAL,1099.7,RED,HEAVY_RAIN,3.0,1,0,0.24,91.4,0,SYNTHETIC / SIMULATION DATA
TRF-002777,2026-01-28 18:18:00,18,2,0,BLR-ORR-08,Outer Ring Road Sarjapur Jn,12.919840800846362,77.64826197122099,Sarjapur-ORR Junction,0.7,0.99,291,7.1,CRITICAL,848.8,RED,CLEAR,10.0,0,0,0.83,93.4,0,SYNTHETIC / SIMULATION DATA
TRF-002778,2026-01-24 18:19:00,18,5,1,BLR-BELLAN-06,Bellandur EcoSpace,12.92713740913355,77.67425101651452,Outer Ring Road IT Corridor,0.65,0.99,270,5.9,CRITICAL,1431.5,RED,CLEAR,10.0,0,0,0.55,96.2,0,SYNTHETIC / SIMULATION DATA
TRF-002779,2026-01-16 10:55:00,10,4,0,BLR-BELLAN-06,Bellandur EcoSpace,12.925196674583141,77.67447705539738,Outer Ring Road IT Corridor,0.67,0.99,283,5.7,CRITICAL,907.0,GREEN,CLEAR,10.0,0,0,0.69,94.9,0,SYNTHETIC / SIMULATION DATA
TRF-002780,2026-03-03 19:13:00,19,1,0,BLR-SILK-01,Silk Board Junction,12.91899129554066,77.62477157965321,Hosur Road / Outer Ring Road,0.66,0.99,276,5.3,CRITICAL,1086.1,GREEN,CLEAR,10.0,0,0,0.86,99.4,0,SYNTHETIC / SIMULATION DATA
TRF-002781,2026-03-24 06:23:00,6,1,0,BLR-ECITY-02,Electronic City Toll,12.843443627333087,77.66156295077033,Hosur Elevated Expressway,0.87,0.324,99,36.4,LOW,69.7,GREEN,CLEAR,10.0,0,0,0.3,76.9,0,SYNTHETIC / SIMULATION DATA
TRF-002782,2026-02-05 04:14:00,4,3,0,BLR-MARATH-05,Marathahalli Bridge,12.957878715529455,77.69941103344705,Outer Ring Road,0.74,0.478,133,15.2,HIGH,535.4,GREEN,CLOUDY,10.0,0,0,0.23,85.5,0,SYNTHETIC / SIMULATION DATA
TRF-002783,2026-03-22 14:50:00,14,6,1,BLR-MARATH-05,Marathahalli Bridge,12.9549331389947,77.7011838681562,Outer Ring Road,0.71,0.72,216,11.6,CRITICAL,1321.3,RED,CLEAR,10.0,0,0,0.54,88.7,0,SYNTHETIC / SIMULATION DATA
TRF-002784,2026-03-11 14:32:00,14,2,0,BLR-ECITY-02,Electronic City Toll,12.844549390173938,77.66045767657512,Hosur Elevated Expressway,0.88,0.679,202,21.4,HIGH,623.4,RED,CLEAR,10.0,0,0,0.64,83.0,0,SYNTHETIC / SIMULATION DATA
TRF-002785,2026-03-29 19:01:00,19,6,1,BLR-ECITY-02,Electronic City Toll,12.844555449145876,77.6582604515663,Hosur Elevated Expressway,0.87,0.99,289,10.5,CRITICAL,1556.8,RED,RAIN,6.0,0,0,0.87,89.7,0,SYNTHETIC / SIMULATION DATA
TRF-002786,2026-01-20 23:05:00,23,1,0,BLR-SILK-01,Silk Board Junction,12.916169281658412,77.62455452240917,Hosur Road / Outer Ring Road,0.61,0.29,91,12.5,HIGH,574.8,GREEN,CLOUDY,10.0,1,0,0.38,93.8,0,SYNTHETIC / SIMULATION DATA
TRF-002787,2026-03-20 17:45:00,17,4,0,BLR-MGROAD-11,MG Road Brigade Jn,12.974993398879057,77.60742665819757,Mahatma Gandhi Road,0.85,0.981,259,9.1,CRITICAL,1669.3,GREEN,CLEAR,10.0,0,0,0.81,95.3,0,SYNTHETIC / SIMULATION DATA
TRF-002788,2026-02-09 17:32:00,17,0,0,BLR-INDIRA-10,Indiranagar 100ft Road,12.972434943262261,77.64218044204118,100ft Road CMH Junction,0.84,0.99,290,5.1,CRITICAL,1260.8,GREEN,HEAVY_RAIN,3.0,0,0,0.74,87.9,0,SYNTHETIC / SIMULATION DATA
TRF-002789,2026-02-15 02:05:00,2,6,1,BLR-WFIELD-07,Whitefield ITPL Main Gate,12.985213447841675,77.73242418401965,ITPL Main Road,0.72,0.34,94,22.7,LOW,72.0,RED,CLOUDY,10.0,0,0,0.36,77.4,0,SYNTHETIC / SIMULATION DATA
TRF-002790,2026-03-20 10:27:00,10,4,0,BLR-MGROAD-11,MG Road Brigade Jn,12.974364773101241,77.60817113225605,Mahatma Gandhi Road,0.89,0.99,263,6.9,CRITICAL,1146.0,RED,CLOUDY,10.0,0,0,0.99,91.3,0,SYNTHETIC / SIMULATION DATA
TRF-002791,2026-03-01 08:02:00,8,6,1,BLR-HEBBL-04,Hebbal Flyover,13.03414699429819,77.59541309739562,Airport Road / Bellary Road,0.85,0.961,270,9.3,CRITICAL,1591.7,GREEN,CLEAR,10.0,0,0,0.49,90.9,0,SYNTHETIC / SIMULATION DATA
TRF-002792,2026-01-15 13:50:00,13,3,0,BLR-MGROAD-11,MG Road Brigade Jn,12.977581199421369,77.60537111310623,Mahatma Gandhi Road,0.86,0.793,219,12.7,HIGH,526.6,GREEN,CLEAR,10.0,0,0,0.4,88.6,0,SYNTHETIC / SIMULATION DATA
TRF-002793,2026-02-01 08:28:00,8,6,1,BLR-MGROAD-11,MG Road Brigade Jn,12.975380936843305,77.60562135391417,Mahatma Gandhi Road,0.9,0.779,216,13.0,HIGH,407.2,RED,CLEAR,10.0,0,0,0.66,91.9,0,SYNTHETIC / SIMULATION DATA
TRF-002794,2026-03-22 15:06:00,15,6,1,BLR-HEBBL-04,Hebbal Flyover,13.036407628765634,77.59811375946987,Airport Road / Bellary Road,0.82,0.556,148,20.8,HIGH,479.4,RED,CLOUDY,10.0,0,0,0.48,86.7,0,SYNTHETIC / SIMULATION DATA
TRF-002795,2026-01-30 17:56:00,17,4,0,BLR-INDIRA-10,Indiranagar 100ft Road,12.971092852751822,77.64187158300774,100ft Road CMH Junction,0.85,0.99,277,9.5,CRITICAL,720.7,GREEN,CLEAR,10.0,0,0,0.73,89.2,0,SYNTHETIC / SIMULATION DATA
TRF-002796,2026-03-08 23:22:00,23,6,1,BLR-ECITY-02,Electronic City Toll,12.846999491604299,77.65871943720225,Hosur Elevated Expressway,0.86,0.215,45,38.7,LOW,116.5,GREEN,CLEAR,10.0,0,0,0.13,73.8,1,SYNTHETIC / SIMULATION DATA
TRF-002797,2026-02-06 14:30:00,14,4,0,BLR-YESHW-12,Yeshwanthpur TTMC Circle,13.023535721583203,77.55170646801227,Tumkur Road / Subedarchatram Rd,0.7,0.725,193,11.9,CRITICAL,1214.0,RED,CLEAR,10.0,0,0,0.7,89.6,0,SYNTHETIC / SIMULATION DATA
TRF-002798,2026-01-18 18:18:00,18,6,1,BLR-YESHW-12,Yeshwanthpur TTMC Circle,13.021813140939958,77.55449239815599,Tumkur Road / Subedarchatram Rd,0.72,0.916,255,10.1,CRITICAL,1539.4,GREEN,CLEAR,10.0,0,0,0.55,91.7,0,SYNTHETIC / SIMULATION DATA
TRF-002799,2026-03-09 05:08:00,5,0,0,BLR-HEBBL-04,Hebbal Flyover,13.03418303816925,77.59851115802627,Airport Road / Bellary Road,0.86,0.332,79,24.6,LOW,63.9,RED,CLEAR,10.0,0,0,0.41,83.4,0,SYNTHETIC / SIMULATION DATA
TRF-002800,2026-02-13 05:47:00,5,4,0,BLR-MGROAD-11,MG Road Brigade Jn,12.976353500238176,77.60673971552995,Mahatma Gandhi Road,0.85,0.372,109,20.5,HIGH,628.2,GREEN,CLEAR,10.0,0,0,0.55,84.2,0,SYNTHETIC / SIMULATION DATA
TRF-002801,2026-01-16 22:05:00,22,4,0,BLR-ECITY-02,Electronic City Toll,12.845243600335513,77.65943908441061,Hosur Elevated Expressway,0.93,0.194,52,37.5,LOW,36.2,GREEN,CLEAR,10.0,0,0,0.41,72.6,1,SYNTHETIC / SIMULATION DATA
TRF-002802,2026-02-12 23:16:00,23,3,0,BLR-KRPUR-03,KR Puram Hanging Bridge,12.998242914529717,77.69157338749302,Old Madras Road / ORR,0.61,0.292,74,17.0,HIGH,378.4,RED,CLEAR,10.0,1,0,0.3,90.8,0,SYNTHETIC / SIMULATION DATA
TRF-002803,2026-01-21 03:38:00,3,2,0,BLR-INDIRA-10,Indiranagar 100ft Road,12.972484991930573,77.64126757018258,100ft Road CMH Junction,0.83,0.365,107,24.9,LOW,113.6,YELLOW,CLOUDY,10.0,0,0,0.61,79.9,0,SYNTHETIC / SIMULATION DATA
TRF-002804,2026-02-22 01:55:00,1,6,1,BLR-BELLAN-06,Bellandur EcoSpace,12.927256878331653,77.67585729561743,Outer Ring Road IT Corridor,0.72,0.317,99,15.6,HIGH,586.0,GREEN,CLEAR,10.0,0,0,0.23,86.9,0,SYNTHETIC / SIMULATION DATA
TRF-002805,2026-01-08 18:46:00,18,3,0,BLR-BELLAN-06,Bellandur EcoSpace,12.925117753606608,77.67616485236398,Outer Ring Road IT Corridor,0.73,0.99,288,6.2,CRITICAL,1527.7,RED,CLEAR,10.0,0,0,0.86,94.8,0,SYNTHETIC / SIMULATION DATA
TRF-002806,2026-01-26 05:00:00,5,0,0,BLR-YESHW-12,Yeshwanthpur TTMC Circle,13.024829125404949,77.5514126415874,Tumkur Road / Subedarchatram Rd,0.72,0.404,115,15.4,HIGH,350.4,RED,FOG,1.5,0,0,0.54,83.0,0,SYNTHETIC / SIMULATION DATA
TRF-002807,2026-01-28 23:53:00,23,2,0,BLR-KORAM-09,Koramangala Sony World Jn,12.935036767791773,77.62412891045288,100 Feet Intermediate Ring Road,0.82,0.23,75,22.2,LOW,81.1,GREEN,CLEAR,10.0,0,0,0.22,80.8,0,SYNTHETIC / SIMULATION DATA
TRF-002808,2026-03-30 16:14:00,16,0,0,BLR-HEBBL-04,Hebbal Flyover,13.03659215202966,77.59737465410079,Airport Road / Bellary Road,0.8,0.743,203,15.4,HIGH,632.4,RED,CLOUDY,10.0,0,0,0.53,89.2,0,SYNTHETIC / SIMULATION DATA
TRF-002809,2026-01-20 23:04:00,23,1,0,BLR-WFIELD-07,Whitefield ITPL Main Gate,12.986227408976939,77.73132663951857,ITPL Main Road,0.75,0.262,79,22.9,LOW,91.5,GREEN,CLEAR,10.0,0,0,0.47,76.9,0,SYNTHETIC / SIMULATION DATA
TRF-002810,2026-02-17 17:57:00,17,1,0,BLR-BELLAN-06,Bellandur EcoSpace,12.925166548499824,77.67636530698168,Outer Ring Road IT Corridor,0.69,0.99,270,6.9,CRITICAL,1255.6,RED,CLEAR,10.0,0,0,0.94,99.1,0,SYNTHETIC / SIMULATION DATA
TRF-002811,2026-01-16 03:03:00,3,4,0,BLR-HEBBL-04,Hebbal Flyover,13.034282169210497,77.59691755532657,Airport Road / Bellary Road,0.82,0.485,132,19.3,HIGH,402.2,RED,CLOUDY,10.0,1,0,0.56,88.9,0,SYNTHETIC / SIMULATION DATA
TRF-002812,2026-02-26 05:42:00,5,3,0,BLR-BELLAN-06,Bellandur EcoSpace,12.926356399991862,77.67421021588513,Outer Ring Road IT Corridor,0.71,0.419,119,14.7,HIGH,715.3,GREEN,CLOUDY,10.0,0,0,0.37,88.1,0,SYNTHETIC / SIMULATION DATA
TRF-002813,2026-02-16 05:35:00,5,0,0,BLR-YESHW-12,Yeshwanthpur TTMC Circle,13.025234333655838,77.5509607187904,Tumkur Road / Subedarchatram Rd,0.71,0.344,96,11.8,CRITICAL,1387.6,RED,HEAVY_RAIN,3.0,0,0,0.19,86.4,0,SYNTHETIC / SIMULATION DATA
TRF-002814,2026-03-19 15:52:00,15,3,0,BLR-ECITY-02,Electronic City Toll,12.845689927449941,77.65832911448379,Hosur Elevated Expressway,0.9,0.673,202,24.9,HIGH,696.7,GREEN,CLOUDY,10.0,0,0,0.68,82.0,0,SYNTHETIC / SIMULATION DATA
TRF-002815,2026-03-14 07:15:00,7,5,1,BLR-BELLAN-06,Bellandur EcoSpace,12.924593845711804,77.67448496730245,Outer Ring Road IT Corridor,0.63,0.207,71,14.2,HIGH,704.9,RED,CLEAR,10.0,0,0,0.3,86.3,0,SYNTHETIC / SIMULATION DATA
TRF-002816,2026-03-24 12:28:00,12,1,0,BLR-MGROAD-11,MG Road Brigade Jn,12.976952432468051,77.60506319112334,Mahatma Gandhi Road,0.91,0.788,205,12.9,HIGH,507.7,GREEN,CLEAR,10.0,0,0,0.48,90.9,0,SYNTHETIC / SIMULATION DATA
TRF-002817,2026-01-01 14:28:00,14,3,0,BLR-SILK-01,Silk Board Junction,12.915683387369052,77.62457165318025,Hosur Road / Outer Ring Road,0.63,0.928,270,4.2,CRITICAL,1666.5,GREEN,CLOUDY,10.0,0,0,0.45,96.2,0,SYNTHETIC / SIMULATION DATA
TRF-002818,2026-03-05 03:14:00,3,3,0,BLR-BELLAN-06,Bellandur EcoSpace,12.925312562807148,77.6755295991673,Outer Ring Road IT Corridor,0.71,0.468,133,10.7,CRITICAL,793.1,RED,CLEAR,10.0,0,0,0.55,91.8,0,SYNTHETIC / SIMULATION DATA
TRF-002819,2026-01-24 22:13:00,22,5,1,BLR-WFIELD-07,Whitefield ITPL Main Gate,12.986732002386583,77.73175528331853,ITPL Main Road,0.74,0.162,36,25.2,LOW,119.9,RED,CLOUDY,10.0,0,0,0.3,74.7,0,SYNTHETIC / SIMULATION DATA
TRF-002820,2026-02-06 10:22:00,10,4,0,BLR-WFIELD-07,Whitefield ITPL Main Gate,12.986857699204077,77.73017185220775,ITPL Main Road,0.8,0.99,287,9.3,CRITICAL,1498.5,GREEN,CLOUDY,10.0,0,0,0.82,87.2,0,SYNTHETIC / SIMULATION DATA
TRF-002821,2026-03-27 08:23:00,8,4,0,BLR-MARATH-05,Marathahalli Bridge,12.957519818739366,77.70267538436673,Outer Ring Road,0.67,0.99,265,5.0,CRITICAL,1517.4,RED,CLEAR,10.0,0,0,0.76,92.7,0,SYNTHETIC / SIMULATION DATA
TRF-002822,2026-01-03 00:06:00,0,5,1,BLR-INDIRA-10,Indiranagar 100ft Road,12.972326635134543,77.64158626840802,100ft Road CMH Junction,0.89,0.215,51,30.1,LOW,17.7,RED,CLOUDY,10.0,0,0,0.47,74.7,0,SYNTHETIC / SIMULATION DATA
TRF-002823,2026-02-13 06:39:00,6,4,0,BLR-KRPUR-03,KR Puram Hanging Bridge,12.99830752385781,77.69139233710295,Old Madras Road / ORR,0.62,0.329,103,17.8,HIGH,572.8,RED,CLEAR,10.0,0,0,0.24,85.5,0,SYNTHETIC / SIMULATION DATA
TRF-002824,2026-02-28 22:09:00,22,5,1,BLR-MGROAD-11,MG Road Brigade Jn,12.976372800524347,77.60540690803359,Mahatma Gandhi Road,0.86,0.187,38,23.6,LOW,36.0,GREEN,CLEAR,10.0,0,0,0.28,79.8,0,SYNTHETIC / SIMULATION DATA
TRF-002825,2026-03-28 16:02:00,16,5,1,BLR-KRPUR-03,KR Puram Hanging Bridge,12.999549941599513,77.69182295523686,Old Madras Road / ORR,0.58,0.646,180,10.1,CRITICAL,787.5,RED,CLEAR,10.0,0,0,0.53,89.3,0,SYNTHETIC / SIMULATION DATA
TRF-002826,2026-01-03 04:14:00,4,5,1,BLR-KRPUR-03,KR Puram Hanging Bridge,13.00002384354237,77.69154218783602,Old Madras Road / ORR,0.59,0.383,114,14.6,HIGH,469.3,GREEN,CLEAR,10.0,0,0,0.51,86.9,0,SYNTHETIC / SIMULATION DATA
TRF-002827,2026-02-14 07:39:00,7,5,1,BLR-MARATH-05,Marathahalli Bridge,12.955214879625645,77.70291647113851,Outer Ring Road,0.66,0.22,72,20.4,HIGH,746.1,RED,CLOUDY,10.0,0,0,0.3,82.2,0,SYNTHETIC / SIMULATION DATA
TRF-002828,2026-03-05 01:13:00,1,3,0,BLR-HEBBL-04,Hebbal Flyover,13.034350829004119,77.59620062781192,Airport Road / Bellary Road,0.8,0.323,98,26.8,LOW,41.4,RED,CLEAR,10.0,0,0,0.38,79.0,0,SYNTHETIC / SIMULATION DATA
TRF-002829,2026-01-14 16:54:00,16,2,0,BLR-ORR-08,Outer Ring Road Sarjapur Jn,12.91985457289355,77.64844380408894,Sarjapur-ORR Junction,0.7,0.657,187,9.7,CRITICAL,1206.1,GREEN,CLEAR,10.0,0,0,0.38,90.0,0,SYNTHETIC / SIMULATION DATA
TRF-002830,2026-02-04 18:07:00,18,2,0,BLR-SILK-01,Silk Board Junction,12.918208696778022,77.62328831342265,Hosur Road / Outer Ring Road,0.65,0.99,279,6.6,CRITICAL,734.1,RED,CLEAR,10.0,0,0,0.94,99.4,1,SYNTHETIC / SIMULATION DATA
TRF-002831,2026-02-11 18:48:00,18,2,0,BLR-SILK-01,Silk Board Junction,12.919394324500914,77.6251500951711,Hosur Road / Outer Ring Road,0.69,0.99,262,4.0,CRITICAL,1333.3,GREEN,RAIN,6.0,0,0,0.91,101.5,0,SYNTHETIC / SIMULATION DATA
TRF-002832,2026-02-13 12:31:00,12,4,0,BLR-YESHW-12,Yeshwanthpur TTMC Circle,13.02355856479212,77.55396094041022,Tumkur Road / Subedarchatram Rd,0.72,0.825,241,9.8,CRITICAL,969.3,GREEN,CLOUDY,10.0,0,0,0.6,89.8,0,SYNTHETIC / SIMULATION DATA
TRF-002833,2026-01-07 08:55:00,8,2,0,BLR-WFIELD-07,Whitefield ITPL Main Gate,12.987039358449556,77.73185988865242,ITPL Main Road,0.74,0.99,286,7.0,CRITICAL,928.4,GREEN,RAIN,6.0,0,0,0.64,91.5,0,SYNTHETIC / SIMULATION DATA
TRF-002834,2026-01-03 11:28:00,11,5,1,BLR-INDIRA-10,Indiranagar 100ft Road,12.973168503166935,77.64306323292742,100ft Road CMH Junction,0.86,0.806,235,14.9,HIGH,576.8,GREEN,CLEAR,10.0,0,0,0.59,88.0,0,SYNTHETIC / SIMULATION DATA
TRF-002835,2026-01-27 03:32:00,3,1,0,BLR-ECITY-02,Electronic City Toll,12.846871551659932,77.6588540802578,Hosur Elevated Expressway,0.83,0.414,112,30.5,MEDIUM,353.4,GREEN,CLEAR,10.0,0,0,0.57,77.4,0,SYNTHETIC / SIMULATION DATA
TRF-002836,2026-01-03 03:29:00,3,5,1,BLR-MGROAD-11,MG Road Brigade Jn,12.977309547581662,77.60700443802385,Mahatma Gandhi Road,0.94,0.366,98,19.6,HIGH,504.1,RED,CLEAR,10.0,0,0,0.35,83.1,1,SYNTHETIC / SIMULATION DATA
TRF-002837,2026-01-18 03:00:00,3,6,1,BLR-ECITY-02,Electronic City Toll,12.846406094477933,77.66004867824385,Hosur Elevated Expressway,0.88,0.307,95,34.7,LOW,114.5,GREEN,CLOUDY,10.0,0,0,0.36,74.8,0,SYNTHETIC / SIMULATION DATA
TRF-002838,2026-03-30 20:14:00,20,0,0,BLR-ECITY-02,Electronic City Toll,12.846954587824387,77.66066220822069,Hosur Elevated Expressway,0.92,0.99,276,13.5,CRITICAL,1501.1,GREEN,CLOUDY,10.0,0,0,0.76,85.9,0,SYNTHETIC / SIMULATION DATA
TRF-002839,2026-01-02 19:31:00,19,4,0,BLR-ECITY-02,Electronic City Toll,12.846855733576861,77.6612853195299,Hosur Elevated Expressway,0.84,0.99,272,12.0,CRITICAL,1759.5,RED,CLEAR,10.0,0,0,1.0,89.4,0,SYNTHETIC / SIMULATION DATA
TRF-002840,2026-02-07 17:18:00,17,5,1,BLR-MARATH-05,Marathahalli Bridge,12.955462214112638,77.70012252726657,Outer Ring Road,0.75,0.953,268,6.4,CRITICAL,1399.9,YELLOW,CLEAR,10.0,0,0,0.78,94.8,0,SYNTHETIC / SIMULATION DATA
TRF-002841,2026-02-03 15:05:00,15,1,0,BLR-YESHW-12,Yeshwanthpur TTMC Circle,13.024501670085595,77.552642372908,Tumkur Road / Subedarchatram Rd,0.7,0.671,185,12.2,HIGH,401.0,GREEN,RAIN,6.0,0,0,0.58,90.3,0,SYNTHETIC / SIMULATION DATA
TRF-002842,2026-01-05 17:09:00,17,0,0,BLR-ECITY-02,Electronic City Toll,12.84404808085381,77.66170594803141,Hosur Elevated Expressway,0.89,0.99,286,10.5,CRITICAL,890.2,YELLOW,RAIN,6.0,0,0,0.74,86.3,0,SYNTHETIC / SIMULATION DATA
TRF-002843,2026-03-17 03:26:00,3,1,0,BLR-KRPUR-03,KR Puram Hanging Bridge,12.99653863037335,77.69363444571042,Old Madras Road / ORR,0.63,0.498,150,13.4,HIGH,681.8,GREEN,CLEAR,10.0,0,0,0.48,88.8,0,SYNTHETIC / SIMULATION DATA
TRF-002844,2026-02-16 03:05:00,3,0,0,BLR-MARATH-05,Marathahalli Bridge,12.95616916757281,77.70059721591767,Outer Ring Road,0.74,0.445,119,12.0,CRITICAL,969.4,GREEN,HEAVY_RAIN,3.0,0,0,0.33,84.9,0,SYNTHETIC / SIMULATION DATA
TRF-002845,2026-03-22 12:38:00,12,6,1,BLR-KRPUR-03,KR Puram Hanging Bridge,12.99877872701975,77.69103459835934,Old Madras Road / ORR,0.61,0.598,163,12.7,HIGH,476.1,RED,CLOUDY,10.0,0,1,0.35,90.7,0,SYNTHETIC / SIMULATION DATA
TRF-002846,2026-03-13 04:52:00,4,4,0,BLR-YESHW-12,Yeshwanthpur TTMC Circle,13.024855290150521,77.55403028807193,Tumkur Road / Subedarchatram Rd,0.7,0.419,108,18.7,HIGH,412.2,RED,CLEAR,10.0,1,0,0.43,89.2,0,SYNTHETIC / SIMULATION DATA
TRF-002847,2026-03-17 21:44:00,21,1,0,BLR-KRPUR-03,KR Puram Hanging Bridge,12.996391324769135,77.69248869367719,Old Madras Road / ORR,0.6,0.99,270,6.5,CRITICAL,767.3,YELLOW,CLEAR,10.0,0,0,0.7,96.5,0,SYNTHETIC / SIMULATION DATA
TRF-002848,2026-01-02 08:58:00,8,4,0,BLR-BELLAN-06,Bellandur EcoSpace,12.924568752498184,77.67777442549857,Outer Ring Road IT Corridor,0.7,0.99,289,4.0,CRITICAL,1534.9,GREEN,CLOUDY,10.0,0,0,0.65,98.2,0,SYNTHETIC / SIMULATION DATA
TRF-002849,2026-03-11 23:50:00,23,2,0,BLR-YESHW-12,Yeshwanthpur TTMC Circle,13.023570288215469,77.55366577047168,Tumkur Road / Subedarchatram Rd,0.75,0.239,80,22.6,LOW,52.1,RED,CLEAR,10.0,0,0,0.28,83.3,0,SYNTHETIC / SIMULATION DATA
TRF-002850,2026-03-15 18:03:00,18,6,1,BLR-HEBBL-04,Hebbal Flyover,13.035559563730084,77.59868452224691,Airport Road / Bellary Road,0.85,0.99,286,8.0,CRITICAL,778.8,GREEN,CLEAR,10.0,0,0,0.75,91.6,0,SYNTHETIC / SIMULATION DATA
TRF-002851,2026-02-18 04:22:00,4,2,0,BLR-SILK-01,Silk Board Junction,12.917849817831282,77.62505449268107,Hosur Road / Outer Ring Road,0.66,0.476,133,10.5,CRITICAL,1656.0,GREEN,CLOUDY,10.0,0,0,0.22,93.4,0,SYNTHETIC / SIMULATION DATA
