emergency_event_id,vehicle_id,emergency_vehicle_type,distance_to_dest_km,traffic_density,signal_count,current_speed_kmh,baseline_eta_minutes,target_optimized_eta_minutes,emergency_delay_minutes,recommended_priority,green_corridor_required,data_tag
EMG-EVT-002211,AMB-04,AMBULANCE,10.4,0.48,21,46.3,38.7,13.4,25.3,CRITICAL,1,SYNTHETIC EMERGENCY V2X
EMG-EVT-002212,FIRE-01,FIRE_TRUCK,2.3,0.5,6,39.0,10.7,3.1,7.6,HIGH,1,SYNTHETIC EMERGENCY V2X
EMG-EVT-002213,FIRE-07,FIRE_TRUCK,13.3,0.56,24,41.7,47.9,16.9,31.0,CRITICAL,1,SYNTHETIC EMERGENCY V2X
EMG-EVT-002214,AMB-12,AMBULANCE,14.9,0.74,29,24.0,72.0,19.2,52.8,CRITICAL,1,SYNTHETIC EMERGENCY V2X
EMG-EVT-002215,FIRE-03,FIRE_TRUCK,14.8,0.49,26,42.9,51.9,18.7,33.2,CRITICAL,1,SYNTHETIC EMERGENCY V2X
EMG-EVT-002216,FIRE-03,FIRE_TRUCK,12.2,0.63,21,35.8,45.6,15.4,30.2,CRITICAL,1,SYNTHETIC EMERGENCY V2X
EMG-EVT-002217,AMB-08,AMBULANCE,1.6,0.41,2,42.9,4.6,2.0,2.6,CRITICAL,0,SYNTHETIC EMERGENCY V2X
EMG-EVT-002218,POL-04,POLICE,7.9,0.52,15,38.3,30.4,10.1,20.3,CRITICAL,1,SYNTHETIC EMERGENCY V2X
EMG-EVT-002219,AMB-11,AMBULANCE,14.5,0.28,29,54.2,50.9,18.7,32.2,CRITICAL,1,SYNTHETIC EMERGENCY V2X
EMG-EVT-002220,AMB-17,AMBULANCE,15.7,0.67,28,30.5,64.5,19.9,44.6,CRITICAL,1,SYNTHETIC EMERGENCY V2X
EMG-EVT-002221,AMB-12,AMBULANCE,15.8,0.66,29,33.9,62.8,20.1,42.7,CRITICAL,1,SYNTHETIC EMERGENCY V2X
EMG-EVT-002222,AMB-10,AMBULANCE,9.3,0.21,18,58.0,31.2,11.9,19.3,CRITICAL,1,SYNTHETIC EMERGENCY V2X
EMG-EVT-002223,AMB-11,AMBULANCE,12.3,0.82,23,17.9,68.8,15.7,53.1,CRITICAL,1,SYNTHETIC EMERGENCY V2X
EMG-EVT-002224,FIRE-04,FIRE_TRUCK,3.0,0.46,8,40.1,14.1,4.1,10.0,CRITICAL,1,SYNTHETIC EMERGENCY V2X
EMG-EVT-002225,POL-03,POLICE,9.1,0.26,18,53.9,31.7,11.7,20.0,CRITICAL,1,SYNTHETIC EMERGENCY V2X
EMG-EVT-002226,AMB-05,AMBULANCE,11.5,0.56,20,35.4,43.5,14.5,29.0,CRITICAL,1,SYNTHETIC EMERGENCY V2X
EMG-EVT-002227,AMB-09,AMBULANCE,9.9,0.49,19,42.4,36.8,12.7,24.1,CRITICAL,1,SYNTHETIC EMERGENCY V2X
EMG-EVT-002228,AMB-12,AMBULANCE,12.2,0.81,21,22.0,58.5,15.4,43.1,CRITICAL,1,SYNTHETIC EMERGENCY V2X
EMG-EVT-002229,AMB-11,AMBULANCE,5.6,0.79,10,29.1,23.5,7.1,16.4,CRITICAL,1,SYNTHETIC EMERGENCY V2X
EMG-EVT-002230,AMB-12,AMBULANCE,14.7,0.71,29,25.7,69.1,18.9,50.2,CRITICAL,1,SYNTHETIC EMERGENCY V2X
EMG-EVT-002231,AMB-09,AMBULANCE,10.2,0.54,19,39.6,38.3,13.0,25.3,CRITICAL,1,SYNTHETIC EMERGENCY V2X
EMG-EVT-002232,AMB-10,AMBULANCE,11.5,0.63,21,34.2,45.4,14.6,30.8,CRITICAL,1,SYNTHETIC EMERGENCY V2X
EMG-EVT-002233,AMB-11,AMBULANCE,3.0,0.95,8,16.1,20.8,4.1,16.7,CRITICAL,1,SYNTHETIC EMERGENCY V2X
EMG-EVT-002234,POL-08,POLICE,13.2,0.92,23,15.4,79.0,16.7,62.3,CRITICAL,1,SYNTHETIC EMERGENCY V2X
EMG-EVT-002235,AMB-15,AMBULANCE,4.1,0.49,10,44.9,17.5,5.5,12.0,CRITICAL,1,SYNTHETIC EMERGENCY V2X
EMG-EVT-002236,AMB-06,AMBULANCE,8.8,0.37,16,48.3,30.1,11.2,18.9,CRITICAL,1,SYNTHETIC EMERGENCY V2X
EMG-EVT-002237,AMB-07,AMBULANCE,1.6,0.26,3,57.5,5.3,2.0,3.3,CRITICAL,1,SYNTHETIC EMERGENCY V2X
EMG-EVT-002238,AMB-10,AMBULANCE,14.0,0.84,28,20.0,75.6,18.1,57.5,CRITICAL,1,SYNTHETIC EMERGENCY V2X
EMG-EVT-002239,AMB-20,AMBULANCE,9.5,0.76,17,26.6,41.8,12.1,29.7,CRITICAL,1,SYNTHETIC EMERGENCY V2X
EMG-EVT-002240,AMB-06,AMBULANCE,2.1,0.33,4,51.7,7.2,2.7,4.5,CRITICAL,1,SYNTHETIC EMERGENCY V2X
EMG-EVT-002241,FIRE-01,FIRE_TRUCK,13.5,0.59,26,34.7,54.5,17.3,37.2,CRITICAL,1,SYNTHETIC EMERGENCY V2X
EMG-EVT-002242,AMB-16,AMBULANCE,15.9,0.74,31,29.1,70.0,20.4,49.6,CRITICAL,1,SYNTHETIC EMERGENCY V2X
EMG-EVT-002243,AMB-09,AMBULANCE,1.7,0.59,4,34.2,7.8,2.3,5.5,CRITICAL,1,SYNTHETIC EMERGENCY V2X
EMG-EVT-002244,AMB-15,AMBULANCE,5.1,0.26,12,60.8,19.4,6.8,12.6,CRITICAL,1,SYNTHETIC EMERGENCY V2X
EMG-EVT-002245,AMB-18,AMBULANCE,8.6,0.83,18,23.5,43.6,11.2,32.4,CRITICAL,1,SYNTHETIC EMERGENCY V2X
EMG-EVT-002246,AMB-19,AMBULANCE,2.8,0.39,6,52.3,10.4,3.7,6.7,CRITICAL,1,SYNTHETIC EMERGENCY V2X
EMG-EVT-002247,POL-10,POLICE,11.8,0.33,22,53.1,39.7,15.1,24.6,CRITICAL,1,SYNTHETIC EMERGENCY V2X
EMG-EVT-002248,FIRE-02,FIRE_TRUCK,16.0,0.77,29,21.9,78.6,20.4,58.2,CRITICAL,1,SYNTHETIC EMERGENCY V2X
EMG-EVT-002249,AMB-17,AMBULANCE,3.8,0.25,7,57.0,12.4,4.8,7.6,CRITICAL,1,SYNTHETIC EMERGENCY V2X
EMG-EVT-002250,FIRE-05,FIRE_TRUCK,10.8,0.48,22,47.4,40.1,14.0,26.1,CRITICAL,1,SYNTHETIC EMERGENCY V2X
EMG-EVT-002251,FIRE-06,FIRE_TRUCK,5.4,0.83,10,25.4,24.8,6.9,17.9,CRITICAL,1,SYNTHETIC EMERGENCY V2X
EMG-EVT-002252,AMB-09,AMBULANCE,11.5,0.2,23,59.0,39.3,14.8,24.5,CRITICAL,1,SYNTHETIC EMERGENCY V2X
EMG-EVT-002253,AMB-17,AMBULANCE,10.6,0.46,20,40.5,39.7,13.6,26.1,CRITICAL,1,SYNTHETIC EMERGENCY V2X
EMG-EVT-002254,AMB-01,AMBULANCE,13.6,0.47,25,38.9,51.0,17.3,33.7,CRITICAL,1,SYNTHETIC EMERGENCY V2X
EMG-EVT-002255,AMB-09,AMBULANCE,5.9,0.48,13,41.3,24.2,7.7,16.5,CRITICAL,1,SYNTHETIC EMERGENCY V2X
EMG-EVT-002256,POL-05,POLICE,12.3,0.7,25,34.2,51.6,15.9,35.7,CRITICAL,1,SYNTHETIC EMERGENCY V2X
EMG-EVT-002257,AMB-02,AMBULANCE,10.9,0.51,21,39.2,41.9,14.0,27.9,CRITICAL,1,SYNTHETIC EMERGENCY V2X
EMG-EVT-002258,POL-08,POLICE,2.8,0.53,8,42.4,13.6,3.9,9.7,CRITICAL,1,SYNTHETIC EMERGENCY V2X
EMG-EVT-002259,AMB-01,AMBULANCE,8.6,0.38,15,53.2,27.7,10.9,16.8,CRITICAL,1,SYNTHETIC EMERGENCY V2X
EMG-EVT-002260,AMB-04,AMBULANCE,4.0,0.64,8,33.9,16.7,5.2,11.5,CRITICAL,1,SYNTHETIC EMERGENCY V2X
EMG-EVT-002261,FIRE-08,FIRE_TRUCK,15.4,0.41,29,46.0,54.9,19.7,35.2,CRITICAL,1,SYNTHETIC EMERGENCY V2X
EMG-EVT-002262,AMB-16,AMBULANCE,4.3,0.48,10,39.5,18.5,5.7,12.8,CRITICAL,1,SYNTHETIC EMERGENCY V2X
EMG-EVT-002263,AMB-18,AMBULANCE,4.7,0.74,8,32.1,18.4,5.9,12.5,CRITICAL,1,SYNTHETIC EMERGENCY V2X
EMG-EVT-002264,POL-04,POLICE,2.6,0.47,4,46.9,8.1,3.2,4.9,HIGH,1,SYNTHETIC EMERGENCY V2X
EMG-EVT-002265,POL-05,POLICE,8.2,0.86,17,15.8,51.5,10.6,40.9,CRITICAL,1,SYNTHETIC EMERGENCY V2X
EMG-EVT-002266,POL-10,POLICE,2.2,0.33,4,52.2,7.3,2.8,4.5,HIGH,1,SYNTHETIC EMERGENCY V2X
EMG-EVT-002267,FIRE-10,FIRE_TRUCK,10.3,0.36,19,49.9,35.2,13.1,22.1,CRITICAL,1,SYNTHETIC EMERGENCY V2X
EMG-EVT-002268,AMB-07,AMBULANCE,4.5,0.59,9,32.9,19.0,5.8,13.2,CRITICAL,1,SYNTHETIC EMERGENCY V2X
EMG-EVT-002269,AMB-02,AMBULANCE,4.8,0.45,9,44.2,17.3,6.1,11.2,CRITICAL,1,SYNTHETIC EMERGENCY V2X
EMG-EVT-002270,AMB-13,AMBULANCE,9.2,0.96,18,10.0,76.8,11.8,65.0,CRITICAL,1,SYNTHETIC EMERGENCY V2X
EMG-EVT-002271,AMB-19,AMBULANCE,12.7,0.85,22,19.3,65.9,16.1,49.8,CRITICAL,1,SYNTHETIC EMERGENCY V2X
EMG-EVT-002272,FIRE-02,FIRE_TRUCK,15.0,0.53,29,40.5,57.0,19.3,37.7,CRITICAL,1,SYNTHETIC EMERGENCY V2X
EMG-EVT-002273,FIRE-02,FIRE_TRUCK,3.9,0.61,7,38.3,14.5,5.0,9.5,CRITICAL,1,SYNTHETIC EMERGENCY V2X
EMG-EVT-002274,AMB-09,AMBULANCE,13.3,0.48,25,39.9,50.0,17.0,33.0,CRITICAL,1,SYNTHETIC EMERGENCY V2X
EMG-EVT-002275,AMB-08,AMBULANCE,10.3,0.64,21,37.7,41.6,13.3,28.3,CRITICAL,1,SYNTHETIC EMERGENCY V2X
EMG-EVT-002276,AMB-20,AMBULANCE,10.1,0.74,19,26.1,46.0,12.9,33.1,CRITICAL,1,SYNTHETIC EMERGENCY V2X
EMG-EVT-002277,AMB-06,AMBULANCE,5.7,0.73,13,25.7,28.9,7.5,21.4,CRITICAL,1,SYNTHETIC EMERGENCY V2X
EMG-EVT-002278,AMB-16,AMBULANCE,2.8,0.81,7,27.8,14.4,3.8,10.6,CRITICAL,1,SYNTHETIC EMERGENCY V2X
EMG-EVT-002279,AMB-09,AMBULANCE,2.6,0.68,7,33.5,13.1,3.5,9.6,CRITICAL,1,SYNTHETIC EMERGENCY V2X
EMG-EVT-002280,POL-02,POLICE,2.4,0.3,6,56.8,9.7,3.2,6.5,HIGH,1,SYNTHETIC EMERGENCY V2X
EMG-EVT-002281,FIRE-07,FIRE_TRUCK,9.8,0.75,18,28.7,42.1,12.5,29.6,CRITICAL,1,SYNTHETIC EMERGENCY V2X
EMG-EVT-002282,AMB-02,AMBULANCE,2.3,0.49,6,39.6,10.7,3.1,7.6,CRITICAL,1,SYNTHETIC EMERGENCY V2X
EMG-EVT-002283,AMB-02,AMBULANCE,5.0,0.23,10,59.1,17.1,6.5,10.6,CRITICAL,1,SYNTHETIC EMERGENCY V2X
EMG-EVT-002284,AMB-01,AMBULANCE,4.3,0.52,9,42.1,16.9,5.6,11.3,CRITICAL,1,SYNTHETIC EMERGENCY V2X
EMG-EVT-002285,AMB-05,AMBULANCE,6.0,0.89,10,17.5,32.6,7.5,25.1,CRITICAL,1,SYNTHETIC EMERGENCY V2X
EMG-EVT-002286,AMB-19,AMBULANCE,3.3,0.33,5,53.9,9.7,4.1,5.6,CRITICAL,1,SYNTHETIC EMERGENCY V2X
EMG-EVT-002287,AMB-10,AMBULANCE,6.2,0.56,12,41.9,23.3,8.0,15.3,CRITICAL,1,SYNTHETIC EMERGENCY V2X
EMG-EVT-002288,AMB-10,AMBULANCE,11.7,0.86,21,25.1,53.2,14.9,38.3,CRITICAL,1,SYNTHETIC EMERGENCY V2X
EMG-EVT-002289,FIRE-02,FIRE_TRUCK,6.6,0.45,12,42.4,23.7,8.4,15.3,CRITICAL,1,SYNTHETIC EMERGENCY V2X
EMG-EVT-002290,AMB-06,AMBULANCE,8.5,0.58,17,34.7,35.1,11.0,24.1,CRITICAL,1,SYNTHETIC EMERGENCY V2X
EMG-EVT-002291,AMB-01,AMBULANCE,13.7,0.72,27,30.4,59.4,17.6,41.8,CRITICAL,1,SYNTHETIC EMERGENCY V2X
EMG-EVT-002292,AMB-18,AMBULANCE,14.9,0.61,29,36.1,59.6,19.2,40.4,CRITICAL,1,SYNTHETIC EMERGENCY V2X
EMG-EVT-002293,AMB-15,AMBULANCE,7.5,0.63,14,32.0,30.9,9.6,21.3,CRITICAL,1,SYNTHETIC EMERGENCY V2X
EMG-EVT-002294,AMB-20,AMBULANCE,5.8,0.73,12,32.8,25.0,7.5,17.5,CRITICAL,1,SYNTHETIC EMERGENCY V2X
EMG-EVT-002295,POL-01,POLICE,13.2,0.64,24,33.2,52.7,16.8,35.9,CRITICAL,1,SYNTHETIC EMERGENCY V2X
EMG-EVT-002296,AMB-10,AMBULANCE,9.0,0.82,17,23.0,43.9,11.5,32.4,CRITICAL,1,SYNTHETIC EMERGENCY V2X
EMG-EVT-002297,AMB-16,AMBULANCE,8.0,0.28,14,55.9,25.4,10.1,15.3,CRITICAL,1,SYNTHETIC EMERGENCY V2X
EMG-EVT-002298,POL-07,POLICE,14.8,0.73,29,32.0,62.5,19.0,43.5,CRITICAL,1,SYNTHETIC EMERGENCY V2X
EMG-EVT-002299,AMB-08,AMBULANCE,14.5,0.27,28,53.2,50.0,18.6,31.4,CRITICAL,1,SYNTHETIC EMERGENCY V2X
EMG-EVT-002300,AMB-03,AMBULANCE,8.2,0.89,15,19.5,43.2,10.4,32.8,CRITICAL,1,SYNTHETIC EMERGENCY V2X
EMG-EVT-002301,AMB-06,AMBULANCE,14.2,0.36,26,55.2,46.6,18.1,28.5,CRITICAL,1,SYNTHETIC EMERGENCY V2X
EMG-EVT-002302,AMB-02,AMBULANCE,4.0,0.65,8,37.0,16.1,5.2,10.9,CRITICAL,1,SYNTHETIC EMERGENCY V2X
EMG-EVT-002303,AMB-08,AMBULANCE,8.7,0.66,15,33.8,33.4,11.0,22.4,CRITICAL,1,SYNTHETIC EMERGENCY V2X
EMG-EVT-002304,AMB-09,AMBULANCE,1.7,0.92,3,13.2,11.3,2.2,9.1,CRITICAL,1,SYNTHETIC EMERGENCY V2X
EMG-EVT-002305,FIRE-06,FIRE_TRUCK,5.4,0.39,9,53.6,16.8,6.8,10.0,CRITICAL,1,SYNTHETIC EMERGENCY V2X
EMG-EVT-002306,AMB-14,AMBULANCE,10.8,0.57,22,39.8,42.7,14.0,28.7,CRITICAL,1,SYNTHETIC EMERGENCY V2X
EMG-EVT-002307,AMB-05,AMBULANCE,13.5,0.62,26,37.8,52.6,17.3,35.3,CRITICAL,1,SYNTHETIC EMERGENCY V2X
EMG-EVT-002308,AMB-07,AMBULANCE,7.7,0.48,13,40.6,27.0,9.7,17.3,CRITICAL,1,SYNTHETIC EMERGENCY V2X
EMG-EVT-002309,AMB-01,AMBULANCE,6.8,0.92,12,13.8,44.0,8.6,35.4,CRITICAL,1,SYNTHETIC EMERGENCY V2X
EMG-EVT-002310,AMB-07,AMBULANCE,2.6,0.52,6,43.5,10.8,3.4,7.4,CRITICAL,1,SYNTHETIC EMERGENCY V2X
EMG-EVT-002311,AMB-18,AMBULANCE,13.4,0.26,26,56.2,45.5,17.2,28.3,CRITICAL,1,SYNTHETIC EMERGENCY V2X
EMG-EVT-002312,AMB-15,AMBULANCE,15.1,0.74,30,27.9,68.5,19.5,49.0,CRITICAL,1,SYNTHETIC EMERGENCY V2X
EMG-EVT-002313,FIRE-08,FIRE_TRUCK,14.9,0.65,26,31.1,59.9,18.9,41.0,CRITICAL,1,SYNTHETIC EMERGENCY V2X
EMG-EVT-002314,FIRE-09,FIRE_TRUCK,4.3,0.94,8,15.0,26.8,5.5,21.3,CRITICAL,1,SYNTHETIC EMERGENCY V2X
EMG-EVT-002315,AMB-09,AMBULANCE,11.4,0.84,20,23.5,53.1,14.4,38.7,CRITICAL,1,SYNTHETIC EMERGENCY V2X
EMG-EVT-002316,AMB-02,AMBULANCE,10.8,0.58,22,40.8,42.3,14.0,28.3,CRITICAL,1,SYNTHETIC EMERGENCY V2X
EMG-EVT-002317,POL-10,POLICE,1.8,0.34,5,52.0,8.1,2.5,5.6,HIGH,1,SYNTHETIC EMERGENCY V2X
EMG-EVT-002318,POL-09,POLICE,5.5,0.53,12,38.8,22.9,7.2,15.7,CRITICAL,1,SYNTHETIC EMERGENCY V2X
EMG-EVT-002319,AMB-06,AMBULANCE,11.4,0.83,22,24.3,54.5,14.6,39.9,CRITICAL,1,SYNTHETIC EMERGENCY V2X
EMG-EVT-002320,FIRE-06,FIRE_TRUCK,10.5,0.35,19,47.3,36.1,13.4,22.7,CRITICAL,1,SYNTHETIC EMERGENCY V2X
EMG-EVT-002321,AMB-10,AMBULANCE,4.6,0.3,10,58.8,16.7,6.0,10.7,CRITICAL,1,SYNTHETIC EMERGENCY V2X
EMG-EVT-002322,AMB-01,AMBULANCE,6.2,0.47,11,46.9,21.1,7.9,13.2,CRITICAL,1,SYNTHETIC EMERGENCY V2X
EMG-EVT-002323,AMB-04,AMBULANCE,11.7,0.29,24,55.6,41.4,15.2,26.2,CRITICAL,1,SYNTHETIC EMERGENCY V2X
EMG-EVT-002324,AMB-20,AMBULANCE,14.5,0.27,26,57.9,46.2,18.4,27.8,CRITICAL,1,SYNTHETIC EMERGENCY V2X
EMG-EVT-002325,POL-08,POLICE,11.4,0.31,23,54.5,40.2,14.7,25.5,CRITICAL,1,SYNTHETIC EMERGENCY V2X
EMG-EVT-002326,AMB-16,AMBULANCE,15.3,0.96,27,17.1,86.1,19.4,66.7,CRITICAL,1,SYNTHETIC EMERGENCY V2X
EMG-EVT-002327,AMB-10,AMBULANCE,3.6,0.66,7,33.4,14.9,4.6,10.3,CRITICAL,1,SYNTHETIC EMERGENCY V2X
EMG-EVT-002328,FIRE-02,FIRE_TRUCK,15.8,0.24,28,55.8,50.6,20.0,30.6,CRITICAL,1,SYNTHETIC EMERGENCY V2X
EMG-EVT-002329,POL-10,POLICE,4.1,0.97,7,14.7,25.1,5.2,19.9,CRITICAL,1,SYNTHETIC EMERGENCY V2X
EMG-EVT-002330,AMB-12,AMBULANCE,6.3,0.82,12,19.0,34.3,8.1,26.2,CRITICAL,1,SYNTHETIC EMERGENCY V2X
EMG-EVT-002331,FIRE-06,FIRE_TRUCK,11.3,0.22,20,61.6,35.0,14.3,20.7,CRITICAL,1,SYNTHETIC EMERGENCY V2X
EMG-EVT-002332,AMB-09,AMBULANCE,7.8,0.68,15,27.9,34.8,10.0,24.8,CRITICAL,1,SYNTHETIC EMERGENCY V2X
EMG-EVT-002333,FIRE-02,FIRE_TRUCK,11.7,0.58,22,39.3,44.3,15.0,29.3,CRITICAL,1,SYNTHETIC EMERGENCY V2X
EMG-EVT-002334,POL-10,POLICE,5.9,0.6,12,33.6,24.9,7.6,17.3,CRITICAL,1,SYNTHETIC EMERGENCY V2X
EMG-EVT-002335,FIRE-02,FIRE_TRUCK,6.9,0.62,12,39.3,24.9,8.7,16.2,CRITICAL,1,SYNTHETIC EMERGENCY V2X
EMG-EVT-002336,POL-03,POLICE,5.3,0.46,11,41.2,20.9,6.9,14.0,CRITICAL,1,SYNTHETIC EMERGENCY V2X
EMG-EVT-002337,AMB-20,AMBULANCE,9.1,0.36,16,53.0,29.5,11.5,18.0,CRITICAL,1,SYNTHETIC EMERGENCY V2X
EMG-EVT-002338,AMB-20,AMBULANCE,10.8,0.62,21,30.4,46.5,13.9,32.6,CRITICAL,1,SYNTHETIC EMERGENCY V2X
EMG-EVT-002339,POL-08,POLICE,4.3,0.7,8,25.3,19.8,5.5,14.3,CRITICAL,1,SYNTHETIC EMERGENCY V2X
EMG-EVT-002340,FIRE-03,FIRE_TRUCK,6.0,0.95,11,12.7,41.5,7.6,33.9,CRITICAL,1,SYNTHETIC EMERGENCY V2X
EMG-EVT-002341,FIRE-04,FIRE_TRUCK,6.9,0.68,12,33.4,26.8,8.7,18.1,CRITICAL,1,SYNTHETIC EMERGENCY V2X
EMG-EVT-002342,AMB-06,AMBULANCE,12.7,0.64,22,33.9,48.9,16.1,32.8,CRITICAL,1,SYNTHETIC EMERGENCY V2X
EMG-EVT-002343,FIRE-03,FIRE_TRUCK,9.7,0.71,17,34.4,37.3,12.3,25.0,CRITICAL,1,SYNTHETIC EMERGENCY V2X
EMG-EVT-002344,AMB-02,AMBULANCE,12.3,0.53,22,39.4,45.1,15.6,29.5,CRITICAL,1,SYNTHETIC EMERGENCY V2X
EMG-EVT-002345,FIRE-07,FIRE_TRUCK,2.7,0.24,7,55.2,11.3,3.6,7.7,HIGH,1,SYNTHETIC EMERGENCY V2X
EMG-EVT-002346,AMB-01,AMBULANCE,11.8,0.42,21,45.9,40.6,15.0,25.6,CRITICAL,1,SYNTHETIC EMERGENCY V2X
EMG-EVT-002347,AMB-05,AMBULANCE,11.9,0.58,21,34.2,46.1,15.1,31.0,CRITICAL,1,SYNTHETIC EMERGENCY V2X
EMG-EVT-002348,AMB-05,AMBULANCE,4.5,0.49,10,40.6,18.7,5.9,12.8,CRITICAL,1,SYNTHETIC EMERGENCY V2X
EMG-EVT-002349,POL-08,POLICE,2.6,0.5,5,37.0,10.2,3.3,6.9,HIGH,1,SYNTHETIC EMERGENCY V2X
EMG-EVT-002350,AMB-09,AMBULANCE,14.0,0.67,27,27.9,62.5,18.0,44.5,CRITICAL,1,SYNTHETIC EMERGENCY V2X
EMG-EVT-002351,AMB-12,AMBULANCE,7.4,0.87,14,16.8,43.2,9.5,33.7,CRITICAL,1,SYNTHETIC EMERGENCY V2X
EMG-EVT-002352,AMB-07,AMBULANCE,4.2,0.79,7,20.7,20.6,5.3,15.3,CRITICAL,1,SYNTHETIC EMERGENCY V2X
EMG-EVT-002353,FIRE-07,FIRE_TRUCK,9.5,0.69,18,29.2,41.1,12.2,28.9,CRITICAL,1,SYNTHETIC EMERGENCY V2X
EMG-EVT-002354,FIRE-08,FIRE_TRUCK,14.9,0.72,26,24.5,67.7,18.9,48.8,CRITICAL,1,SYNTHETIC EMERGENCY V2X
EMG-EVT-002355,AMB-17,AMBULANCE,2.9,0.89,7,13.8,21.0,3.9,17.1,CRITICAL,1,SYNTHETIC EMERGENCY V2X
EMG-EVT-002356,POL-03,POLICE,14.1,0.71,28,28.7,63.1,18.2,44.9,CRITICAL,1,SYNTHETIC EMERGENCY V2X
EMG-EVT-002357,AMB-12,AMBULANCE,1.6,0.69,5,30.5,9.1,2.2,6.9,CRITICAL,1,SYNTHETIC EMERGENCY V2X
EMG-EVT-002358,POL-07,POLICE,15.1,0.7,29,31.7,63.4,19.4,44.0,CRITICAL,1,SYNTHETIC EMERGENCY V2X
EMG-EVT-002359,POL-06,POLICE,3.8,0.32,8,55.1,13.7,4.9,8.8,CRITICAL,1,SYNTHETIC EMERGENCY V2X
EMG-EVT-002360,FIRE-08,FIRE_TRUCK,9.6,0.85,19,16.4,57.9,12.4,45.5,CRITICAL,1,SYNTHETIC EMERGENCY V2X
EMG-EVT-002361,FIRE-03,FIRE_TRUCK,2.9,0.57,8,36.4,14.4,4.0,10.4,CRITICAL,1,SYNTHETIC EMERGENCY V2X
EMG-EVT-002362,AMB-10,AMBULANCE,9.0,0.97,17,13.6,60.1,11.5,48.6,CRITICAL,1,SYNTHETIC EMERGENCY V2X
EMG-EVT-002363,AMB-12,AMBULANCE,13.5,0.25,26,61.4,44.4,17.3,27.1,CRITICAL,1,SYNTHETIC EMERGENCY V2X
EMG-EVT-002364,FIRE-03,FIRE_TRUCK,10.3,0.29,19,51.8,34.7,13.1,21.6,CRITICAL,1,SYNTHETIC EMERGENCY V2X
EMG-EVT-002365,AMB-17,AMBULANCE,15.0,0.82,30,19.7,81.7,19.4,62.3,CRITICAL,1,SYNTHETIC EMERGENCY V2X
EMG-EVT-002366,FIRE-06,FIRE_TRUCK,8.5,0.44,18,50.3,31.7,11.1,20.6,CRITICAL,1,SYNTHETIC EMERGENCY V2X
EMG-EVT-002367,AMB-19,AMBULANCE,14.3,0.24,27,56.1,47.7,18.3,29.4,CRITICAL,1,SYNTHETIC EMERGENCY V2X
EMG-EVT-002368,AMB-02,AMBULANCE,14.1,0.21,26,57.5,45.9,18.0,27.9,CRITICAL,1,SYNTHETIC EMERGENCY V2X
EMG-EVT-002369,AMB-06,AMBULANCE,11.7,0.75,24,30.2,52.0,15.2,36.8,CRITICAL,1,SYNTHETIC EMERGENCY V2X
EMG-EVT-002370,AMB-01,AMBULANCE,3.5,0.43,7,45.5,13.0,4.5,8.5,CRITICAL,1,SYNTHETIC EMERGENCY V2X
EMG-EVT-002371,AMB-13,AMBULANCE,9.0,0.21,16,59.1,28.3,11.4,16.9,CRITICAL,1,SYNTHETIC EMERGENCY V2X
EMG-EVT-002372,AMB-19,AMBULANCE,11.1,0.61,22,35.6,45.1,14.3,30.8,CRITICAL,1,SYNTHETIC EMERGENCY V2X
EMG-EVT-002373,AMB-18,AMBULANCE,14.8,0.54,26,36.1,55.8,18.7,37.1,CRITICAL,1,SYNTHETIC EMERGENCY V2X
EMG-EVT-002374,AMB-04,AMBULANCE,6.4,0.49,11,45.7,21.6,8.1,13.5,CRITICAL,1,SYNTHETIC EMERGENCY V2X
EMG-EVT-002375,FIRE-06,FIRE_TRUCK,4.3,0.23,10,63.0,16.1,5.7,10.4,CRITICAL,1,SYNTHETIC EMERGENCY V2X
EMG-EVT-002376,FIRE-06,FIRE_TRUCK,8.7,0.62,16,32.8,35.1,11.1,24.0,CRITICAL,1,SYNTHETIC EMERGENCY V2X
EMG-EVT-002377,POL-10,POLICE,10.8,0.91,20,15.7,65.3,13.8,51.5,CRITICAL,1,SYNTHETIC EMERGENCY V2X
EMG-EVT-002378,AMB-12,AMBULANCE,2.4,0.27,6,53.1,9.9,3.2,6.7,CRITICAL,1,SYNTHETIC EMERGENCY V2X
EMG-EVT-002379,AMB-06,AMBULANCE,12.4,0.7,24,26.1,57.3,15.9,41.4,CRITICAL,1,SYNTHETIC EMERGENCY V2X
EMG-EVT-002380,AMB-18,AMBULANCE,6.6,0.66,13,28.2,29.6,8.5,21.1,CRITICAL,1,SYNTHETIC EMERGENCY V2X
EMG-EVT-002381,AMB-18,AMBULANCE,12.1,0.25,23,56.8,40.4,15.5,24.9,CRITICAL,1,SYNTHETIC EMERGENCY V2X
EMG-EVT-002382,AMB-01,AMBULANCE,13.6,0.34,24,49.2,45.4,17.2,28.2,CRITICAL,1,SYNTHETIC EMERGENCY V2X
EMG-EVT-002383,AMB-19,AMBULANCE,5.8,0.58,13,34.5,25.7,7.6,18.1,CRITICAL,1,SYNTHETIC EMERGENCY V2X
EMG-EVT-002384,AMB-08,AMBULANCE,5.0,0.28,10,56.0,17.4,6.5,10.9,CRITICAL,1,SYNTHETIC EMERGENCY V2X
EMG-EVT-002385,AMB-14,AMBULANCE,12.8,0.58,23,37.4,48.1,16.3,31.8,CRITICAL,1,SYNTHETIC EMERGENCY V2X
