message_id,sender_vehicle_id,sender_type,receiver_vehicle_id,distance_m,sender_speed_kmh,receiver_speed_kmh,relative_speed_kmh,acceleration_mps2,deceleration_mps2,heading_difference_deg,braking_status,communication_mode,latency_ms,packet_loss_rate,signal_strength_dbm,hazard_type,time_to_collision_sec,collision_probability,warning_required,v2v_risk_level,data_source
V2V-MSG-002739,VEH-149,AMBULANCE,VEH-201,105.9,31.5,33.0,-1.5,2.42,0.0,3.0,NORMAL,DSRC,2.84,0.019,-61.0,NORMAL_DRIVING,99.0,0.064,0,SAFE,SYNTHETIC V2V TELEMETRY
V2V-MSG-002740,VEH-033,MOTORBIKE,VEH-244,264.8,47.6,59.1,-11.5,0.65,0.0,49.0,NORMAL,DSRC,3.73,0.049,-85.5,HAZARD,99.0,0.141,0,SAFE,SYNTHETIC V2V TELEMETRY
V2V-MSG-002741,VEH-099,SUV,VEH-192,168.5,26.5,19.3,7.2,-2.31,2.31,16.6,LIGHT_BRAKING,C-V2V,48.25,0.01,-65.0,PEDESTRIAN_CONFLICT,84.25,0.025,0,SAFE,SYNTHETIC V2V TELEMETRY
V2V-MSG-002742,VEH-013,BUS,VEH-242,56.4,62.6,52.6,10.0,-7.35,7.35,1.7,HARD_BRAKING,DSRC,2.64,0.016,-48.5,SUDDEN_BRAKING,20.3,0.507,1,WARNING,SYNTHETIC V2V TELEMETRY
V2V-MSG-002743,VEH-026,AMBULANCE,VEH-241,772.1,21.2,0.0,21.2,-11.43,11.43,2.5,CRASH_STOP,C-V2V,49.82,0.031,-79.6,ACCIDENT,99.0,0.933,1,CRITICAL,SYNTHETIC V2V TELEMETRY
V2V-MSG-002744,VEH-070,AMBULANCE,VEH-177,397.7,58.1,40.3,17.8,2.11,0.0,5.8,NORMAL,C-V2V,24.58,0.009,-72.7,NORMAL_DRIVING,80.43,0.111,0,SAFE,SYNTHETIC V2V TELEMETRY
V2V-MSG-002745,VEH-054,BUS,VEH-233,161.0,41.2,29.8,11.4,-2.39,2.39,6.6,LIGHT_BRAKING,DSRC,3.21,0.029,-66.2,NORMAL_DRIVING,50.84,0.117,0,SAFE,SYNTHETIC V2V TELEMETRY
V2V-MSG-002746,VEH-035,CAR,VEH-151,30.5,40.0,16.3,23.7,-0.14,0.14,34.7,LIGHT_BRAKING,DSRC,3.36,0.004,-43.9,PEDESTRIAN_CONFLICT,4.63,0.494,1,WARNING,SYNTHETIC V2V TELEMETRY
V2V-MSG-002747,VEH-137,TRUCK,VEH-238,360.6,39.8,55.4,-15.6,-0.37,0.37,20.8,LIGHT_BRAKING,C-V2V,40.15,0.019,-69.8,NORMAL_DRIVING,99.0,0.079,0,SAFE,SYNTHETIC V2V TELEMETRY
V2V-MSG-002748,VEH-064,CAR,VEH-231,174.5,27.6,5.7,21.9,-2.47,2.47,24.4,LIGHT_BRAKING,DSRC,4.08,0.019,-70.4,NORMAL_DRIVING,28.68,0.113,0,SAFE,SYNTHETIC V2V TELEMETRY
V2V-MSG-002749,VEH-150,CAR,VEH-294,333.6,66.3,67.3,-1.0,0.15,0.0,26.5,NORMAL,C-V2V,45.29,0.017,-72.8,NORMAL_DRIVING,99.0,0.089,0,SAFE,SYNTHETIC V2V TELEMETRY
V2V-MSG-002750,VEH-136,MOTORBIKE,VEH-287,600.3,50.2,50.9,-0.7,1.58,0.0,15.1,NORMAL,C-V2V,59.67,0.016,-79.2,NORMAL_DRIVING,99.0,0.146,0,SAFE,SYNTHETIC V2V TELEMETRY
V2V-MSG-002751,VEH-047,TRUCK,VEH-220,231.1,60.0,45.2,14.8,-1.57,1.57,31.2,LIGHT_BRAKING,C-V2V,24.5,0.021,-67.8,HAZARD,56.21,0.028,0,SAFE,SYNTHETIC V2V TELEMETRY
V2V-MSG-002752,VEH-041,SUV,VEH-218,33.2,21.5,26.2,-4.7,1.17,0.0,2.8,NORMAL,DSRC,8.22,0.003,-44.5,NORMAL_DRIVING,99.0,0.064,0,SAFE,SYNTHETIC V2V TELEMETRY
V2V-MSG-002753,AMB-07,AMBULANCE,VEH-198,420.5,46.2,39.4,6.8,0.33,0.0,8.9,NORMAL,C-V2V,26.64,0.006,-71.5,NORMAL_DRIVING,99.0,0.077,0,SAFE,SYNTHETIC V2V TELEMETRY
V2V-MSG-002754,VEH-113,CAR,VEH-230,448.5,35.3,14.6,20.7,-1.92,1.92,26.3,LIGHT_BRAKING,C-V2V,25.43,0.026,-76.2,NORMAL_DRIVING,78.0,0.017,0,SAFE,SYNTHETIC V2V TELEMETRY
V2V-MSG-002755,VEH-085,TRUCK,VEH-210,940.0,42.7,58.4,-15.7,-7.47,7.47,41.8,HARD_BRAKING,C-V2V,61.26,0.006,-89.8,SUDDEN_BRAKING,99.0,0.1,1,WARNING,SYNTHETIC V2V TELEMETRY
V2V-MSG-002756,VEH-065,BUS,VEH-276,105.6,15.3,24.9,-9.6,2.03,0.0,35.0,NORMAL,DSRC,4.46,0.01,-57.8,NORMAL_DRIVING,99.0,0.019,0,SAFE,SYNTHETIC V2V TELEMETRY
V2V-MSG-002757,VEH-035,AMBULANCE,VEH-291,232.6,56.7,58.3,-1.6,-12.15,12.15,3.9,CRASH_STOP,DSRC,4.62,0.042,-81.6,ACCIDENT,99.0,0.927,1,CRITICAL,SYNTHETIC V2V TELEMETRY
V2V-MSG-002758,VEH-112,TRUCK,VEH-174,185.6,46.3,52.4,-6.1,-0.52,0.52,8.4,LIGHT_BRAKING,DSRC,6.45,0.022,-72.1,NORMAL_DRIVING,99.0,0.105,0,SAFE,SYNTHETIC V2V TELEMETRY
V2V-MSG-002759,VEH-005,CAR,VEH-240,119.7,84.2,88.2,-4.0,2.34,0.0,22.2,NORMAL,DSRC,2.46,0.011,-63.1,NORMAL_DRIVING,99.0,0.018,0,SAFE,SYNTHETIC V2V TELEMETRY
V2V-MSG-002760,VEH-047,BUS,VEH-235,125.3,84.2,98.0,-13.8,2.18,0.0,2.0,NORMAL,DSRC,7.71,0.022,-62.2,HAZARD,99.0,0.137,0,SAFE,SYNTHETIC V2V TELEMETRY
V2V-MSG-002761,VEH-111,TRUCK,VEH-280,601.1,82.0,101.8,-19.8,-0.87,0.87,10.8,LIGHT_BRAKING,C-V2V,26.7,0.019,-80.3,NORMAL_DRIVING,99.0,0.118,0,SAFE,SYNTHETIC V2V TELEMETRY
V2V-MSG-002762,VEH-124,BUS,VEH-173,227.2,44.8,30.1,14.7,-0.5,0.5,38.0,LIGHT_BRAKING,DSRC,2.36,0.037,-79.6,PEDESTRIAN_CONFLICT,55.64,0.07,0,SAFE,SYNTHETIC V2V TELEMETRY
V2V-MSG-002763,VEH-053,SUV,VEH-187,353.3,31.9,43.3,-11.4,-12.34,12.34,10.4,CRASH_STOP,C-V2V,51.98,0.019,-69.1,ACCIDENT,99.0,0.902,1,CRITICAL,SYNTHETIC V2V TELEMETRY
V2V-MSG-002764,VEH-082,AMBULANCE,VEH-255,972.9,23.5,26.9,-3.4,-1.99,1.99,30.7,LIGHT_BRAKING,C-V2V,46.88,0.02,-88.6,NORMAL_DRIVING,99.0,0.134,0,SAFE,SYNTHETIC V2V TELEMETRY
V2V-MSG-002765,VEH-007,MOTORBIKE,VEH-286,215.5,74.4,84.8,-10.4,-1.93,1.93,12.6,LIGHT_BRAKING,DSRC,2.88,0.032,-80.3,EMERGENCY_VEHICLE,99.0,0.034,1,WARNING,SYNTHETIC V2V TELEMETRY
V2V-MSG-002766,AMB-07,AMBULANCE,VEH-259,61.0,79.2,62.6,16.6,-1.82,1.82,37.1,LIGHT_BRAKING,DSRC,7.19,0.006,-52.9,NORMAL_DRIVING,13.23,0.049,0,SAFE,SYNTHETIC V2V TELEMETRY
V2V-MSG-002767,VEH-051,BUS,VEH-158,225.5,32.0,44.6,-12.6,-0.1,0.1,2.8,LIGHT_BRAKING,DSRC,4.49,0.032,-82.3,NORMAL_DRIVING,99.0,0.077,0,SAFE,SYNTHETIC V2V TELEMETRY
V2V-MSG-002768,VEH-111,CAR,VEH-248,247.2,16.0,0.0,16.0,-0.01,0.01,4.1,LIGHT_BRAKING,DSRC,8.4,0.046,-85.3,NORMAL_DRIVING,55.62,0.125,0,SAFE,SYNTHETIC V2V TELEMETRY
V2V-MSG-002769,VEH-012,AMBULANCE,VEH-240,482.6,38.8,32.9,5.9,-1.33,1.33,34.7,LIGHT_BRAKING,C-V2V,49.16,0.027,-74.3,NORMAL_DRIVING,99.0,0.134,0,SAFE,SYNTHETIC V2V TELEMETRY
V2V-MSG-002770,VEH-134,BUS,VEH-186,1120.9,68.4,55.6,12.8,0.48,0.0,20.7,NORMAL,C-V2V,61.91,0.008,-92.7,NORMAL_DRIVING,99.0,0.126,0,SAFE,SYNTHETIC V2V TELEMETRY
V2V-MSG-002771,VEH-095,AMBULANCE,VEH-245,63.7,50.7,30.6,20.1,-1.69,1.69,29.5,LIGHT_BRAKING,C-V2V,53.45,0.023,-58.1,EMERGENCY_VEHICLE,11.41,0.087,1,WARNING,SYNTHETIC V2V TELEMETRY
V2V-MSG-002772,AMB-07,AMBULANCE,VEH-208,63.4,33.6,50.0,-16.4,2.02,0.0,33.4,NORMAL,DSRC,5.49,0.007,-53.7,PEDESTRIAN_CONFLICT,99.0,0.038,0,SAFE,SYNTHETIC V2V TELEMETRY
V2V-MSG-002773,VEH-128,AMBULANCE,VEH-193,756.2,33.9,14.6,19.3,2.08,0.0,23.6,NORMAL,C-V2V,61.39,0.027,-83.3,HAZARD,99.0,0.014,0,SAFE,SYNTHETIC V2V TELEMETRY
V2V-MSG-002774,VEH-071,BUS,VEH-205,546.3,29.3,22.7,6.6,0.76,0.0,0.2,NORMAL,C-V2V,42.26,0.024,-75.8,NORMAL_DRIVING,99.0,0.123,0,SAFE,SYNTHETIC V2V TELEMETRY
V2V-MSG-002775,VEH-017,BUS,VEH-172,95.1,62.6,72.8,-10.2,-1.67,1.67,27.2,LIGHT_BRAKING,C-V2V,52.01,0.029,-62.5,NORMAL_DRIVING,99.0,0.056,0,SAFE,SYNTHETIC V2V TELEMETRY
V2V-MSG-002776,VEH-048,SUV,VEH-238,219.7,57.9,37.9,20.0,-0.71,0.71,13.6,LIGHT_BRAKING,DSRC,7.09,0.033,-77.2,HAZARD,39.55,0.126,0,SAFE,SYNTHETIC V2V TELEMETRY
V2V-MSG-002777,VEH-013,BUS,VEH-289,827.0,21.1,10.0,11.1,1.74,0.0,32.9,NORMAL,C-V2V,34.43,0.027,-87.9,NORMAL_DRIVING,99.0,0.03,0,SAFE,SYNTHETIC V2V TELEMETRY
V2V-MSG-002778,VEH-088,AMBULANCE,VEH-168,89.6,44.1,32.2,11.9,1.57,0.0,33.7,NORMAL,DSRC,7.41,0.015,-53.4,NORMAL_DRIVING,27.11,0.08,0,SAFE,SYNTHETIC V2V TELEMETRY
V2V-MSG-002779,VEH-005,AMBULANCE,VEH-211,59.1,62.6,80.1,-17.5,-8.64,8.64,17.0,HARD_BRAKING,DSRC,7.1,0.014,-53.0,SUDDEN_BRAKING,99.0,0.483,1,WARNING,SYNTHETIC V2V TELEMETRY
V2V-MSG-002780,VEH-003,AMBULANCE,VEH-184,453.5,16.5,31.5,-15.0,-6.31,6.31,35.5,HARD_BRAKING,C-V2V,46.62,0.03,-75.8,SUDDEN_BRAKING,99.0,0.016,1,WARNING,SYNTHETIC V2V TELEMETRY
V2V-MSG-002781,VEH-081,CAR,VEH-271,558.2,59.5,36.8,22.7,2.18,0.0,44.4,NORMAL,C-V2V,50.87,0.018,-78.9,EMERGENCY_VEHICLE,88.53,0.02,1,WARNING,SYNTHETIC V2V TELEMETRY
V2V-MSG-002782,VEH-138,SUV,VEH-264,205.4,60.0,37.3,22.7,-8.34,8.34,2.1,HARD_BRAKING,DSRC,3.11,0.033,-74.8,SUDDEN_BRAKING,32.57,0.05,1,WARNING,SYNTHETIC V2V TELEMETRY
V2V-MSG-002783,VEH-074,MOTORBIKE,VEH-242,771.5,79.4,72.0,7.4,-0.62,0.62,38.4,LIGHT_BRAKING,C-V2V,42.21,0.025,-84.3,PEDESTRIAN_CONFLICT,99.0,0.081,0,SAFE,SYNTHETIC V2V TELEMETRY
V2V-MSG-002784,VEH-134,TRUCK,VEH-229,192.1,43.3,39.9,3.4,-0.28,0.28,21.8,LIGHT_BRAKING,DSRC,7.74,0.033,-71.6,EMERGENCY_VEHICLE,99.0,0.143,1,WARNING,SYNTHETIC V2V TELEMETRY
V2V-MSG-002785,AMB-07,AMBULANCE,VEH-241,394.4,63.3,40.1,23.2,-0.4,0.4,27.4,LIGHT_BRAKING,C-V2V,25.84,0.01,-68.5,NORMAL_DRIVING,61.2,0.048,0,SAFE,SYNTHETIC V2V TELEMETRY
V2V-MSG-002786,VEH-066,AMBULANCE,VEH-187,599.4,39.9,15.0,24.9,-1.68,1.68,21.2,LIGHT_BRAKING,C-V2V,64.43,0.017,-79.5,NORMAL_DRIVING,86.66,0.075,0,SAFE,SYNTHETIC V2V TELEMETRY
V2V-MSG-002787,VEH-143,BUS,VEH-176,1118.7,62.3,55.9,6.4,0.58,0.0,35.9,NORMAL,C-V2V,27.31,0.034,-91.2,NORMAL_DRIVING,99.0,0.123,0,SAFE,SYNTHETIC V2V TELEMETRY
V2V-MSG-002788,VEH-019,BUS,VEH-277,104.4,55.0,72.0,-17.0,0.02,0.0,12.6,NORMAL,DSRC,4.67,0.015,-61.2,EMERGENCY_VEHICLE,99.0,0.108,1,WARNING,SYNTHETIC V2V TELEMETRY
V2V-MSG-002789,VEH-101,CAR,VEH-250,453.9,62.9,57.0,5.9,-12.3,12.3,9.1,CRASH_STOP,C-V2V,44.81,0.035,-73.1,ACCIDENT,99.0,0.931,1,CRITICAL,SYNTHETIC V2V TELEMETRY
V2V-MSG-002790,VEH-046,TRUCK,VEH-182,578.4,35.8,46.4,-10.6,-1.76,1.76,35.9,LIGHT_BRAKING,C-V2V,44.67,0.008,-79.1,EMERGENCY_VEHICLE,99.0,0.144,1,WARNING,SYNTHETIC V2V TELEMETRY
V2V-MSG-002791,VEH-101,MOTORBIKE,VEH-172,1011.0,35.0,20.3,14.7,-8.03,8.03,24.4,HARD_BRAKING,C-V2V,28.69,0.015,-88.5,SUDDEN_BRAKING,99.0,0.037,1,WARNING,SYNTHETIC V2V TELEMETRY
V2V-MSG-002792,VEH-033,TRUCK,VEH-168,195.7,17.6,14.9,2.7,-0.67,0.67,11.9,LIGHT_BRAKING,DSRC,2.7,0.024,-77.2,NORMAL_DRIVING,99.0,0.045,0,SAFE,SYNTHETIC V2V TELEMETRY
V2V-MSG-002793,VEH-028,CAR,VEH-161,239.3,84.4,68.3,16.1,-9.34,9.34,23.1,HARD_BRAKING,DSRC,5.74,0.046,-80.3,SUDDEN_BRAKING,53.51,0.054,1,WARNING,SYNTHETIC V2V TELEMETRY
V2V-MSG-002794,VEH-138,MOTORBIKE,VEH-271,393.8,77.0,86.0,-9.0,1.19,0.0,15.5,NORMAL,C-V2V,64.59,0.007,-75.3,NORMAL_DRIVING,99.0,0.025,0,SAFE,SYNTHETIC V2V TELEMETRY
V2V-MSG-002795,VEH-141,SUV,VEH-210,739.7,45.5,61.3,-15.8,-1.27,1.27,10.9,LIGHT_BRAKING,C-V2V,53.28,0.02,-80.4,NORMAL_DRIVING,99.0,0.139,0,SAFE,SYNTHETIC V2V TELEMETRY
V2V-MSG-002796,VEH-113,TRUCK,VEH-187,66.4,53.9,43.6,10.3,-11.57,11.57,57.1,CRASH_STOP,DSRC,4.7,0.014,-52.4,ACCIDENT,23.21,0.908,1,CRITICAL,SYNTHETIC V2V TELEMETRY
V2V-MSG-002797,VEH-137,CAR,VEH-299,236.1,32.9,41.9,-9.0,2.18,0.0,44.2,NORMAL,DSRC,3.79,0.035,-84.7,NORMAL_DRIVING,99.0,0.109,0,SAFE,SYNTHETIC V2V TELEMETRY
V2V-MSG-002798,VEH-005,TRUCK,VEH-184,601.6,57.7,77.5,-19.8,0.01,0.0,31.9,NORMAL,C-V2V,43.1,0.028,-76.2,HAZARD,99.0,0.075,0,SAFE,SYNTHETIC V2V TELEMETRY
V2V-MSG-002799,VEH-119,MOTORBIKE,VEH-212,204.7,82.2,63.3,18.9,0.27,0.0,11.9,NORMAL,C-V2V,44.51,0.007,-68.6,NORMAL_DRIVING,38.99,0.055,0,SAFE,SYNTHETIC V2V TELEMETRY
V2V-MSG-002800,VEH-143,BUS,VEH-208,46.0,67.8,74.0,-6.2,-2.06,2.06,27.5,LIGHT_BRAKING,DSRC,5.42,0.015,-51.0,NORMAL_DRIVING,99.0,0.05,0,SAFE,SYNTHETIC V2V TELEMETRY
V2V-MSG-002801,VEH-119,CAR,VEH-255,837.3,25.6,27.2,-1.6,-1.89,1.89,26.1,LIGHT_BRAKING,C-V2V,33.63,0.019,-85.2,PEDESTRIAN_CONFLICT,99.0,0.058,0,SAFE,SYNTHETIC V2V TELEMETRY
V2V-MSG-002802,VEH-052,BUS,VEH-231,607.1,76.8,85.7,-8.9,-0.39,0.39,27.3,LIGHT_BRAKING,C-V2V,27.91,0.006,-74.4,NORMAL_DRIVING,99.0,0.097,0,SAFE,SYNTHETIC V2V TELEMETRY
V2V-MSG-002803,VEH-013,SUV,VEH-244,90.6,38.9,22.2,16.7,-0.69,0.69,20.2,LIGHT_BRAKING,DSRC,2.85,0.006,-54.6,NORMAL_DRIVING,19.53,0.049,0,SAFE,SYNTHETIC V2V TELEMETRY
V2V-MSG-002804,VEH-042,MOTORBIKE,VEH-177,1052.2,60.2,39.5,20.7,2.44,0.0,0.8,NORMAL,C-V2V,34.32,0.015,-92.0,NORMAL_DRIVING,99.0,0.013,0,SAFE,SYNTHETIC V2V TELEMETRY
V2V-MSG-002805,VEH-082,SUV,VEH-216,980.4,24.2,5.3,18.9,-2.02,2.02,14.3,LIGHT_BRAKING,C-V2V,26.52,0.027,-86.2,NORMAL_DRIVING,99.0,0.147,0,SAFE,SYNTHETIC V2V TELEMETRY
V2V-MSG-002806,VEH-147,CAR,VEH-286,187.4,77.1,86.4,-9.3,-6.12,6.12,1.0,HARD_BRAKING,DSRC,2.94,0.033,-71.2,SUDDEN_BRAKING,99.0,0.149,1,WARNING,SYNTHETIC V2V TELEMETRY
V2V-MSG-002807,VEH-077,SUV,VEH-231,52.5,31.5,16.7,14.8,2.12,0.0,51.4,NORMAL,DSRC,6.37,0.008,-46.8,NORMAL_DRIVING,12.77,0.096,0,SAFE,SYNTHETIC V2V TELEMETRY
V2V-MSG-002808,VEH-127,TRUCK,VEH-183,255.0,84.2,95.2,-11.0,0.45,0.0,33.5,NORMAL,DSRC,3.76,0.047,-83.9,EMERGENCY_VEHICLE,99.0,0.068,1,WARNING,SYNTHETIC V2V TELEMETRY
V2V-MSG-002809,VEH-061,MOTORBIKE,VEH-202,513.3,20.5,40.4,-19.9,0.09,0.0,13.1,NORMAL,C-V2V,44.82,0.034,-72.9,NORMAL_DRIVING,99.0,0.139,0,SAFE,SYNTHETIC V2V TELEMETRY
V2V-MSG-002810,VEH-075,BUS,VEH-169,575.4,71.4,59.1,12.3,-9.95,9.95,3.4,CRASH_STOP,C-V2V,55.85,0.009,-79.4,ACCIDENT,99.0,0.945,1,CRITICAL,SYNTHETIC V2V TELEMETRY
V2V-MSG-002811,AMB-07,AMBULANCE,VEH-291,118.6,46.1,56.4,-10.3,-0.47,0.47,1.5,LIGHT_BRAKING,C-V2V,64.27,0.033,-66.6,NORMAL_DRIVING,99.0,0.062,0,SAFE,SYNTHETIC V2V TELEMETRY
V2V-MSG-002812,VEH-055,AMBULANCE,VEH-214,272.9,73.3,84.0,-10.7,-1.07,1.07,27.8,LIGHT_BRAKING,C-V2V,64.96,0.022,-72.0,NORMAL_DRIVING,99.0,0.034,0,SAFE,SYNTHETIC V2V TELEMETRY
V2V-MSG-002813,VEH-075,AMBULANCE,VEH-186,155.6,18.9,0.0,18.9,-7.1,7.1,13.2,HARD_BRAKING,DSRC,5.42,0.025,-67.1,SUDDEN_BRAKING,29.64,0.029,1,WARNING,SYNTHETIC V2V TELEMETRY
V2V-MSG-002814,VEH-134,AMBULANCE,VEH-294,142.4,59.1,70.6,-11.5,1.44,0.0,8.4,NORMAL,DSRC,8.38,0.016,-67.2,NORMAL_DRIVING,99.0,0.037,0,SAFE,SYNTHETIC V2V TELEMETRY
V2V-MSG-002815,VEH-136,BUS,VEH-158,680.5,54.8,41.3,13.5,0.93,0.0,7.0,NORMAL,C-V2V,54.1,0.018,-82.1,NORMAL_DRIVING,99.0,0.036,0,SAFE,SYNTHETIC V2V TELEMETRY
V2V-MSG-002816,VEH-052,BUS,VEH-248,73.3,59.2,46.7,12.5,1.05,0.0,9.3,NORMAL,DSRC,4.26,0.015,-54.6,NORMAL_DRIVING,21.11,0.075,0,SAFE,SYNTHETIC V2V TELEMETRY
V2V-MSG-002817,VEH-029,SUV,VEH-287,537.9,61.4,48.0,13.4,-6.08,6.08,0.3,HARD_BRAKING,C-V2V,61.46,0.008,-73.3,SUDDEN_BRAKING,99.0,0.061,1,WARNING,SYNTHETIC V2V TELEMETRY
V2V-MSG-002818,VEH-061,SUV,VEH-186,41.7,32.8,25.1,7.7,-2.47,2.47,4.6,LIGHT_BRAKING,DSRC,7.17,0.011,-46.9,NORMAL_DRIVING,19.5,0.141,0,SAFE,SYNTHETIC V2V TELEMETRY
V2V-MSG-002819,VEH-048,CAR,VEH-257,50.3,80.0,68.5,11.5,-6.2,6.2,11.0,HARD_BRAKING,DSRC,3.15,0.005,-51.5,SUDDEN_BRAKING,15.75,0.56,1,WARNING,SYNTHETIC V2V TELEMETRY
V2V-MSG-002820,VEH-118,TRUCK,VEH-213,30.8,61.6,56.3,5.3,-1.09,1.09,21.6,LIGHT_BRAKING,DSRC,2.36,0.008,-46.5,HAZARD,20.92,0.028,0,SAFE,SYNTHETIC V2V TELEMETRY
V2V-MSG-002821,VEH-019,CAR,VEH-152,259.5,61.0,43.4,17.6,1.69,0.0,17.9,NORMAL,DSRC,4.91,0.048,-84.7,NORMAL_DRIVING,53.08,0.087,0,SAFE,SYNTHETIC V2V TELEMETRY
V2V-MSG-002822,AMB-07,AMBULANCE,VEH-195,38.1,46.8,45.8,1.0,1.17,0.0,13.0,NORMAL,DSRC,5.22,0.006,-46.3,NORMAL_DRIVING,99.0,0.111,0,SAFE,SYNTHETIC V2V TELEMETRY
V2V-MSG-002823,VEH-126,BUS,VEH-269,242.1,79.4,54.8,24.6,0.03,0.0,0.4,NORMAL,DSRC,6.22,0.045,-81.6,NORMAL_DRIVING,35.43,0.14,0,SAFE,SYNTHETIC V2V TELEMETRY
V2V-MSG-002824,VEH-064,TRUCK,VEH-225,476.6,32.3,51.7,-19.4,0.49,0.0,12.4,NORMAL,C-V2V,56.82,0.006,-76.4,NORMAL_DRIVING,99.0,0.014,0,SAFE,SYNTHETIC V2V TELEMETRY
V2V-MSG-002825,VEH-014,CAR,VEH-166,163.3,72.6,88.5,-15.9,0.77,0.0,2.3,NORMAL,DSRC,7.97,0.023,-69.8,NORMAL_DRIVING,99.0,0.018,0,SAFE,SYNTHETIC V2V TELEMETRY
V2V-MSG-002826,VEH-025,AMBULANCE,VEH-268,64.1,66.2,68.3,-2.1,-2.25,2.25,30.5,LIGHT_BRAKING,DSRC,8.34,0.013,-50.0,HAZARD,99.0,0.121,0,SAFE,SYNTHETIC V2V TELEMETRY
V2V-MSG-002827,AMB-07,AMBULANCE,VEH-212,544.7,52.2,49.4,2.8,2.29,0.0,19.9,NORMAL,C-V2V,42.7,0.006,-72.9,NORMAL_DRIVING,99.0,0.094,0,SAFE,SYNTHETIC V2V TELEMETRY
V2V-MSG-002828,VEH-023,CAR,VEH-296,137.8,72.2,70.7,1.5,2.46,0.0,53.4,NORMAL,DSRC,7.89,0.022,-66.3,NORMAL_DRIVING,99.0,0.01,0,SAFE,SYNTHETIC V2V TELEMETRY
V2V-MSG-002829,VEH-121,AMBULANCE,VEH-220,24.8,49.1,66.5,-17.4,1.73,0.0,14.7,NORMAL,DSRC,6.66,0.003,-44.9,PEDESTRIAN_CONFLICT,99.0,0.14,0,SAFE,SYNTHETIC V2V TELEMETRY
V2V-MSG-002830,AMB-07,AMBULANCE,VEH-169,16.8,26.3,46.0,-19.7,-5.85,5.85,32.1,HARD_BRAKING,DSRC,3.72,0.007,-40.8,SUDDEN_BRAKING,99.0,0.853,1,CRITICAL,SYNTHETIC V2V TELEMETRY
V2V-MSG-002831,VEH-075,BUS,VEH-155,241.5,57.6,70.1,-12.5,-1.64,1.64,11.7,LIGHT_BRAKING,DSRC,6.95,0.041,-83.2,EMERGENCY_VEHICLE,99.0,0.11,1,WARNING,SYNTHETIC V2V TELEMETRY
V2V-MSG-002832,VEH-132,MOTORBIKE,VEH-166,714.1,56.8,32.6,24.2,-0.06,0.06,28.8,LIGHT_BRAKING,C-V2V,39.14,0.018,-79.7,NORMAL_DRIVING,99.0,0.046,0,SAFE,SYNTHETIC V2V TELEMETRY
V2V-MSG-002833,VEH-017,SUV,VEH-257,60.0,23.2,32.2,-9.0,-2.45,2.45,29.9,LIGHT_BRAKING,DSRC,7.56,0.01,-48.6,EMERGENCY_VEHICLE,99.0,0.121,1,WARNING,SYNTHETIC V2V TELEMETRY
V2V-MSG-002834,VEH-135,SUV,VEH-242,586.8,34.9,13.3,21.6,-1.81,1.81,29.2,LIGHT_BRAKING,C-V2V,50.43,0.017,-77.0,HAZARD,97.8,0.088,0,SAFE,SYNTHETIC V2V TELEMETRY
V2V-MSG-002835,VEH-134,AMBULANCE,VEH-282,272.5,73.1,70.4,2.7,-0.56,0.56,3.2,LIGHT_BRAKING,DSRC,5.06,0.052,-88.7,PEDESTRIAN_CONFLICT,99.0,0.146,0,SAFE,SYNTHETIC V2V TELEMETRY
V2V-MSG-002836,VEH-109,AMBULANCE,VEH-226,157.2,20.0,24.3,-4.3,2.08,0.0,7.4,NORMAL,DSRC,7.8,0.023,-66.8,NORMAL_DRIVING,99.0,0.119,0,SAFE,SYNTHETIC V2V TELEMETRY
V2V-MSG-002837,VEH-100,CAR,VEH-169,106.2,54.9,68.9,-14.0,-1.15,1.15,57.6,LIGHT_BRAKING,C-V2V,45.24,0.031,-64.1,HAZARD,99.0,0.013,0,SAFE,SYNTHETIC V2V TELEMETRY
V2V-MSG-002838,VEH-040,MOTORBIKE,VEH-279,235.4,78.7,82.7,-4.0,2.44,0.0,27.5,NORMAL,DSRC,6.35,0.038,-85.3,NORMAL_DRIVING,99.0,0.123,0,SAFE,SYNTHETIC V2V TELEMETRY
V2V-MSG-002839,VEH-076,BUS,VEH-253,753.2,42.8,51.5,-8.7,0.49,0.0,11.2,NORMAL,C-V2V,47.16,0.017,-80.7,NORMAL_DRIVING,99.0,0.091,0,SAFE,SYNTHETIC V2V TELEMETRY
V2V-MSG-002840,VEH-137,TRUCK,VEH-248,179.8,17.6,26.4,-8.8,0.15,0.0,16.0,NORMAL,DSRC,5.99,0.024,-73.5,NORMAL_DRIVING,99.0,0.128,0,SAFE,SYNTHETIC V2V TELEMETRY
V2V-MSG-002841,VEH-017,SUV,VEH-240,190.1,21.4,24.3,-2.9,-1.34,1.34,10.5,LIGHT_BRAKING,C-V2V,52.79,0.024,-66.2,HAZARD,99.0,0.052,0,SAFE,SYNTHETIC V2V TELEMETRY
V2V-MSG-002842,VEH-101,SUV,VEH-264,176.6,32.0,10.6,21.4,0.41,0.0,15.9,NORMAL,DSRC,7.76,0.021,-71.6,HAZARD,29.71,0.088,0,SAFE,SYNTHETIC V2V TELEMETRY
V2V-MSG-002843,VEH-059,TRUCK,VEH-180,31.8,56.9,76.0,-19.1,-8.19,8.19,40.6,CRASH_STOP,DSRC,3.3,0.015,-48.0,ACCIDENT,99.0,0.97,1,CRITICAL,SYNTHETIC V2V TELEMETRY
